query,page_count,total_clicks,total_impressions,pages,positions
ודאד יונס גנאים,2,0,2,https://jus-tice.co.il/psakdin/page/3/ | https://jus-tice.co.il/psakdin/page/4/,59.0 | 31.0
חגית מטלין,2,0,2,https://jus-tice.co.il/21213-04-18/ | https://jus-tice.co.il/kl-gates/,171.0 | 98.0
חיוב גט,2,0,2,https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A9-%D7%9C%D7%93%D7%95%D7%9F-%D7%91/ | https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%95%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%91%D7%9E%D7%A7%D7%A8%D7%94-%D7%A9%D7%A9%D7%A0%D7%99-%D7%94%D7%A6%D7%93%D7%93%D7%99%D7%9D-%D7%90%D7%99%D7%A0%D7%9D-%D7%A8%D7%95%D7%A6%D7%99%D7%9D-%D7%96%D7%94/,31.0 | 18.0
טופס בקשה כללית בית הדין הרבני,2,0,2,https://jus-tice.co.il/articles/%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%9C%D7%90/ | https://jus-tice.co.il/psakdin/%D7%94%D7%99%D7%95%D7%A2%D7%9E%D7%A9-%D7%90%D7%99%D7%A9%D7%A8-%D7%AA%D7%97%D7%9C%D7%99%D7%A3-%D7%92%D7%A0%D7%A8%D7%99-%D7%9C%D7%A7%D7%9C%D7%98%D7%A8%D7%94-%D7%AA%D7%A8%D7%95%D7%A4%D7%94-%D7%90%D7%A0/,35.0 | 51.0
ייצוג משפטי אנגליה,2,0,2,https://jus-tice.co.il/foreign-legal-opinion/ | https://jus-tice.co.il/legalzoom/,77.0 | 87.0
כנסת ישראל טלפונים,2,0,2,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9B%D7%A0%D7%A1%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/ | https://jus-tice.co.il/articles/%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9B%D7%A0%D7%A1%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-2020/,20.0 | 61.0
עוד הסכם ממון,2,0,2,https://jus-tice.co.il/prenup-attorney/ | https://jus-tice.co.il/prenuptial-agreements-overview/,95.0 | 56.0
עורך+דין+חוות+דעת,2,0,2,https://jus-tice.co.il/ | https://jus-tice.co.il/foreign-legal-opinion/,28.0 | 97.0
עורכת דין מאיה רוטנברג,2,0,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,28.0 | 52.0
פסקי דין נזיקין,2,0,2,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F/%D7%A2%D7%95%D7%93-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F/ | https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%A2%D7%95%D7%93-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F/,72.0 | 20.0
"תפ""ח",2,0,2,https://jus-tice.co.il/articles/%D7%94%D7%A6%D7%A2%D7%AA-%D7%AA%D7%99%D7%A7%D7%95%D7%9F-%D7%97%D7%95%D7%A7-%D7%97%D7%99%D7%A4%D7%95%D7%A9-%D7%91%D7%9E%D7%A7%D7%95%D7%9D-%D7%9C%D7%9C%D7%90-%D7%A6%D7%95-%D7%91%D7%99%D7%AA-%D7%9E/ | https://jus-tice.co.il/criminal-defense-attorney-roles-and-responsibilities/,90.0 | 56.0
תפקידים בבית משפט,2,0,2,https://jus-tice.co.il/articles/%D7%9E%D7%94%D7%95-%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98/ | https://jus-tice.co.il/criminal-defense-attorney-roles-and-responsibilities/,84.0 | 20.0
תקן ואיוש לשעת חירום,2,0,2,https://jus-tice.co.il/labor_law/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%92%D7%91%D7%9C%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-%D7%94%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D-%D7%91%D7%9E%D7%A7%D7%95%D7%9D/ | https://jus-tice.co.il/wp-content/uploads/2020/03/4_6033055889705928071.pdf,65.0 | 87.0
