full_name,entity_type,practice_areas,office_address,city,phone,website,guide_code,guide_practice_label,rank_tier,rank_label_raw,rank_year,source_url,notes
רואי נגריס חברת עורכי דין,firm,פירוקים וכינוסים והסדרי חוב,,,,,G2,פירוקים וכינוסים והסדרי חוב,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/33/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
תחסין עוואד-עורכי דין,firm,פירוקים וכינוסים והסדרי חוב,,,,,G2,פירוקים וכינוסים והסדרי חוב,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/33/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
GNY גורניצקי,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אדרת, מנור-נהרי - משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אילן סופר ושות',firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"איתן מעוז, עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"בן ארי פיש, עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"בן צור-קורב ושות', משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ברון ושות, משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ברטל, כהן, עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדמן ושות' - משרד עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדפרב גרוס זליגמן,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ד""ר י. וינרוט ושות'",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
דרור מתתיהו - משרד עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ורדי לשם רון, עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
חדד רוט שנהר ושות',firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"חן, יערי, ואקי ושות'",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"יעל גרוסמן, משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
כספי ושות',firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נשיץ ברנדס אמיר ושות',firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נתי שמחוני ושות' - עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עורכי דין | מיתר,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עמר רייטר ז'אן שוכטוביץ ושות' AYR,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"קוסטליץ ושות', עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"קריספין, רובינשטיין, בלכר, קדוש ושות'",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ש. הורוביץ,firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"שינמן-נגב-ניב, משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"תל-צור ושות', משרד עורכי-דין",firm,צוארון לבן,,,,,G2,צוארון לבן,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אלעד שאול ושות',firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארנון, תדמור-לוי",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ברנע ג'פה לנדה,firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גליה כהן ושות' עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"חיים ולוי ושות', משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"כהן, סטרשנוב,- משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ליטבק לזר ושות ',firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
לירן זילברמן עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"מנשה - רון, עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"סרטל, לזר, משרד עו""ד",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"פריד - גבאי משרד עו""ד",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"קלינמן נאור ושות', עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
רן - תירוש ושות',firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"שפיגלמן, קורן, זמיר ושות' עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שרון נהרי ושות' משרד עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אחמד מסאלחה - עורכי דין ונוטריונים,firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אייזנברג, שנער -חברת עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ד""ר גדעון פישר ושות'",firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
טליה גרידיש - משרד עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
יעקב דהן ושות' - חברת עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
פינטו בנישתי ושות'- משרד עורכי דין,firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"פרידמן, יונגר ושות', עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"רן כהן רוכברגר, משרד עורכי דין",firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
תמי אולמן משרד עורכי-דין,firm,צוארון לבן,,,,,G2,צוארון לבן,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
CDS-LUTHI לוטי ושת',firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
FBC & Co פישר,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
GNY גורניצקי,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארליך, נויבואר ומלצר עורכי דין מקבוצת ארליך",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארנון, תדמור-לוי",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדפרב גרוס זליגמן,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"גילת ברקת ושות', קבוצת ריינהולד כהן",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ד""ר שלמה כהן ושות'",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"זליגסון גבריאלי ושות', מקבוצת זליגסון גבריאלי",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ליעד וטשטיין ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נשיץ ברנדס אמיר ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"סורוקר אגמון נורדמן ריבה, עריכת דין ועריכת פטנטים",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עורכי דין | מיתר,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
פירון משרד עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
קבוצת לוצאטו,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ש. הורוביץ,firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ש. פרידמן, אברמזון ושות'",firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שבלת ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ERM אפשטיין רוזנבלום מעוז,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"G&A גלסברג, אפלבאום ושות', עורכי דין ופטנטים",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"א.ש.שמרון, י.מלכו, פרסקי ושות'- משרד עו""ד ונוטריון",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארדינסט, בן נתן, טולידאנו EBN",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אריאל דובינסקי - משרד עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"בן ארי פיש, עורכי דין",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ברנע ג'פה לנדה,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"גילוני אזולאי, משרד עורכי דין",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"דוד, לונגו, רזניק ושות' עורכי- דין",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
דן חי ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
דרורי - סתיו ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הירש-פלק ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
זאב ליאונד ושות' עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
טוני גרינמן משרד עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ליבליך - מוזר - גליק,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
