tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position
4-negligible,20197,page,https://jus-tice.co.il/cart/,סל קניות,,,,911,2026-05-19,2026-05-19,3,0,2.7
4-negligible,20255,page,https://jus-tice.co.il/get-refusal-divorce/,"סרבן גט: זכויות האישה, מה עושים ואיך לפעול","סרבן גט | זכויות האישה, מה עושים ואיך לפעול | Jus-Tice",,,696,2026-05-23,2026-07-12,3,0,9.7
4-negligible,20288,page,https://jus-tice.co.il/criminal-sentencing-israel/,"גזר דין פלילי: ענישה, גורמים מקלים ומחמירים","גזר דין פלילי | ענישה, גורמים מקלים ומחמירים | Jus-Tice",,,572,2026-05-23,2026-07-12,3,0,8.3
4-negligible,20291,page,https://jus-tice.co.il/lawyers-rishon-lezion/,עורכי דין בראשון לציון: מדריך לשוק המשפטי,עורכי דין בראשון לציון | מדריך לשוק המשפטי | Jus-Tice,,,287,2026-05-23,2026-07-12,3,0,7.7
4-negligible,20296,page,https://jus-tice.co.il/family-law-rishon-lezion/,"עורך דין משפחה ראשון לציון: גירושין, מזונות","עורך דין משפחה ראשון לציון | גירושין, מזונות | Jus-Tice",,,160,2026-05-23,2026-07-12,3,0,6.7
4-negligible,20314,page,https://jus-tice.co.il/insurance-claim-dispute/,תביעת ביטוח שנדחתה: זכויות וכיצד מערערים,תביעת ביטוח שנדחתה | זכויות וכיצד מערערים | Jus-Tice,,,635,2026-05-23,2026-07-12,3,0,4.3
4-negligible,20315,page,https://jus-tice.co.il/criminal-lawyer-beer-sheva/,עורך דין פלילי באר שבע: מחירים 2025,עורך דין פלילי באר שבע | מחירים 2025 | Jus-Tice,,,160,2026-05-23,2026-07-12,3,0,35.3
4-negligible,20336,page,https://jus-tice.co.il/mediation-israel/,"גישור בישראל: מה זה, מתי עוזר ואיך עובד","גישור בישראל | מה זה, מתי עוזר ואיך עובד | Jus-Tice",,,462,2026-05-23,2026-07-12,3,0,13.7
4-negligible,20362,page,https://jus-tice.co.il/prenuptial-agreement-cost/,כמה עולה הסכם קדם נישואין: מחירים ומה כולל,כמה עולה הסכם קדם נישואין | מחירים ומה כולל | Jus-Tice,,,320,2026-05-23,2026-07-12,3,0,5.7
4-negligible,20363,page,https://jus-tice.co.il/writ-of-execution-israel/,הוצאה לפועל: מדריך מלא: חייב ונושה,הוצאה לפועל | מדריך מלא: חייב ונושה | Jus-Tice,,,326,2026-05-23,2026-07-12,3,0,8.7
4-negligible,20378,page,https://jus-tice.co.il/worker-rights-fired-immediately/,"פוטרתי על המקום: מה עושים, מה מגיע, מה כדאי","פוטרתי על המקום | מה עושים, מה מגיע, מה כדאי | Jus-Tice",,,397,2026-05-23,2026-07-12,3,0,7
4-negligible,20404,page,https://jus-tice.co.il/criminal-lawyer-kfar-saba/,עורך דין פלילי כפר סבא: מחירים 2025,עורך דין פלילי כפר סבא | מחירים 2025 | Jus-Tice,,,144,2026-05-23,2026-07-12,3,0,64.7
4-negligible,20413,page,https://jus-tice.co.il/lawyer-discipline-israel/,"תלונה על עורך דין: כיצד מגישים, לשכת עורכי הדין","תלונה על עורך דין | כיצד מגישים, לשכת עורכי הדין | Jus-Tice",,,333,2026-05-23,2026-07-12,3,0,13
4-negligible,20433,page,https://jus-tice.co.il/family-law-lod/,"עורך דין משפחה לוד: גירושין, מזונות 2025","עורך דין משפחה לוד | גירושין, מזונות 2025 | Jus-Tice",,,147,2026-05-23,2026-07-12,3,0,11.7
4-negligible,20440,page,https://jus-tice.co.il/criminal-lawyer-ashkelon/,עורך דין פלילי אשקלון: מחירים 2025,עורך דין פלילי אשקלון | מחירים 2025 | Jus-Tice,,,164,2026-05-23,2026-07-12,3,0,34.7
4-negligible,20445,page,https://jus-tice.co.il/family-law-ashkelon/,"עורך דין משפחה אשקלון: גירושין, מזונות 2025","עורך דין משפחה אשקלון | גירושין, מזונות 2025 | Jus-Tice",,,152,2026-05-23,2026-07-12,3,0,7.7
4-negligible,20454,page,https://jus-tice.co.il/family-law-rosh-haayin/,"עורך דין משפחה ראש העין: גירושין, מזונות 2025","עורך דין משפחה ראש העין | גירושין, מזונות 2025 | Jus-Tice",,,154,2026-05-23,2026-07-12,3,0,35.3
4-negligible,20457,page,https://jus-tice.co.il/real-estate-lawyer-bnei-brak/,עורך דין מקרקעין בני ברק: מחירים ושירותים,עורך דין מקרקעין בני ברק | מחירים ושירותים | Jus-Tice,,,159,2026-05-23,2026-07-12,3,0,14.7
4-negligible,20483,page,https://jus-tice.co.il/criminal-lawyer-beit-shemesh/,עורך דין פלילי בית שמש: מחירים 2025,עורך דין פלילי בית שמש | מחירים 2025 | Jus-Tice,,,152,2026-05-23,2026-07-12,3,0,15.3
4-negligible,867,articles,https://jus-tice.co.il/drug-trafficking-2/,סחר בסמים | עבירת סחר בסמים,,"סחר בסמים היא עבירה שדינה בחוק עד 20 שנות מאסר. על כן, אם הנך חשוד בגין עבירה זו, אתה זקוק להגנה המשפטית הטובה ביותר. פנה אל עו""ד פלילי בעל ניסיון בייצוג בעבירות סמים.",משפט פלילי,921,2019-03-24,2026-05-18,2,0,88
4-negligible,1590,articles,https://jus-tice.co.il/compensation-claim-request-lawsuit-israel/,תובענה נזיקית בבקשה לפיצויים בשל תלונה למשטרה,,,דיני נזיקין,3425,2020-02-17,2026-05-22,2,0,7
4-negligible,1629,articles,https://jus-tice.co.il/agreement-property-investigation-witness-proceedings/,הסכם לתפיסת רכוש בצו זמני הנכרת בשלב החקירה ומשתרע עד לתום ההליכים,,,,5192,2020-03-01,2026-05-16,2,0,7
4-negligible,1821,articles,https://jus-tice.co.il/18-03-2020/,הודעה על קביעת מקום לבידוד 18/03/2020,,,,192,2020-03-18,2026-05-16,2,0,70
4-negligible,1974,articles,https://jus-tice.co.il/review-cyber-23-3-2020/,קורונה - סקירה יומית - 23.3.2020 מערך הסייבר הלאומי,,,,1545,2020-03-23,2026-05-16,2,0,46
4-negligible,2015,articles,https://jus-tice.co.il/court-procedure-regulations-2015-israel/,קורונה: אושרו תקנות חירום להגבלת הפעילות,,,,1063,2020-03-25,2026-05-22,2,0,41.5
4-negligible,2119,articles,https://jus-tice.co.il/regulations-new-2020/,"תקנות שעת חירום (הגבלת מספר העובדים במקום עבודה לשם צמצום התפשטות נגיף הקורונה החדש) (תיקון), התש״ף–2020",,,,1605,2020-03-31,2026-05-16,2,0,55.5
4-negligible,2738,articles,https://jus-tice.co.il/labor-law-employee-rights-israel-employment/,טופס הודעה על התפטרות מעבודה,,,,335,2020-10-20,2026-05-22,2,0,38.5
4-negligible,3393,articles,https://jus-tice.co.il/contract-obligations-lawsuit-israel-civil/,תביעה לחייב גרושה להשתתף בחובות,,,,25395,2021-05-26,2026-05-22,2,0,1
4-negligible,3499,articles,https://jus-tice.co.il/divorce-with-consent/,גירושין בהסכמה,%%title%% %%page%% %%sep%% הדרך הקצרה להתגרש בשלום %%sep%% %%sitename%%,החלטתם להתגרש? אל תהפכו את הליך הגירושין שלכם למלחמה. תנו לעצמכם הזדמנות מלאה להגיע להסכמות ולגבש הסכם גירושין הוגן שיתאים לשני הצדדים.,גירושין,939,2021-05-29,2026-05-16,2,0,61.5
4-negligible,5499,articles,https://jus-tice.co.il/attorney-general/,יועץ משפטי לממשלה,,,משרד המשפטים,776,2021-07-01,2026-05-16,2,0,36
4-negligible,5955,articles,https://jus-tice.co.il/consent-decree-court-divorce-settlement/,הבעל מבקש להתגרש בהסכמה בהתאם להוראות הסכם יחסי ממון,,,בית הדין הרבני,15400,2021-08-12,2026-05-22,2,0,98
4-negligible,6764,articles,https://jus-tice.co.il/child-support-jerusalem-rabbinical-court-1284587-12/,חיוב אם במזונות ילדים – באלו תנאים - 1284587-12 - ביה''ד ירושלים‎‎,,,פסקי דין חשובים,6970,2022-02-24,2026-05-16,2,0,31.5
4-negligible,7057,articles,https://jus-tice.co.il/dissolution/,גירושין יחסי ממון: הבעל ישא בתשלום ההלואה ולא חייב לאישה מחצית מהמגרש,,,פסקי דין חשובים,14412,2022-05-11,2026-05-16,2,0,5.5
4-negligible,7063,articles,https://jus-tice.co.il/request-approval-procedure-proceedings-11879-05-22/,"בקשה לאישור הסדר חוב ובקשות למתן צו לפתיחת הליכים ואישור תכנית לשיקום כלכלי (חדל""ת 11879-05-22)",,,,3875,2022-05-11,2026-05-16,2,0,19
4-negligible,7073,articles,https://jus-tice.co.il/compensation-7837-01-19/,"האם יש לחייב את הבעל לשלם לאשה לשעבר פיצוי בגין הפרשי שכר בין הצדדים? (תלה""מ 7837-01-19)",,,פסקי דין חשובים,5351,2022-05-11,2026-05-16,2,0,14.5
4-negligible,7719,articles,https://jus-tice.co.il/criminal-law-advocate/,יתרונות העסקת עורך דין פלילי,,,משפט פלילי,775,2022-09-14,2026-05-18,2,0,8.5
4-negligible,8360,articles,https://jus-tice.co.il/verdict-lawsuit-rights-apartment-49005-04-22/,"פס""ד תביעה לסעד הצהרתי הקובע כי זכויות המשיבה הדירה המשותפת לצדדים הועברו לידי המערער (עמ""ש 49005-04-22)",,,פסקי דין חשובים,2920,2023-01-04,2026-05-16,2,0,11
4-negligible,8487,articles,https://jus-tice.co.il/indictment-petition-arrest/,כתב אישום בקשת מעצר דקירה מסוכנות גבוהה,,,פלילי פסקי דין חשובים,506,2023-02-07,2026-05-16,2,0,20.5
4-negligible,9412,articles,https://jus-tice.co.il/1338971-12/,חלוקת רכוש ע''פ חוק יחסי ממון במקרה שלא היה קניין 1338971-12 ביה''ד אשדוד,,,דיני משפחה,1168,2023-04-25,2026-05-16,2,0,4.5
4-negligible,10051,articles,https://jus-tice.co.il/outline-of-tort-law/,מתווה דיני הנזיקין,,,דיני נזיקין,2465,2023-09-25,2026-05-16,2,0,18
4-negligible,10218,articles,https://jus-tice.co.il/thailand-civil-code/,הקוד האזרחי והמסחרי של תאילנד,,,מסחרי-אזרחי,106970,2023-11-01,2026-05-16,2,0,47.5
4-negligible,10227,articles,https://jus-tice.co.il/21336-03-22/,"השופטת ירדנה סרוסי: זכאות לפטור מס שבח שניתן למוכר שבבעלותו דירה יחידה (ו""ע 21336-03-22)",,,"מקרקעין | נדל""ן",15646,2023-11-05,2026-05-16,2,0,7.5
4-negligible,11261,articles,https://jus-tice.co.il/buying-apartment/,השתתפות בקניית דירה בחלקים שאינם שווים כיצד חולקים את הרווח,,,דיני משפחה,25204,2024-07-03,2026-05-16,2,0,18.5
4-negligible,11285,articles,https://jus-tice.co.il/nolo/,Nolo | נולו (מוציא לאור),,,עורך דין,934,2024-07-11,2026-05-16,2,0,6
4-negligible,11297,articles,https://jus-tice.co.il/jurist/,Jurist,,,עורך דין,1067,2024-07-11,2024-07-11,2,0,4.5
4-negligible,11364,articles,https://jus-tice.co.il/farrer-co/,Farrer & Co | פארר ושות' | משרד עורכי דין,,,עורך דין,343,2024-07-22,2026-05-16,2,0,6.5
4-negligible,11406,articles,https://jus-tice.co.il/dechert-llp/,Dechert LLP | דכרט (משרד עורכי דין),,,"מקרקעין | נדל""ן",1328,2024-07-25,2026-05-16,2,0,3.5
4-negligible,11413,articles,https://jus-tice.co.il/morais-leitao/,"מוראיס לייטאו (עורכי דין) Morais Leitão, Galvão Teles, Soares da Silva & Associados",,,פורטוגל,224,2024-07-27,2026-05-16,2,0,31.5
4-negligible,11463,articles,https://jus-tice.co.il/house-selling-mistakes-to-avoid/,טעויות שיש להמנע מהן בעת מכירת הבית,,,"מקרקעין | נדל""ן",754,2024-08-12,2026-05-16,2,0,51.5
4-negligible,11738,articles,https://jus-tice.co.il/israelis-real-estate/,"איפה הכי משתלם לישראלים לקנות נדל""ן בעולם?",,,"מקרקעין | נדל""ן",2239,2025-01-04,2026-05-16,2,0,6.5
4-negligible,12348,articles,https://jus-tice.co.il/39040-09-22/,"ערעור על שומת מס בטענה שהדירה שנרכשה היא אינה דירת מגורים אלא ""דירת מעטפת"" (ו""ע 39040-09-22)",,,מיסים,9319,2025-03-24,2026-07-02,2,0,7
4-negligible,20209,page,https://jus-tice.co.il/real-estate-lawyer-guide/,מדריך עורך דין מקרקעין,,,,130,2026-05-22,2026-07-02,2,0,4
4-negligible,20268,page,https://jus-tice.co.il/divorce-mediation-guide/,"גישור גירושין: מה זה, כמה עולה ומתי זה עובד","גישור גירושין | מה זה, כמה עולה ומתי זה עובד | Jus-Tice",,,473,2026-05-23,2026-07-12,2,0,57.5
4-negligible,20271,page,https://jus-tice.co.il/criminal-lawyer-tel-aviv/,"עורך דין פלילי תל אביב: ייצוג, מחירים ואיך בוחרים","עורך דין פלילי תל אביב | ייצוג, מחירים ואיך בוחרים | Jus-Tice",,,490,2026-05-23,2026-07-12,2,0,76.5
4-negligible,20273,page,https://jus-tice.co.il/lawyers-jerusalem/,עורכי דין בירושלים: מדריך ומאפייני השוק,עורכי דין בירושלים | מדריך ומאפייני השוק | Jus-Tice,,,346,2026-05-23,2026-07-12,2,0,8
4-negligible,20274,page,https://jus-tice.co.il/wrongful-dismissal-guide/,"פיטורים שלא כדין: זכויות, תביעה ופיצויים","פיטורים שלא כדין | זכויות, תביעה ופיצויים | Jus-Tice",,,798,2026-05-23,2026-07-12,2,0,51
4-negligible,20278,page,https://jus-tice.co.il/traffic-offense-points/,"נקודות רישיון ועבירות תעבורה: כמה נקודות, מה השלכות","נקודות רישיון ועבירות תעבורה | כמה נקודות, מה השלכות | Jus-Tice",,,669,2026-05-23,2026-07-12,2,0,53.5
4-negligible,20279,page,https://jus-tice.co.il/employment-rights-pregnancy/,"זכויות עובדת בהריון: חוק, פיטורים ושמירת היריון","זכויות עובדת בהריון | חוק, פיטורים ושמירת היריון | Jus-Tice",,,556,2026-05-23,2026-07-12,2,0,60.5
4-negligible,20283,page,https://jus-tice.co.il/child-custody-guide/,"משמורת ילדים: מדריך כולל: סוגים, הליך ומה קובע","משמורת ילדים | מדריך כולל: סוגים, הליך ומה קובע | Jus-Tice",,,715,2026-05-23,2026-07-12,2,0,31
4-negligible,20309,page,https://jus-tice.co.il/criminal-lawyer-haifa/,"עורך דין פלילי חיפה: מחירים, בתי משפט, ייצוג","עורך דין פלילי חיפה | מחירים, בתי משפט, ייצוג | Jus-Tice",,,270,2026-05-23,2026-07-12,2,0,71
4-negligible,20310,page,https://jus-tice.co.il/medical-malpractice-tel-aviv/,"רשלנות רפואית תל אביב: עורך דין, בתי חולים","רשלנות רפואית תל אביב | עורך דין, בתי חולים | Jus-Tice",,,327,2026-05-23,2026-07-12,2,0,59
4-negligible,20320,page,https://jus-tice.co.il/will-dispute-grounds/,"התנגדות לצוואה: עילות, הליך וסיכויי הצלחה","התנגדות לצוואה | עילות, הליך וסיכויי הצלחה | Jus-Tice",,,488,2026-05-23,2026-07-12,2,0,81.5
4-negligible,20373,page,https://jus-tice.co.il/corporate-law-israel/,דיני חברות בישראל: מדריך עורך דין חברות,דיני חברות בישראל | מדריך עורך דין חברות | Jus-Tice,,,357,2026-05-23,2026-07-12,2,0,11
4-negligible,20402,page,https://jus-tice.co.il/real-estate-lawyer-kfar-saba/,עורך דין מקרקעין כפר סבא: מחירים ושירותים,עורך דין מקרקעין כפר סבא | מחירים ושירותים | Jus-Tice,,,164,2026-05-23,2026-07-12,2,0,53.5
4-negligible,20407,page,https://jus-tice.co.il/sexual-offense-defense/,"הגנה בעבירת מין: זכויות נאשם, אסטרטגיה, תהליך","הגנה בעבירת מין | זכויות נאשם, אסטרטגיה, תהליך | Jus-Tice",,,366,2026-05-23,2026-07-12,2,0,6.5
4-negligible,20408,page,https://jus-tice.co.il/real-estate-lawyer-petah-tikva/,עורך דין מקרקעין פתח תקווה: מחירים ושירותים,עורך דין מקרקעין פתח תקווה | מחירים ושירותים | Jus-Tice,,,138,2026-05-23,2026-07-12,2,0,29
4-negligible,20417,page,https://jus-tice.co.il/real-estate-lawyer-raanana/,עורך דין מקרקעין רעננה: מחירים ושירותים,עורך דין מקרקעין רעננה | מחירים ושירותים | Jus-Tice,,,136,2026-05-23,2026-07-12,2,0,17.5
4-negligible,20435,page,https://jus-tice.co.il/work-accident-guide/,"תאונת עבודה: מה עושים, פיצויים, ביטוח לאומי","תאונת עבודה | מה עושים, פיצויים, ביטוח לאומי | Jus-Tice",,,261,2026-05-23,2026-07-12,2,0,8.5
4-negligible,20456,page,https://jus-tice.co.il/criminal-lawyer-bnei-brak/,עורך דין פלילי בני ברק: מחירים 2025,עורך דין פלילי בני ברק | מחירים 2025 | Jus-Tice,,,150,2026-05-23,2026-07-12,2,0,13
4-negligible,20473,page,https://jus-tice.co.il/criminal-lawyer-ramle/,עורך דין פלילי רמלה: מחירים 2025,עורך דין פלילי רמלה | מחירים 2025 | Jus-Tice,,,145,2026-05-23,2026-07-12,2,0,46.5
4-negligible,20495,page,https://jus-tice.co.il/military-criminal-defense/,"עבירה צבאית: הגנה: בית דין צבאי, עונשים","עבירה צבאית: הגנה | בית דין צבאי, עונשים | Jus-Tice",,,264,2026-05-23,2026-07-12,2,0,62
4-negligible,20501,page,https://jus-tice.co.il/consumer-rights-statistics/,"נתוני הגנת צרכן ישראל 2025: תלונות, פיצויים","נתוני הגנת צרכן ישראל 2025 | תלונות, פיצויים | Jus-Tice",,,216,2026-05-23,2026-07-12,2,0,7
4-negligible,20510,page,https://jus-tice.co.il/family-law-givatayim/,"עורך דין משפחה גבעתיים: גירושין, מזונות","עורך דין משפחה גבעתיים | גירושין, מזונות | Jus-Tice",,,153,2026-05-23,2026-07-12,2,0,17.5
4-negligible,20517,page,https://jus-tice.co.il/criminal-lawyer-bat-yam/,עורך דין פלילי בת ים: מחירים 2025,עורך דין פלילי בת ים | מחירים 2025 | Jus-Tice,,,146,2026-05-23,2026-07-12,2,0,8.5
4-negligible,882,articles,https://jus-tice.co.il/expungement-of-criminal-records/,מחיקת רישום פלילי,,"מחיקת רישום פלילי - זה חשוב וזה אפשרי. אם הנכם בעלי רישום פלילי, פנו אל עו""ד פלילי אשר יבחן את נסיבות המקרה ויחווה דעתו בדבר הסיכוי לחנינה ומחיקת הרישום.",משפט פלילי,1073,2019-03-24,2026-05-18,1,0,49
4-negligible,1518,articles,https://jus-tice.co.il/continuous-power-of-attorney-israel/,עורך דין ייפוי כוח מתמשך ישראל,,"בוודאי שמעתם על ייפוי כוח מתמשך, ובכן זהו אחד המסמכים החשובים ביותר עבור כל אחד מאתנו. באמצעותו אנו קובעים היום מי ידאג לנו מחר כשלא נהיה כשירים לעשות כן.",,946,2020-02-10,2026-05-16,1,0,5
4-negligible,1655,articles,https://jus-tice.co.il/overview-israel-legal-system-courts-2025/,"הפרת חוק הכניסה לישראל- אזרחים שנכנסו בצוותא לשער נתב""ג",,,,4308,2020-03-05,2026-05-22,1,0,9
4-negligible,1809,articles,https://jus-tice.co.il/regulations-2020-1809/,"תקנות חירום קורונה 2020: היתר לשב""כ לאסוף מידע מטלפונים",,,,1235,2020-03-17,2026-05-16,1,0,1
4-negligible,1858,articles,https://jus-tice.co.il/real-estate-contract-buyer-seller-israel/,"היועמ""ש אישר תחליף גנרי לקלטרה תרופה אנטי ויראלית לטיפול אפשרי בנגיף הקורונה",,,,486,2020-03-19,2026-05-22,1,0,9
4-negligible,1861,articles,https://jus-tice.co.il/law-1861/,קורונה - מתן שירותים קיומיים: החלת פרק ד' לחוק שירות עבודה בשעת חירום,,,,276,2020-03-19,2026-05-16,1,0,24
4-negligible,1963,articles,https://jus-tice.co.il/emergency-regulations-covid-2020-israel/,"תקנות שעת חירום (שיקים ללא כיסוי), התש״ף-2020",,,,227,2020-03-22,2026-05-22,1,0,19
4-negligible,1978,articles,https://jus-tice.co.il/self-employed-and-freelancer/,עצמאים ופרילנסרים | זכויות בעקבות משבר הקורונה,,,,1459,2020-03-23,2026-05-16,1,0,75
4-negligible,2113,articles,https://jus-tice.co.il/police-officer-legal-status-rights-israel/,הנחיות הקורונה: בפגישה עם שוטר - יש להסביר לשוטר לאן אתה הולך,,,,569,2020-03-29,2026-05-22,1,0,10
4-negligible,2127,articles,https://jus-tice.co.il/tenancy-regulation-israel-landlord-tenant/,טופס הצהרת עובד על מדידת חום והיעדר התסמינים - תקנות חירום נגיף הקורונה,,,דיני עבודה,566,2020-03-31,2026-05-22,1,0,7
4-negligible,2149,articles,https://jus-tice.co.il/buying-apartment-israel-legal-checklist/,מסכה תוצרת בית נגד קורונה: לבישת מסכות פה-אף  בכדי להקטין את סיכון ההדבקה,,,,1558,2020-04-01,2026-05-22,1,0,9
4-negligible,2297,articles,https://jus-tice.co.il/company-insurance-5801-07-17/,"ת""א 5801-07-17 פלוני נגד הפול חברה לביטוח בע""מ",,"פיצוי בסך של 977,976 ₪. התובע יליד 4.5.79 מוזיקאי בוגר תלמה ילין במגמת מוסיקה ולימודי מוסיקה בחו""ל, נפגע בשתי תאונות דרכים בשנת 2015 עת נהג על אופנוע.הצדדים חלוקים בשאלת גובה הנזק ,כאשר לטענת הנתבעת תמונת חייו המוכחת של התובע בתיק זה שונה מאד מהתמונה המתוארת על ידו ובסיכומי בא כוחו .",,6759,2020-05-04,2026-05-17,1,0,10
4-negligible,2811,articles,https://jus-tice.co.il/1000-2000-4000/,כתב האישום נגד בנימין נתניהו | תיקים 1000 2000 4000,,,,51027,2020-10-29,2026-05-16,1,0,6
4-negligible,3069,articles,https://jus-tice.co.il/civil-lawsuit-procedure-israel-district-court/,לא מחוסן: האם מעסיק יכול למנוע את התייצבותו לעבודה של עובד המסרב להציג אחת לשבוע בדיקת קורונה שלילית,,,,9864,2021-03-21,2026-05-22,1,0,17
4-negligible,3211,articles,https://jus-tice.co.il/prenuptial-agreement-for-second-marriage/,הסכם ממון בפרק ב',%%title%% %%page%% %%sep%% עריכת הסכם ממון נישואים שניים%%sep%% %%sitename%%,"מנהלים זוגיות של פרק ב'? כדי להגן על רכושכם במקרה של פרידה, חשוב לערוך הסכם ממון אשר יסדיר את ההפרדה הרכושית ביניכם היה והקשר יסתיים.",דיני משפחה,783,2021-04-25,2026-05-16,1,0,25
4-negligible,3428,articles,https://jus-tice.co.il/what-to-avoid-when-hiring-a-web-design-company/,ממה להימנע בעת העסקת חברה לעיצוב אתרים,,,,1368,2021-05-26,2026-05-17,1,0,11
4-negligible,3430,articles,https://jus-tice.co.il/how-to-find-a-professional-web-development-agency/,כיצד למצוא חברה לפיתוח אתרים,,,,2298,2021-05-26,2026-05-16,1,0,14
4-negligible,5760,articles,https://jus-tice.co.il/the-race-for-jurisdiction-family-law/,מרוץ הסמכויות,%%title%% %%page%% %%sep%% בית משפט לענייני משפחה או בית דין רבני? לאיזו ערכאה עדיף לפנות %%sep%% %%sitename%%,,בית המשפט לענייני משפחה,983,2021-08-06,2026-05-16,1,0,9
4-negligible,5850,articles,https://jus-tice.co.il/rabbinical-court-1315248-1/,היתר נישואין מינקת גרושה - 1315248-1- ביה''ד אשדוד‎‎,,,בית הדין הרבני,12648,2021-08-10,2026-05-16,1,0,55
4-negligible,6477,articles,https://jus-tice.co.il/civil-appeal-court-ruling-compensation-israel/,מתן חיסון קורונה חרף התנגדות האב,,,דיני משפחה,1648,2021-10-04,2026-05-22,1,0,175
4-negligible,6546,articles,https://jus-tice.co.il/medical-malpractice-lawyer-recommended/,עורך דין רשלנות רפואית מומלץ,,,דיני נזיקין,8735,2022-01-06,2026-05-16,1,0,1
4-negligible,6657,articles,https://jus-tice.co.il/inheritance-estate-accounts-siblings-dispute/,האם יש מקום להוציא מאיזון המשאבים כספים המצויים בחשבונות בן זוג בחשד כי הוברחו,,,דיני משפחה,6086,2022-02-09,2026-05-22,1,0,5
4-negligible,6773,articles,https://jus-tice.co.il/judge-claim-business-agreement-lease-58579-07-20/,"השופט עדי הדר: דחית טענה של שוכר עסק כי המשכיר ביטל את הסכם השכירות ללא הסכמתו (ת""א 58579-07-20)",,,מסחרי-אזרחי,3292,2022-02-27,2026-05-16,1,0,6
4-negligible,6809,articles,https://jus-tice.co.il/sexual-offenses/,עבירות מין- מהי עבירת מין? סוגי העבירות ועונשן הפלילי,,,משפט פלילי,1704,2022-02-28,2026-05-18,1,0,11
4-negligible,6824,articles,https://jus-tice.co.il/rabbinical-court-alimony-1320290-1/,"חובת המזונות כנגזרת של צורכי הילדים ויכולות האב; משמעותה של יכולת השתכרות – הגדרות, עקרונות ויישום - 1320290-1- ביה''ד הגדול‎‎",,,פסקי דין חשובים,9198,2022-03-02,2026-05-16,1,0,4
4-negligible,6980,articles,https://jus-tice.co.il/child-custody-transfer-mother-father-israel/,השבת המשמורת לאם לאחר טיפול פסיכולוגי,,,פסקי דין חשובים,2305,2022-03-28,2026-05-22,1,0,76
4-negligible,7002,articles,https://jus-tice.co.il/beer-sheva-rabbinical-court-alimony-1161022-12/,"מזונות הילדים – תשלום פעוטון, צהרון ומחציות - 1161022-12 - ביה''ד באר שבע",,,פסקי דין חשובים,25042,2022-05-02,2026-05-16,1,0,11
4-negligible,7953,articles,https://jus-tice.co.il/7953-2/,בקשה לאיזון חובות בשל חשש לחובות פיקטיביים שיצר צד אחד לשם חיובו של הצד השני במחציתם - 1283952-9 - ביה''ד ירושלים,,,פסקי דין חשובים,5954,2022-11-02,2022-11-02,1,0,6
4-negligible,8109,articles,https://jus-tice.co.il/sex-offenses-rights/,מחקר - מימוש זכויות קטינים נפגעי עבירות מין חמורות בתיקי הסיוע המשפטי,,,משפט פלילי,619,2022-11-30,2026-05-18,1,0,7
4-negligible,8271,articles,https://jus-tice.co.il/medical-malpractice-8271/,רשלנות רפואית אבחון שגוי,,,דיני נזיקין,301,2022-12-13,2026-05-16,1,0,69
4-negligible,8334,articles,https://jus-tice.co.il/probate-order-request-cancellation-will-45543-11-21/,"ת""ע 45543-11-21 בקשה לביטול צו קיום צוואה לאחר גילוי צוואה קיימת",,,פסקי דין חשובים,2813,2022-12-19,2026-05-16,1,0,42
4-negligible,8367,articles,https://jus-tice.co.il/medical-malpractice-house/,רשלנות רפואית בבית חולים,,,דיני נזיקין,2265,2023-01-05,2026-05-16,1,0,79
4-negligible,8764,articles,https://jus-tice.co.il/rabbinical-court-haifa-ketubah-divorce-8216-1265026-5/,'חזקת חיוב' בכתובה כשהאישה שתבעה גירושין - 1265026-5 - ביה''ד חיפה,,,דיני משפחה,4661,2023-03-11,2026-05-16,1,0,11
4-negligible,8774,articles,https://jus-tice.co.il/74657-12-20/,"גזר דין לנאשם ברצח אימו (תפ""ח 74657-12-20)",,,משפט פלילי,1129,2023-03-13,2026-05-18,1,0,9
4-negligible,9422,articles,https://jus-tice.co.il/1027470-24/,ניכור הורי – לא תתקבל טענה שהילד לא רוצה לפגוש בהורה השני,,,משמורת ילדים,3031,2023-05-07,2026-05-16,1,0,9
4-negligible,9956,articles,https://jus-tice.co.il/civil-law-notary/,על עורכי דין: תפקידם של נוטריונים במשפט אזרחי,,,עורך דין,13033,2023-09-13,2026-05-16,1,0,3
4-negligible,10163,articles,https://jus-tice.co.il/contractor-house/,הקבלן רוצה שאחתום על הליקויים שנמצאו בבדק בית נפתרו/פתוחים. מה עלי לעשות?,,,"מקרקעין | נדל""ן",1597,2023-10-04,2026-05-16,1,0,1
4-negligible,11179,articles,https://jus-tice.co.il/segro/,"SEGRO plc חברת נדל""ן סגרו",,,"מקרקעין | נדל""ן",347,2024-05-09,2026-05-16,1,0,6
4-negligible,11287,articles,https://jus-tice.co.il/rocket-lawyer/,Rocket Lawyer | חברת טכנולוגיה משפטית מקוונת,,,עורך דין,1632,2024-07-11,2026-05-16,1,0,10
4-negligible,11325,articles,https://jus-tice.co.il/sofia-galvao/,סופיה גלואו (עורכת דין),,,פורטוגל,827,2024-07-18,2026-05-16,1,0,90
4-negligible,11338,articles,https://jus-tice.co.il/rita-judice/,ריטה יודיס (עורכת דין),,,פורטוגל,315,2024-07-18,2026-05-16,1,0,8
