family_head_term,family_key,severity,total_clicks,total_impressions,designated_winner,competing_urls,url_metrics,resolutions
איחוד משפחות גרמניה,איחוד משפחות גרמניה,LOW,0,108,https://jus-tice.co.il/german-passport/,https://jus-tice.co.il/german-passport/;https://jus-tice.co.il/germany-lawyers/,0c/94i/p55.0;0c/14i/p76.8,WINNER;DIFFERENTIATE→עורך דין גרמניה
הבניית שיקול הדעת השיפוטי בענישה,הבניית שיקול הדעת השיפוטי בענישה,LOW,1,108,https://jus-tice.co.il/articles/מחקר-פלילי-גופים-סטטוטוריים-העוסקים-ב/,https://jus-tice.co.il/articles/מחקר-פלילי-גופים-סטטוטוריים-העוסקים-ב/;https://jus-tice.co.il/articles/criminal-sentencing/,1c/107i/p14.5;0c/1i/p20.0,WINNER;DIFFERENTIATE→
הזמנה למשטרה,הזמנה למשטרה,LOW,0,108,https://jus-tice.co.il/הכנה-לחקירה-במשטרה/,https://jus-tice.co.il/הכנה-לחקירה-במשטרה/;https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0c/97i/p71.5;0c/11i/p94.1,WINNER;DIFFERENTIATE→בקשה לתעודת מידע פלילי
החזר מס שבח זכאות,החזר מס שבח זכאות,LOW,0,108,https://jus-tice.co.il/land-appreciation-tax/,https://jus-tice.co.il/land-appreciation-tax/;https://jus-tice.co.il/מדריך-החזרי-מס-עם-מחשבון/,0c/105i/p69.8;0c/3i/p71.0,WINNER;DIFFERENTIATE→
היכן כדאי לקנות דירה,היכן כדאי לקנות דירה,LOW,0,108,https://jus-tice.co.il/low-value-invest-abroad/,https://jus-tice.co.il/low-value-invest-abroad/;https://jus-tice.co.il/איפה-הכי-משתלם-למשקיע-הישראלי-לקנות-דירה-בעולם/;https://jus-tice.co.il/guide-israeli-apartment-2025/,0c/86i/p39.1;0c/17i/p67.0;0c/5i/p21.8,WINNER;DIFFERENTIATE→;DIFFERENTIATE→איפה הכי כדאי לקנות דירה להשקעה
הפחתת מזונות לפי גיל,הפחתת מזונות לפי גיל,LOW,0,108,https://jus-tice.co.il/psakdin/פסד-בתביעה-להפחתת-מזונות-ילדים-שנקבעו/,https://jus-tice.co.il/psakdin/פסד-בתביעה-להפחתת-מזונות-ילדים-שנקבעו/;https://jus-tice.co.il/פסד-בבקשת-אב-להפחתת-מזונות-בטענה-של-שינוי-נסיבות-תלהמ-35493-10-19/;https://jus-tice.co.il/מזונות-שבהסכם-והעילות-לביטולן-או-שינויין-מכוח-שינוי-נסיבות/,0c/103i/p83.6;0c/3i/p93.3;0c/2i/p87.5,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
בגידה מהנה,בגידה מהנה,LOW,0,107,https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/,https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/;https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/;https://jus-tice.co.il/גירושין-בגידה-זכויות-בעל-בוגד-בהלכה/,0c/105i/p56.6;0c/1i/p89.0;0c/1i/p101.0,WINNER;DIFFERENTIATE→בגידה בתחום דיני משפחה;DIFFERENTIATE→
ביקורת איכות בסין,ביקורת איכות בסין,LOW,0,107,https://jus-tice.co.il/china-business-legal-guide/,https://jus-tice.co.il/china-business-legal-guide/;https://jus-tice.co.il/top-lawyers-for-israelis-china/,0c/98i/p51.7;0c/9i/p84.3,WINNER;DIFFERENTIATE→המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ
החזר מס כמה שנים אחורה,החזר מס כמה שנים אחורה,LOW,0,107,https://jus-tice.co.il/מדריך-החזרי-מס-עם-מחשבון/,https://jus-tice.co.il/מדריך-החזרי-מס-עם-מחשבון/;https://jus-tice.co.il/guide-tax-calculator-updated-2025/,0c/106i/p45.1;0c/1i/p50.0,WINNER;DIFFERENTIATE→החזרי מס לשכיר עם משכורת גבוהה
הסכם ממון לדירת מגורים,הסכם ממון לדירת מגורים,LOW,0,107,https://jus-tice.co.il/marital-property-agreement/,https://jus-tice.co.il/marital-property-agreement/;https://jus-tice.co.il/articles/פסד-הסכם-ממון-שנחתם-ובוטל-בפני-נוטריו/,0c/99i/p30.1;0c/8i/p81.8,WINNER;DIFFERENTIATE→
אזרחות פולנית עורך דין,אזרחות פולנית עורך דין,LOW,0,106,https://jus-tice.co.il/poland-lawyers/,https://jus-tice.co.il/poland-lawyers/;https://jus-tice.co.il/immigration-lawyer/,0c/93i/p73.2;0c/13i/p73.7,WINNER;DIFFERENTIATE→עורך דין הגירה
בתים למכירה בפורטוגל על הים,בתים למכירה בפורטוגל על הים,LOW,0,106,https://jus-tice.co.il/buying-property-in-portugal/,https://jus-tice.co.il/guide-buying-property-portugal-israelis/;https://jus-tice.co.il/buying-property-in-portugal/,0c/103i/p31.3;0c/3i/p43.7,MERGE-301→https://jus-tice.co.il/buying-property-in-portugal/;WINNER
הסכם ממון שלא עבר אישור בית משפט,הסכם ממון שלא עבר אישור בית משפט,LOW,0,106,https://jus-tice.co.il/האם-כל-הסכם-בין-בני-זוג-הוא-הסכם-ממון/,https://jus-tice.co.il/האם-כל-הסכם-בין-בני-זוג-הוא-הסכם-ממון/;https://jus-tice.co.il/הסמכות-לפסוק-בעניין-הרכוש-למרות-הסכם-ממון-שאושר-בבית-המשפט/;https://jus-tice.co.il/prenup-not-valid/;https://jus-tice.co.il/מדריך-עדכני-להסכם-ממון/;https://jus-tice.co.il/mutual-divorce-agreement-2025/;https://jus-tice.co.il/psakdin/חלוקת-דירה-לפי-רישום-לא-שוויוני-על-פי-הס/;https://jus-tice.co.il/prenup-attorney/;https://jus-tice.co.il/living-apart-together-legal-rights/;https://jus-tice.co.il/כספים-משותפים-שהועברו-בדרכי-מרמה-לצדדים-שלישיים/,0c/78i/p48.7;0c/12i/p73.2;0c/6i/p44.2;0c/3i/p57.7;0c/2i/p51.0;0c/2i/p73.5;0c/1i/p47.0;0c/1i/p56.0;0c/1i/p61.0,"WINNER;DIFFERENTIATE→;DIFFERENTIATE→פסק דין תלה""מ 34872-06-22;DIFFERENTIATE→;DIFFERENTIATE→גירושין בהסכמה בית הדין הרבני;DIFFERENTIATE→;DIFFERENTIATE→איך בוחרים עורך דין הסכם ממון;DIFFERENTIATE→זוגיות פרק ב ללא מגורים משותפים;DIFFERENTIATE→"
אימוץ ילד,אימוץ ילד,LOW,0,105,https://jus-tice.co.il/psakdin/אימוץ-ילד-מאוקראינה-תביעת-נזיקין-בגין/,https://jus-tice.co.il/psakdin/אימוץ-ילד-מאוקראינה-תביעת-נזיקין-בגין/;https://jus-tice.co.il/adoption-usa/,0c/94i/p38.9;0c/11i/p24.2,WINNER;DIFFERENTIATE→אימוץ ילדים 2018
החתימה,החתימה,LOW,0,105,https://jus-tice.co.il/electronic-signature/,https://jus-tice.co.il/electronic-signature/;https://jus-tice.co.il/digital-signature/,0c/104i/p67.7;0c/1i/p80.0,WINNER;DIFFERENTIATE→נוטריון אונליין
אזרחות פורטוגלית 2019,אזרחות פורטוגל 2019,LOW,0,104,https://jus-tice.co.il/portugal-relocation/,https://jus-tice.co.il/immigration-to-portugal/;https://jus-tice.co.il/portugal-economy/;https://jus-tice.co.il/portugal/,0c/99i/p65.2;0c/3i/p66.0;0c/2i/p61.5,MERGE-301→https://jus-tice.co.il/portugal-relocation/;DIFFERENTIATE→כלכלת פורטוגל;DIFFERENTIATE→פורטוגל לישראלים
דירות להשקעה בצפון אנגליה,דירות להשקעה בצפון אנגליה,LOW,0,104,https://jus-tice.co.il/real-estate-united-kingdom/,https://jus-tice.co.il/real-estate-united-kingdom/;https://jus-tice.co.il/apartment/,0c/98i/p42.5;0c/6i/p59.3,WINNER;DIFFERENTIATE→דירות בחו
www.2144.co.il,www.2144.co.il,LOW,0,103,https://jus-tice.co.il/supreme_court/בגץ-2144-20-25-03-מחייב-בחירת-יור-קבוע-לכנסת/,https://jus-tice.co.il/supreme_court/בגץ-2144-20-25-03-מחייב-בחירת-יור-קבוע-לכנסת/;https://jus-tice.co.il/wp-content/uploads/2020/03/בגץ-214520..pdf/,0c/102i/p44.1;0c/1i/p83.0,WINNER;DIFFERENTIATE→
אימות הסכם ממון נוטריוני,אימות הסכם ממון נוטריוני,LOW,0,103,https://jus-tice.co.il/articles/פסד-הסכם-ממון-שנחתם-ובוטל-בפני-נוטריו/,https://jus-tice.co.il/articles/פסד-הסכם-ממון-שנחתם-ובוטל-בפני-נוטריו/;https://jus-tice.co.il/חתימת-עורך-דין-נוטריון/,0c/102i/p82.1;0c/1i/p78.0,WINNER;DIFFERENTIATE→
בית משפט מחוזי ירושלים כתובת,בית משפט מחוזי ירושלים כתובת,LOW,0,103,https://jus-tice.co.il/court-judge/,https://jus-tice.co.il/court-judge/;https://jus-tice.co.il/department-of-justice/,0c/102i/p52.7;0c/1i/p99.0,WINNER;DIFFERENTIATE→
דוגמא לערעור על החלטת המכון הרפואי לבטיחות בדרכים,דוגמא לערעור על החלטת המכון הרפואי לבטיחות בדרכים,LOW,0,103,https://jus-tice.co.il/medical-institute-for-road-safety/,https://jus-tice.co.il/medical-institute-for-road-safety/;https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0c/98i/p19.4;0c/5i/p28.0,WINNER;DIFFERENTIATE→המכון הרפואי לבטיחות בדרכים תל אביב
דירה בתאילנד,דירה בתאילנד,LOW,2,103,https://jus-tice.co.il/thailand-real-estate/,https://jus-tice.co.il/thailand-real-estate/;https://jus-tice.co.il/thailand-land-purchase-and-ownership-law/,2c/83i/p9.6;0c/20i/p18.6,WINNER;DIFFERENTIATE→חוק רכישת קרקעות ובעלות בתאילנד
הגבלת נוסעים ברכב קורונה,הגבלת נוסעים ברכב קורונה,LOW,0,103,https://jus-tice.co.il/psakdin/תקנות-שעת-חירום-נגיף-הקורונה-החדש-הגב/,https://jus-tice.co.il/psakdin/תקנות-שעת-חירום-נגיף-הקורונה-החדש-הגב/;https://jus-tice.co.il/corona_virus/הנחיות-להתמודדות-עם-נגיף-הקורונה-19-covid/;https://jus-tice.co.il/labor_law/תקנות-קורונה-הגבלת-מספר-העובדים-במקום/,0c/98i/p60.9;0c/4i/p87.5;0c/1i/p92.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
המתה בקלות דעת עונש מקסימלי,המתה בקלות דעת עונש מקסימלי,LOW,0,103,https://jus-tice.co.il/הליך-המעצר-כמה-עולה-עורך-דין-מעצרים-מחירון-עוד-פלילי/,https://jus-tice.co.il/הליך-המעצר-כמה-עולה-עורך-דין-מעצרים-מחירון-עוד-פלילי/;https://jus-tice.co.il/עונש-פלילי-נאשם-ברצח-אישה-בנתניה-תפח-4710-11-18/;https://jus-tice.co.il/international-inheritance-wills-lawyer/;https://jus-tice.co.il/עורך-דין-פלילי-אירופה-הגנה-פלילית-יעילה-מזרח-אירופה/,0c/93i/p75.9;0c/8i/p88.5;0c/1i/p84.0;0c/1i/p100.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→עורך דין בינלאומי ירושות צוואות ועיזבונות;DIFFERENTIATE→
הפחתת דמי מזונות,הפחתת דמי מזונות,LOW,0,103,https://jus-tice.co.il/psakdin/פסד-בתביעה-להפחתת-מזונות-ילדים-שנקבעו/,https://jus-tice.co.il/psakdin/פסד-בתביעה-להפחתת-מזונות-ילדים-שנקבעו/;https://jus-tice.co.il/מזונות-שבהסכם-והעילות-לביטולן-או-שינויין-מכוח-שינוי-נסיבות/,0c/89i/p89.2;0c/14i/p84.1,WINNER;DIFFERENTIATE→
המלצות עורך דין מקרקעין בהרצליה,עורך דין מקרקעין המלצות בהרצליה,LOW,0,103,https://jus-tice.co.il/real-estate-attorney/,https://jus-tice.co.il/real-estate-attorney/;https://jus-tice.co.il/,0c/98i/p41.6;0c/5i/p45.8,WINNER;DIFFERENTIATE→
אישור היעדר עבירות מיניות משטרת ישראל,אישור היעדר עבירות מיניות משטרה ישראל,LOW,0,102,https://jus-tice.co.il/טופס-לפי-חוק-למניעת-העסקה-של-עברייני-מין-במוסד-המכוון-למתן-שירות-לקטינים/,https://jus-tice.co.il/טופס-לפי-חוק-למניעת-העסקה-של-עברייני-מין-במוסד-המכוון-למתן-שירות-לקטינים/;https://jus-tice.co.il/apply-for-police-criminal-information-certificates/;https://jus-tice.co.il/police-records-data-deletion/;https://jus-tice.co.il/israel-police/;https://jus-tice.co.il/סדר-העדיפויות-של-משטרת-ישראל/;https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/,0c/71i/p21.5;0c/15i/p44.5;0c/8i/p40.0;0c/3i/p22.3;0c/4i/p45.2;0c/1i/p15.0,WINNER;DIFFERENTIATE→בקשה לתעודת מידע פלילי;DIFFERENTIATE→מחיקת רישום משטרתי;DIFFERENTIATE→משטרת ישראל;DIFFERENTIATE→;DIFFERENTIATE→טופס בקשת בגיר לקבל אישור משטרה
בתים בחול למכירה,בתים בחול למכירה,LOW,0,102,https://jus-tice.co.il/low-value-invest-abroad/,https://jus-tice.co.il/low-value-invest-abroad/;https://jus-tice.co.il/apartment/,0c/100i/p52.0;0c/2i/p22.0,WINNER;DIFFERENTIATE→דירות בחו
הסכם הלוואה בין אב לבן,הסכם הלוואה בין אב לבן,LOW,0,102,https://jus-tice.co.il/42908-08-24/,https://jus-tice.co.il/42908-08-24/;https://jus-tice.co.il/decision30452-07-20/;https://jus-tice.co.il/articles/7953-2/;https://jus-tice.co.il/real-estate-usa/;https://jus-tice.co.il/פסד-בשתי-תובענות-בנושא-גביית-מזונות-וביטול-הסכם-חלוקת-עיזבון/,0c/81i/p53.4;0c/16i/p78.2;0c/2i/p64.5;0c/2i/p99.5;0c/1i/p83.0,"WINNER;DIFFERENTIATE→השופטת עפרה גיא: תביעה רכושית לפירוק שיתוף (חלוקת;DIFFERENTIATE→;DIFFERENTIATE→עורך דין מקרקעין ונדל""ן ארה""ב;DIFFERENTIATE→"
איך להתגרש נכון,איך להתגרש נכון,LOW,0,101,https://jus-tice.co.il/איך-להתגרש-נכון-ומהר/,https://jus-tice.co.il/איך-להתגרש-נכון-ומהר/;https://jus-tice.co.il/what-to-do-now-if-you-are-considering-a-divorce/,0c/92i/p57.0;0c/9i/p99.2,WINNER;DIFFERENTIATE→הכנות לגירושין: מה לעשות עכשיו אם אתה שוקל להתגרש
אפילפסיה והמכון הרפואי לבטיחות בדרכים,אפילפסיה והמכון הרפואי לבטיחות בדרכים,LOW,0,101,https://jus-tice.co.il/medical-institute-for-road-safety/,https://jus-tice.co.il/medical-institute-for-road-safety/;https://jus-tice.co.il/standards-of-medical-fitness-to-drive/,0c/88i/p59.6;0c/13i/p90.6,WINNER;DIFFERENTIATE→בדיקת כשירות רפואית לנהיגה
בניית אתרים מותאמים לחרדים,בניית אתרים מותאמים לחרדים,LOW,0,101,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/;https://jus-tice.co.il/בניית-אתרים/,0c/88i/p34.4;0c/13i/p58.8,WINNER;DIFFERENTIATE→
דוגמא תביעה קטנה ביטול טיסה,דוגמא תביעה קטנה ביטול טיסה,LOW,0,101,https://jus-tice.co.il/compensation-flight-delayed/,https://jus-tice.co.il/compensation-flight-delayed/;https://jus-tice.co.il/תק-25449-12-20-פלונית-ואח-נ-יונייטד-אירליינס-אינק/,0c/94i/p50.7;0c/7i/p67.4,WINNER;DIFFERENTIATE→
החזר מס שבח 6 שנים,החזר מס שבח 6 שנים,LOW,0,101,https://jus-tice.co.il/מדריך-החזרי-מס-עם-מחשבון/,https://jus-tice.co.il/מדריך-החזרי-מס-עם-מחשבון/;https://jus-tice.co.il/land-appreciation-tax/,0c/100i/p35.2;0c/1i/p80.0,WINNER;DIFFERENTIATE→אתר מס שבח מקרקעין
העברת ביטקוין מארנק לארנק,העברת ביטקוין מארנק לארנק,LOW,0,101,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work/,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work/;https://jus-tice.co.il/wp-content/uploads/2022/06/מטבעות-דיגיטליים-9.pdf/,0c/99i/p83.4;0c/2i/p57.5,WINNER;DIFFERENTIATE→
העברת דירה על שם קטין,העברת דירה על שם קטין,LOW,0,101,https://jus-tice.co.il/spouse-property-registration-guide/,https://jus-tice.co.il/spouse-property-registration-guide/;https://jus-tice.co.il/what-is-a-divorce-settlement-agreement/;https://jus-tice.co.il/how-much-does-prenup-cost/;https://jus-tice.co.il/articles/החלטה-בבקשת-אם-למשמורת-זמנית-של-קטין-ול/;https://jus-tice.co.il/9230-03-20/;https://jus-tice.co.il/עתירה-של-אישה-נגד-בעלה-למתן-צו-לפי-החוק-למניעת-אלימות-במשפחה-הט-58854-11-22/;https://jus-tice.co.il/רישום-קטין-למוסד-חינוכי-לשנת-הלימודים-תשפב/,0c/81i/p55.7;0c/7i/p79.1;0c/6i/p89.5;0c/3i/p86.3;0c/2i/p100.0;0c/1i/p98.0;0c/1i/p99.0,"WINNER;DIFFERENTIATE→איך מכינים הסכם גירושין;DIFFERENTIATE→הסכם ממון מחיר;DIFFERENTIATE→;DIFFERENTIATE→השופטת ורד שביט-פינקלשטיין: פס""ד בתביעת אח נגד שלושת;DIFFERENTIATE→;DIFFERENTIATE→"
איך למצוא ספקים בסין,איך למצוא ספקים בסין,LOW,0,100,https://jus-tice.co.il/china-business-legal-guide/,https://jus-tice.co.il/china-business-legal-guide/;https://jus-tice.co.il/top-lawyers-for-israelis-china/,0c/95i/p40.1;0c/5i/p75.8,WINNER;DIFFERENTIATE→המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ
בדיקת ספקים בסין,בדיקת ספקים בסין,LOW,0,100,https://jus-tice.co.il/china-business-legal-guide/,https://jus-tice.co.il/china-business-legal-guide/;https://jus-tice.co.il/top-lawyers-for-israelis-china/,0c/95i/p42.6;0c/5i/p83.8,WINNER;DIFFERENTIATE→המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ
בית משפט לענייני משפחה תל אביב קבלת קהל,בית משפט לענייני משפחה תל אביב קבלת קהל,LOW,0,100,https://jus-tice.co.il/department-of-justice/,https://jus-tice.co.il/department-of-justice/;https://jus-tice.co.il/family-court/,0c/96i/p40.8;0c/4i/p51.8,WINNER;DIFFERENTIATE→
