tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position,path_norm,clicks_16mo,impressions_16mo,ctr_pct_16mo,avg_position_16mo,action,merge_target_url,primary_query,secondary_queries,intent,cluster_id,role,priority_wave,new_title,new_meta_description,rationale
1-real-traffic,20264,page,https://jus-tice.co.il/lawyer-fees-guide/,שכר טרחה עורך דין: מדריך מחירים 2025 לפי תחום,שכר טרחת עורך דין בישראל: מדריך לפי תחום | Jus-Tice,,,845,2026-05-23,2026-07-12,799,7,50.2,/lawyer-fees-guide/,7.0,799.0,0.88,50.2,KEEP-IMPROVE,,איך מחשבים שכר טרחת עורך דין,דמי טרחה עורך דין,cost/fees,miscellaneous,cluster,30,איך מחשבים שכר טרחת עורך דין: מחירים ושכר טרחה 2026,"מחירים ושכר טרחה בנושא איך מחשבים שכר טרחת עורך דין: מחירים ושכר טרחה 2026: מה משפיע על העלות, מה כלול ואילו שאלות לבדוק. מידע מעודכן בבדיקת עו״ד.",90d 7c/799i; 16mo 7c/799i; protect equity.
1-real-traffic,9724,articles,https://jus-tice.co.il/uk-lawyer/,"עורך דין אנגליה | עו""ד ישראלי ליווי וייצוג משפטי באנגליה",,,עורך דין,35231,2023-08-04,2026-05-16,732,13,20.9,/uk-lawyer/,138.0,7392.0,1.87,29.0,KEEP-IMPROVE,,עורך דין באנגליה,הקמת חברה באנגליה;בריטניה ישראל תביעות;בריסטר עורך דין;הקמת פעילות באנגליה;איפה זה אנגליה,hire-lawyer,miscellaneous,cluster,30,"עורך דין באנגליה: שירותים, הליך ובחירת ייצוג","עורך דין באנגליה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 13c/732i; 16mo 138c/7392i; protect equity.
1-real-traffic,9526,articles,https://jus-tice.co.il/romania-lawyers/,"עורך דין ברומניה | עו""ד ישראלי נוטריון בוקרשט רומניה",,,,23120,2023-05-22,2026-05-16,696,8,33.1,/romania-lawyers/,61.0,7833.0,0.78,31.7,KEEP-IMPROVE,,דרכון רומני עורך דין,משחקי csm satu mare;אשרות שהיה ברומניה;דרכון רומני בוקרשט;אזרחות רומנית עורך דין;הקמת עסק ברומניה,hire-lawyer,miscellaneous,cluster,30,"דרכון רומני עורך דין: שירותים, הליך ובחירת ייצוג","דרכון רומני עורך דין: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 8c/696i; 16mo 61c/7833i; protect equity.
1-real-traffic,9417,articles,https://jus-tice.co.il/ethiopia-lawyer/,"עורך דין אתיופיה | עו""ד ישראלי באתיופיה",,,עורך דין,1569,2023-05-03,2026-05-16,656,12,25.5,/ethiopia-lawyer/,97.0,4876.0,1.99,21.1,KEEP-IMPROVE,,עורך דין אתיופי,עורך דין ממוצא אתיופי;גרושות אתיופיות;בית באתיופיה;דרכון אתיופי;אתיופית גרושה,hire-lawyer,miscellaneous,cluster,30,"עורך דין אתיופי: שירותים, הליך ובחירת ייצוג","עורך דין אתיופי: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 12c/656i; 16mo 97c/4876i; protect equity.
2-low-traffic,10018,articles,https://jus-tice.co.il/digital-signature/,"חתימה דיגיטלית | עו""ד נוטריון אונליין",,,עורך דין,5841,2023-09-19,2026-05-16,598,2,43.8,/digital-signature/,31.0,24322.0,0.13,45.0,KEEP-IMPROVE,,נוטריון אונליין,אימות חתימה דיגיטלי;אימות חתימה דיגיטלית;איך להכין חוזה עם חתנמה דיגיטלית;בדיקת תוקף חתימה דיגיטלית;האם ניתן לחתום על חוזה מרחוק,template/tool,miscellaneous,tool,30,"נוטריון אונליין: כלי, טופס והסבר משפטי","נוטריון אונליין: כלי, טופס והסבר משפטי: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 2c/598i; 16mo 31c/24322i; protect equity.
1-real-traffic,10028,articles,https://jus-tice.co.il/poland-lawyers/,"עורך דין פולין | עו""ד נוטריון ישראלי בורשה פולין",,,עורך דין,23459,2023-09-20,2026-05-16,580,5,19.4,/poland-lawyers/,55.0,6767.0,0.81,25.2,KEEP-IMPROVE,,עורך דין פולני,דרכון פולני עורך דין;אישור עבודה בפולין;אזרחות פולנית עורך דין;הגירה לגרמניה לבעלי אזרחות גרמנית,hire-lawyer,miscellaneous,cluster,30,"עורך דין פולני: שירותים, הליך ובחירת ייצוג","עורך דין פולני: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 5c/580i; 16mo 55c/6767i; protect equity.
1-real-traffic,8186,articles,https://jus-tice.co.il/lawyer-israeli/,"עורך דין תאילנד | עו""ד ישראלי בתאילנד",,,עורך דין,25082,2022-12-08,2026-05-16,548,9,21.2,/lawyer-israeli/,9.0,548.0,1.64,21.2,KEEP-IMPROVE,,עורך דין תאילנד,,hire-lawyer,miscellaneous,cluster,30,"עורך דין תאילנד: שירותים, הליך ובחירת ייצוג","עורך דין תאילנד: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 9c/548i; 16mo 9c/548i; protect equity.
1-real-traffic,12622,articles,https://jus-tice.co.il/australia-lawyers/,"עורך דין באוסטרליה | עו""ד ישראלי אוסטרליה",,,עורך דין,17703,2025-07-09,2026-07-02,499,6,13.8,/australia-lawyers/,42.0,5196.0,0.81,26.3,KEEP-IMPROVE,,עורך דין באוסטרליה,אמנת מס ישראל אוסטרליה;דירות באוסטרליה;הגירה לאוסטרליה תנאים;דירות למכירה באוסטרליה;בדיקת דרגה משרד הכלכלה,hire-lawyer,miscellaneous,cluster,30,"עורך דין באוסטרליה: שירותים, הליך ובחירת ייצוג","עורך דין באוסטרליה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 6c/499i; 16mo 42c/5196i; protect equity.
1-real-traffic,10649,articles,https://jus-tice.co.il/canada-lawyers/,"עורך דין קנדה | עו""ד ישראלי בקנדה",,,עורך דין,6301,2024-01-30,2026-05-16,496,9,7.4,/canada-lawyers/,105.0,3729.0,2.82,14.8,KEEP-IMPROVE,,עורך דין בקנדה,קנדה עורך דין;חוות דעת דין זר קנדה;בית פרטי בדיטרויט;גיל בנדל עורך דין צבאי,hire-lawyer,miscellaneous,cluster,30,"עורך דין בקנדה: שירותים, הליך ובחירת ייצוג","עורך דין בקנדה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 9c/496i; 16mo 105c/3729i; protect equity.
1-real-traffic,7400,articles,https://jus-tice.co.il/india-lawyers/,"עורך דין הודו | עו""ד ישראלי בהודו",,,עורך דין,43674,2022-06-09,2026-05-17,477,7,5.8,/india-lawyers/,67.0,5673.0,1.18,17.4,KEEP-IMPROVE,,עורך דין הודו,עורך דין בהודו;אבודים לרגע בהודו;אימוץ ילדים מהודו;בקרת ספקים בהודו;אזרחות הודית,hire-lawyer,miscellaneous,cluster,30,"עורך דין הודו: שירותים, הליך ובחירת ייצוג","עורך דין הודו: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 7c/477i; 16mo 67c/5673i; protect equity.
1-real-traffic,2955,articles,https://jus-tice.co.il/what-is-justice/,צֶדֶק | מה זה צדק?  הגינות משפט וצדק,,,עורך דין,6181,2021-03-02,2026-05-16,460,5,7.9,/what-is-justice/,41.0,4803.0,0.85,18.7,KEEP-IMPROVE,,צדק,מה זה צדק;מהו צדק;צדק ערך;דין וצדק;דין צדק,hire-lawyer,miscellaneous,cluster,30,"צדק: שירותים, הליך ובחירת ייצוג","צדק: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 5c/460i; 16mo 41c/4803i; protect equity.
1-real-traffic,8089,articles,https://jus-tice.co.il/consent/,מהי הסכמה? הגדרה משפטית להסכמה,,,,2900,2022-11-21,2026-05-16,431,5,10.3,/consent/,64.0,4868.0,1.31,14.1,KEEP-IMPROVE,,הסכמה? הגדרה משפטית להסכמה,הסכמה;הסכמה חופשית;אי הסכמה בדעות;גיל ההסכמה המינית בישראל;הסכמה מדעת בכתב,informational-guide,miscellaneous,cluster,30,הסכמה? הגדרה משפטית להסכמה: מדריך משפטי מעשי,"הסכמה? הגדרה משפטית להסכמה: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 5c/431i; 16mo 64c/4868i; protect equity.
1-real-traffic,7611,articles,https://jus-tice.co.il/history-of-medicine/,"עו""ד רפואי | היסטוריה של הרפואה",,,,21528,2022-07-26,2026-05-17,306,5,9.6,/history-of-medicine/,20.0,2926.0,0.68,19.7,KEEP-IMPROVE,,"עו""ד רפואי",דמות הרופא בתקופה המהפכה התעשייתית;הרפואה באסלאם;ההיסטוריה של הרפואה הסינית;היסטוריה רפואית;אלכסנדרה בילינגס,hire-lawyer,miscellaneous,cluster,30,"עו""ד רפואי: שירותים, הליך ובחירת ייצוג","עו""ד רפואי: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 5c/306i; 16mo 20c/2926i; protect equity.
2-low-traffic,3532,articles,https://jus-tice.co.il/free-affidavit-sample/,תצהיר מקוון (אונליין) | דוגמא לתצהיר חינם | טופס תצהיר,,,בית המשפט לענייני משפחה,1536,2021-05-30,2026-05-16,289,4,23.1,/free-affidavit-sample/,309.0,13545.0,2.28,16.7,KEEP-IMPROVE,,תצהיר דוגמא,חתימה על תצהיר בחינם;תצהיר דוגמא וורד;תצהיר להורדה;תצהיר עורך דין המעיד על מקום המגורים;טופס תצהיר לבית המשפט,template/tool,miscellaneous,tool,30,"תצהיר דוגמא: כלי, טופס והסבר משפטי","תצהיר דוגמא: כלי, טופס והסבר משפטי: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 4c/289i; 16mo 309c/13545i; protect equity.
1-real-traffic,10938,articles,https://jus-tice.co.il/legal-writing/,כתיבה משפטית | שפת עורכי הדין,,,,2617,2024-02-27,2026-05-16,284,7,13.5,/legal-writing/,111.0,3945.0,2.81,25.7,KEEP-IMPROVE,,כתיבה משפטית,שפה משפטית;כתיבה משפטית נכונה;ניתוח סוגיה משפטית;הסרת תוכן משפטי;בניית סמכות מקצועית לעורכי דין,informational-guide,miscellaneous,cluster,30,כתיבה משפטית: מדריך משפטי מעשי,"כתיבה משפטית: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 7c/284i; 16mo 111c/3945i; protect equity.
1-real-traffic,10258,articles,https://jus-tice.co.il/ukraine-lawyers/,"עורך דין באוקראינה | עו""ד ישראלי באוקראינה",,,עורך דין,8407,2023-11-22,2026-05-16,279,10,11.2,/ukraine-lawyers/,106.0,3273.0,3.24,18.8,KEEP-IMPROVE,,עורך דין אוקראינה,עורך דין באוקראינה;עורך דין אזרחות אוקראינית;דירות למכירה בקייב אוקראינה;אוקראיניות בישראל;הובלות אוקראינה,hire-lawyer,miscellaneous,cluster,30,"עורך דין אוקראינה: שירותים, הליך ובחירת ייצוג","עורך דין אוקראינה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 10c/279i; 16mo 106c/3273i; protect equity.
1-real-traffic,20344,page,https://jus-tice.co.il/adoption-israel-guide/,"אימוץ ילדים בישראל: תנאים, הליך ומה צריך לדעת","אימוץ ילדים בישראל | תנאים, הליך ומה צריך לדעת | Jus-Tice",,,446,2026-05-23,2026-07-12,221,5,15.8,/adoption-israel-guide/,5.0,221.0,2.26,15.8,KEEP-IMPROVE,,אימוץ ילדים בישראל,אימוץ בישראל;אימוץ ילד בישראל;אימוץ ילדים בארץ;אימוץ בארץ;אימוץ תינוק בישראל,informational-guide,miscellaneous,cluster,30,אימוץ ילדים בישראל: מדריך משפטי מעשי,"אימוץ ילדים בישראל: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 5c/221i; 16mo 5c/221i; protect equity.
1-real-traffic,10520,articles,https://jus-tice.co.il/california-lawyers/,עורך דין קליפורניה | עורך דין ישראלי בלוס אנג'לס,,,עורך דין,5374,2023-12-20,2026-05-17,197,8,47.5,/california-lawyers/,66.0,1779.0,3.71,26.7,KEEP-IMPROVE,,עורך דין קליפורניה,דיטקטה הוטל;הקמת חברה בקליפורניה,hire-lawyer,miscellaneous,cluster,30,"עורך דין קליפורניה: שירותים, הליך ובחירת ייצוג","עורך דין קליפורניה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 8c/197i; 16mo 66c/1779i; protect equity.
1-real-traffic,9895,articles,https://jus-tice.co.il/notary-public-new-york/,"נוטריון בניו יורק | עו""ד נוטריון ישראלי בניו יורק",,,עורך דין,2457,2023-08-28,2026-05-16,151,6,15.4,/notary-public-new-york/,129.0,2778.0,4.64,30.9,KEEP-IMPROVE,,נוטריון ישראלי בניו יורק,עורך דין ישראלי בניו יורק;איך לחדש דרכון ישראלי בניו יורק;אגרת נוטריון 2021;הקונסוליה הישראלית בניו יורק חידוש דרכון;אישור נוטריון בסינית,hire-lawyer,miscellaneous,cluster,30,"נוטריון ישראלי בניו יורק: שירותים, הליך ובחירת ייצוג","נוטריון ישראלי בניו יורק: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 6c/151i; 16mo 129c/2778i; protect equity.
1-real-traffic,9774,articles,https://jus-tice.co.il/miami-florida-lawyers/,"עורך דין במיאמי פלורידה | עו""ד ישראלי במיאמי",,,עורך דין,13777,2023-08-18,2026-05-16,145,10,9.1,/miami-florida-lawyers/,171.0,5076.0,3.37,18.9,KEEP-IMPROVE,,עורך דין במיאמי,עורך דין בפלורידה;בתים בפלורידה;הבנת הנקרא צו ראשון;ארצות הברית מיאמי,hire-lawyer,miscellaneous,cluster,30,"עורך דין במיאמי: שירותים, הליך ובחירת ייצוג","עורך דין במיאמי: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 10c/145i; 16mo 171c/5076i; protect equity.
1-real-traffic,3519,articles,https://jus-tice.co.il/form-6-request-urgent-relief-dispute-settlement/,טופס 6 בקשה לסעד דחוף שלא בדרך בקשה ליישוב סכסוך,,,,3318,2021-05-30,2026-05-16,144,5,17.1,/form-6-request-urgent-relief-dispute-settlement/,104.0,6517.0,1.6,21.9,KEEP-IMPROVE,,טופס 6 בקשה לסעד דחוף,בקשה לסעד דחוף לפי תקנה 12;טופס 5 בקשה לסעד דחוף;בקשה לסעד דחוף;הגשת בקשה ליישוב סכסוך מקוון;בקשה ליישוב סכסוך מקוון,template/tool,miscellaneous,cluster,30,טופס 6 בקשה לסעד דחוף,"טופס 6 בקשה לסעד דחוף: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 5c/144i; 16mo 104c/6517i; protect equity.
3-seen-not-clicked,10022,articles,https://jus-tice.co.il/electronic-signature/,"חתימה אלקטרונית | אישור נוטריון עו""ד אונליין",,,עורך דין,6181,2023-09-19,2026-05-16,119,0,22.0,/electronic-signature/,11.0,16700.0,0.07,49.6,KEEP-IMPROVE,,אישור נוטריון דיגיטלי,האם ניתן לחתום על חוזה מרחוק;החתמת לקוחות פד כתיבה למחשב;אימות חתימה דיגיטלית;בדיקת תוקף החתימה הדיגיטלית;איך להכין חוזה עם חתנמה דיגיטלית,template/tool,miscellaneous,tool,30,"אישור נוטריון דיגיטלי: כלי, טופס והסבר משפטי","אישור נוטריון דיגיטלי: כלי, טופס והסבר משפטי: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 0c/119i; 16mo 11c/16700i; protect equity.
1-real-traffic,6666,articles,https://jus-tice.co.il/verdict-complete-20419-03-21-2022/,"צו המורה לפייסבוק למסור פרטי משתמש - ת""א 20419-03-21 | פסק דין מלא 2022",,,,5308,2022-02-10,2026-05-16,107,11,18.7,/verdict-complete-20419-03-21-2022/,11.0,107.0,10.28,18.7,KEEP-IMPROVE,,"צו המורה לפייסבוק למסור פרטי משתמש - ת""א 20419-03-21",,informational-guide,miscellaneous,support,30,"צו המורה לפייסבוק למסור פרטי משתמש - ת""א 20419-03-21 | פסק","צו המורה לפייסבוק למסור פרטי משתמש - ת""א 20419-03-21 | פסק: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 11c/107i; 16mo 11c/107i; protect equity.
1-real-traffic,10740,articles,https://jus-tice.co.il/morocco-lawyers/,עורך דין מרוקו | לווי משפטי במרוקו,,,עורך דין,11980,2024-02-07,2026-05-16,104,7,10.7,/morocco-lawyers/,64.0,2018.0,3.17,26.0,KEEP-IMPROVE,,עורך דין מרוקו,עוד מרוקאי;העברת כסף למרוקו;אזרחות מרוקאית;דרכון מרוקאי;הוצאת דרכון מרוקאי,hire-lawyer,miscellaneous,cluster,30,"עורך דין מרוקו: שירותים, הליך ובחירת ייצוג","עורך דין מרוקו: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 7c/104i; 16mo 64c/2018i; protect equity.
3-seen-not-clicked,7038,articles,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,איתור עורך דין | מציאת עורך דין מוסמך קרוב אליך,,,עורך דין,3981,2022-05-10,2026-05-22,86,0,23.8,/how-to-find-qualified-lawyer-israel-guide/,0.0,86.0,0.0,23.8,KEEP-IMPROVE,,איתור עורך דין בישראל,איתור עורך דין;איתור עורך דין לפי מספר רישיון;בדיקת עורך דין;איתור עורכי דין לשכת עורכי הדין;איך למצוא עו ד,hire-lawyer,miscellaneous,pillar,30,איתור עורך דין בישראל | מדריך לבחירה ובדיקה,"איתור עורך דין בישראל | מדריך לבחירה ובדיקה: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 0c/86i; 16mo 0c/86i; protect equity.
1-real-traffic,11184,articles,https://jus-tice.co.il/new-jersey-lawyers/,"עורך דין ניו ג'רזי | עו""ד ישראלי ניו ג'רזי | חוקי ניו ג'רסי",,,עורך דין,5321,2024-05-10,2026-05-16,82,7,6.2,/new-jersey-lawyers/,46.0,1985.0,2.32,26.1,KEEP-IMPROVE,,עורך דין ניו ג'רזי,דניס וייל,hire-lawyer,miscellaneous,cluster,30,"עורך דין ניו ג'רזי: שירותים, הליך ובחירת ייצוג","עורך דין ניו ג'רזי: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 7c/82i; 16mo 46c/1985i; protect equity.
1-real-traffic,9829,articles,https://jus-tice.co.il/malta-lawyers/,"עורך דין מלטה | עו""ד ישראלי במלטה",,,עורך דין,16749,2023-08-20,2026-05-16,42,5,7.4,/malta-lawyers/,13.0,1366.0,0.95,30.7,KEEP-IMPROVE,,עורך דין מלטה,אזרחות מלטה;הגירה למלטה;אזרחות רומנית לילדים;איפה מלטה נמצאת;אזרחות רומנית לבן זוג,hire-lawyer,miscellaneous,cluster,30,"עורך דין מלטה: שירותים, הליך ובחירת ייצוג","עורך דין מלטה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 5c/42i; 16mo 13c/1366i; protect equity.
1-real-traffic,9681,articles,https://jus-tice.co.il/panama-lawyers/,"עורך דין פנמה | עו""ד ישראלי בפנמה",,,עורך דין,5273,2023-06-14,2026-05-16,41,6,13.5,/panama-lawyers/,45.0,1809.0,2.49,13.5,KEEP-IMPROVE,,עורך דין פנמה,המדריך דריאן פָּאֵס רודריגז;הגירה לפנמה;ארצות הברית נגד פנמה;אזרחות פנמה;הסכם ממון אונליין,hire-lawyer,miscellaneous,cluster,30,"עורך דין פנמה: שירותים, הליך ובחירת ייצוג","עורך דין פנמה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 6c/41i; 16mo 45c/1809i; protect equity.
5-invisible (0 impressions/90d),20222,page,https://jus-tice.co.il/about/,"אודות Jus-Tice | פורטל משפטי ישראלי: צוות, ייעוד ועקרונות",,,,736,2026-05-22,2026-07-02,0,0,0.0,/about/,0.0,0.0,0.0,0.0,KEEP-IMPROVE,,אודות Jus-Tice,,trust/about,miscellaneous,trust,30,אודות Jus-Tice | Jus-Tice,"אודות Jus-Tice | Jus-Tice: מידע על האתר, צוות העריכה, דרכי התקשרות וכללי שקיפות ואחריות מקצועית.",90d 0c/0i; 16mo 0c/0i; protect equity.
5-invisible (0 impressions/90d),21333,page,https://jus-tice.co.il/havraa-pay-calculator/,מחשבון דמי הבראה: כמה ימים ומה הסכום,,,,6,2026-07-07,2026-07-07,0,0,0.0,/havraa-pay-calculator/,0.0,0.0,0.0,0.0,KEEP-IMPROVE,,מחשבון דמי הבראה: כמה ימים ומה הסכום,,template/tool,miscellaneous,tool,30,מחשבון דמי הבראה: כמה ימים ומה הסכום,"מחשבון דמי הבראה: כמה ימים ומה הסכום: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 0c/0i; 16mo 0c/0i; protect equity.
5-invisible (0 impressions/90d),21334,page,https://jus-tice.co.il/annual-leave-calculator/,מחשבון ימי חופשה שנתית לפי ותק,,,,7,2026-07-07,2026-07-07,0,0,0.0,/annual-leave-calculator/,0.0,0.0,0.0,0.0,KEEP-IMPROVE,,מחשבון ימי חופשה שנתית לפי ותק,,template/tool,miscellaneous,tool,30,מחשבון ימי חופשה שנתית לפי ותק,"מחשבון ימי חופשה שנתית לפי ותק: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 0c/0i; 16mo 0c/0i; protect equity.
5-invisible (0 impressions/90d),21335,page,https://jus-tice.co.il/small-claims-fee-calculator/,מחשבון אגרת תביעות קטנות,,,,7,2026-07-07,2026-07-07,0,0,0.0,/small-claims-fee-calculator/,0.0,0.0,0.0,0.0,KEEP-IMPROVE,,מחשבון אגרת תביעות קטנות,,cost/fees,miscellaneous,tool,30,מחשבון אגרת תביעות קטנות,"מחירים ושכר טרחה בנושא מחשבון אגרת תביעות קטנות: מה משפיע על העלות, מה כלול ואילו שאלות לבדוק. מידע מעודכן בבדיקת עו״ד.",90d 0c/0i; 16mo 0c/0i; protect equity.
5-invisible (0 impressions/90d),21336,page,https://jus-tice.co.il/legal-calculators/,מחשבונים משפטיים: זכויות עבודה ואגרות,,,,3,2026-07-07,2026-07-07,0,0,0.0,/legal-calculators/,0.0,0.0,0.0,0.0,KEEP-IMPROVE,,מחשבונים משפטיים: זכויות עבודה ואגרות,,template/tool,miscellaneous,tool,30,מחשבונים משפטיים: זכויות עבודה ואגרות,"מחשבונים משפטיים: זכויות עבודה ואגרות: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 0c/0i; 16mo 0c/0i; protect equity.
2-low-traffic,11771,articles,https://jus-tice.co.il/china-business-legal-guide/,מה צריך לדעת כשעושים עסקים בסין – מדריך מקיף לישראלים ומידע משפטי,,,עורך דין,8677,2025-01-09,2026-05-16,1880,3,22.0,/china-business-legal-guide/,64.0,19373.0,0.33,29.0,REBUILD,,עסקים בסין,סין עסקים;הקמת חברה בסין;איך לייצר מוצר בסין;איתור מפעלים בסין;איך לעשות עסקים בסין,hire-lawyer,miscellaneous,cluster,30,"עסקים בסין: שירותים, הליך ובחירת ייצוג","עסקים בסין: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 64c/19373i; demand protected; attorney-led rebuild.
2-low-traffic,2993,articles,https://jus-tice.co.il/legality-of-cannabis/,חוקיות הקנאביס | האם קנאביס חוקי?,,,,5564,2021-03-05,2026-05-16,1767,4,10.3,/legality-of-cannabis/,71.0,20867.0,0.34,29.6,REBUILD,,גידול קנאביס חוקי,חוק הקנאביס;קנאביס קפריסין;קנאביס בהונגריה;דיאנה קנאביס;האם מותר לגדל עציץ קנאביס בבית,informational-guide,miscellaneous,cluster,30,גידול קנאביס חוקי: מדריך משפטי מעשי,"גידול קנאביס חוקי: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 71c/20867i; demand protected; attorney-led rebuild.
2-low-traffic,3621,articles,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,בניית אתרים חינם: מהי האופציה לבניית האתרים הטובה ביותר בחינם? | אתר בחינם,,,,19019,2021-06-03,2026-05-17,1698,2,38.7,/beginners-guide-how-to-choose-the-best-website-builder/,39.0,70099.0,0.06,52.0,REBUILD,,בניית אתר בחינם,בניית אתרים בחינם;בניית אתר חינם;אתר לבניית אתרים;בניית אתר אינטרנט בחינם;בניית אתר בחינם בעברית,informational-guide,miscellaneous,cluster,30,בניית אתר בחינם: מדריך משפטי מעשי,"בניית אתר בחינם: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 39c/70099i; demand protected; attorney-led rebuild.
