cluster_id,pillar_url,role,intent,url,primary_query,new_title,priority_wave,clicks_16mo,impressions_16mo,action
commercial-civil,https://jus-tice.co.il/types-of-lawyers-small-business/,tool,template/tool,https://jus-tice.co.il/companyregistrationform2/,בקשה לרישום חברה,"בקשה לרישום חברה: כלי, טופס והסבר משפטי",24,15.0,8368.0,KEEP-IMPROVE
tax,https://jus-tice.co.il/tax-lawyer/,cluster,informational-guide,https://jus-tice.co.il/tax-investigation-guide/,חקירה במס הכנסה,חקירה במס הכנסה: מדריך משפטי מעשי,25,158.0,29056.0,KEEP-IMPROVE
tax,https://jus-tice.co.il/tax-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/top-global-tax-cpa-firms/,רואה חשבון מיסוי בינלאומי,"רואה חשבון מיסוי בינלאומי: שירותים, הליך ובחירת ייצוג",25,39.0,13200.0,REBUILD
tax,https://jus-tice.co.il/tax-lawyer/,cluster,cost/fees,https://jus-tice.co.il/tax-offenses-criminal-lawyer/,עורך דין פלילי מומחה בעבירות מס,עורך דין פלילי מומחה בעבירות מס: מחירים ושכר טרחה 2026,25,4.0,3588.0,REBUILD
tax,https://jus-tice.co.il/tax-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/global-tax-consulting-services/,מיסוי בינלאומי,"מיסוי בינלאומי: שירותים, הליך ובחירת ייצוג",25,1.0,508.0,REBUILD
tax,https://jus-tice.co.il/tax-lawyer/,cluster,informational-guide,https://jus-tice.co.il/tax-crimes/,עבירות מס בישראל,עבירות מס בישראל: מדריך משפטי מעשי,25,0.0,327.0,REBUILD
tax,https://jus-tice.co.il/tax-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/top-international-tax-law-firms/,פירמות עורכי דין מובילות במיסוי בינלאומי,"פירמות עורכי דין מובילות במיסוי בינלאומי: שירותים, הליך",25,3.0,232.0,REBUILD
tax,https://jus-tice.co.il/tax-lawyer/,pillar,hire-lawyer,https://jus-tice.co.il/tax-lawyer/,עורך דין מיסים,"עורך דין מיסים | ייעוץ, שומות ועבירות מס",25,0.0,1835.0,KEEP-IMPROVE
tax,https://jus-tice.co.il/tax-lawyer/,support,hire-lawyer,https://jus-tice.co.il/decision6077-20/,פלילי: כספי חילוט לא יוכרו כהוצאה מותרת בניכוי מס,פלילי: כספי חילוט לא יוכרו כהוצאה מותרת בניכוי מס הכנסה,25,4.0,2084.0,REBUILD
tax,https://jus-tice.co.il/tax-lawyer/,support,hire-lawyer,https://jus-tice.co.il/criminal-law-tax-offenses-procedure-criminal-2022-56231-12-21/,אריה דרעי פסק דין פלילי 2022 עבירות מס הסדר טיעון,"אריה דרעי פסק דין פלילי 2022 עבירות מס הסדר טיעון (ת""פ",25,0.0,61.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work/,איך ביטקוין עובד,"איך ביטקוין עובד: שירותים, הליך ובחירת ייצוג",26,10.0,40298.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,informational-guide,https://jus-tice.co.il/search-engine-optimization/,אופטימיזציה למנועי חיפוש,אופטימיזציה למנועי חיפוש: מדריך משפטי מעשי,26,3.0,37137.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,informational-guide,https://jus-tice.co.il/what-is-bitcoin/,ביטקוין מה זה,ביטקוין מה זה: מדריך משפטי מעשי,26,0.0,13025.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/fbi-cyber-division/,יחידת ה-Cyber Division של ה-FBI,"יחידת ה-Cyber Division של ה-FBI: שירותים, הליך ובחירת ייצוג",26,30.0,8536.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/ai-lawyer-ranking/,דירוג עורכי דין פליליים,"דירוג עורכי דין פליליים: שירותים, הליך ובחירת ייצוג",26,51.0,6482.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,informational-guide,https://jus-tice.co.il/artificial-general-intelligence/,בינה מלאכותית כללית,בינה מלאכותית כללית: מדריך משפטי מעשי,26,34.0,6399.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,informational-guide,https://jus-tice.co.il/what-is-cyberattack/,מתקפת סייבר מהי? הגדרות מונחים והכרת טכנולוגיות,מתקפת סייבר מהי? הגדרות מונחים והכרת טכנולוגיות,26,5.0,5059.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,informational-guide,https://jus-tice.co.il/cyber-laws/,דיני סייבר,דיני סייבר: מדריך משפטי מעשי,26,27.0,4812.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/lawyer-ai-course/,קורס ai לעורכי דין,"קורס ai לעורכי דין: שירותים, הליך ובחירת ייצוג",26,37.0,4543.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,informational-guide,https://jus-tice.co.il/cryptocurrency-legislation-2021/,חקיקת מטבעות קריפטו: מה החוק דורש עבור ביטקוין ותחום,חקיקת מטבעות קריפטו: מה החוק דורש עבור ביטקוין ותחום,26,3.0,3541.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/cybercrime-lawyer-roll/,סקירה ממבט אישי על תפקידו של עורך דין לענייני פשעי,סקירה ממבט אישי על תפקידו של עורך דין לענייני פשעי,26,4.0,3213.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/ai-for-law-firms/,דין רגע - בינה מלאכותית (ai) לעורכי דין,"דין רגע - בינה מלאכותית (ai) לעורכי דין: שירותים, הליך",26,13.0,1536.0,KEEP-IMPROVE
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/lawyers-cyber/,תפקידם של עורכי דין בתחום הסייבר,"תפקידם של עורכי דין בתחום הסייבר: שירותים, הליך ובחירת ייצוג",26,0.0,335.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/artificial-intelligence-ai/,בינה מלאכותית משפטית AI,"בינה מלאכותית משפטית AI: שירותים, הליך ובחירת ייצוג",26,1.0,15.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,pillar,hire-lawyer,https://jus-tice.co.il/cyber-lawyer/,עורך דין סייבר ופרטיות,עורך דין סייבר ופרטיות | ייעוץ והגנה משפטית,26,42.0,16673.0,KEEP-IMPROVE
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,support,informational-guide,https://jus-tice.co.il/69430-06-20/,"פס""ד הגנת פרטיות והאזנה אסורה מפגשי אב ובתו (תמ""ש","פס""ד הגנת פרטיות והאזנה אסורה מפגשי אב ובתו (תמ""ש",26,59.0,3573.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,support,informational-guide,https://jus-tice.co.il/verdict-judge-34672-02-21/,"השופטת אביגיל ון-קרפלד: פס""ד בעניין גילוי נאות חסר","השופטת אביגיל ון-קרפלד: פס""ד בעניין גילוי נאות חסר שנעשה",26,2.0,126.0,REBUILD
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,tool,template/tool,https://jus-tice.co.il/web-development-agreement/,בניית אתר אינטרנט חולון,"בניית אתר אינטרנט חולון: כלי, טופס והסבר משפטי",26,67.0,1816.0,KEEP-IMPROVE
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,tool,template/tool,https://jus-tice.co.il/lawyers/,"עו""ד אונליין? ניהול מוניטין מקוון לעורכי דין ברשת","עו""ד אונליין? ניהול מוניטין מקוון לעורכי דין ברשת",26,0.0,15.0,KEEP-IMPROVE
cyber-privacy,https://jus-tice.co.il/cyber-lawyer/,trust,trust/about,https://jus-tice.co.il/privacy-review/,פגיעה בפרטיות-סקירת המסגרת הנורמטיבית,פגיעה בפרטיות-סקירת המסגרת הנורמטיבית | Jus-Tice,26,0.0,172.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/apostille/,אישור אפוסטיל,אישור אפוסטיל: מדריך משפטי מעשי,27,0.0,9405.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,hire-lawyer,https://jus-tice.co.il/filing-a-lawsuit-how-to-sue/,הגשת תביעה בבית משפט השלום,"הגשת תביעה בבית משפט השלום: שירותים, הליך ובחירת ייצוג",27,17.0,8571.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/,בית המשפט העליון החלטות,בית המשפט העליון החלטות: מדריך משפטי מעשי,27,42.0,8431.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/description-and-structure-of-the-ministry-of-justice/,תיאור ומבנה המשרד המשפטים- דוח 2017,תיאור ומבנה המשרד המשפטים- דוח 2017: מדריך משפטי מעשי,27,27.0,7021.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,template/tool,https://jus-tice.co.il/submitting-affidavit-israel-court/,טופס תצהיר לבית המשפט,טופס תצהיר לבית המשפט,27,55.0,4060.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/2017-2018-major-supreme-court-ruling/,החלטות בית המשפט העליון,החלטות בית המשפט העליון: מדריך משפטי מעשי,27,15.0,3245.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/2015-2016-major-supreme-court-ruling/,בית המשפט העליון פסקי דין,בית המשפט העליון פסקי דין: מדריך משפטי מעשי,27,18.0,2732.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,cost/fees,https://jus-tice.co.il/military-lawyer-israel-court-martial-defense/,עורך דין צבאי מומלץ,עורך דין צבאי מומלץ: מחירים ושכר טרחה 2026,27,0.0,2482.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful/,החוק להסדר התדיינויות בסכסוכי משפחה,החוק להסדר התדיינויות בסכסוכי משפחה: מדריך משפטי מעשי,27,12.0,1751.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/2018-2019-major-supreme-court-ruling/,החלטת בית המשפט העליון,החלטת בית המשפט העליון: מדריך משפטי מעשי,27,8.0,953.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/court-legal-opinion-experts-medical-2023/,רשימת מומחים רפואיים מטעם בית המשפט,רשימת מומחים רפואיים מטעם בית המשפט: מדריך משפטי מעשי,27,9.0,703.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/law-right-2007/,"חוק זכות יוצרים, התשס״ח-2007 המקורי עם הסברי הצעת","חוק זכות יוצרים, התשס״ח-2007 המקורי עם הסברי הצעת",27,1.0,660.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/department-of-justice-general-manager/,אפוסטיל משרד המשפטים,אפוסטיל משרד המשפטים: מדריך משפטי מעשי,27,1.0,394.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/small-claims-court-israel/,גבייה של פסק דין של בית משפט לתביעות קטנות,גבייה של פסק דין של בית משפט לתביעות קטנות,27,0.0,280.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/what-is-a-court-israel-legal-guide/,בית משפט,בית משפט: מדריך משפטי מעשי,27,2.0,228.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,hire-lawyer,https://jus-tice.co.il/attorney-general/,יועץ משפטי לממשלה,"יועץ משפטי לממשלה: שירותים, הליך ובחירת ייצוג",27,1.0,213.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/law-account-israel-2020/,דין וחשבון כנסת ישראל 2020,דין וחשבון כנסת ישראל 2020: מדריך משפטי מעשי,27,0.0,90.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/civil-procedure-law-israel-courts-guide/,צו הורות פסיקתי מכוח זיקה לזיקה לאזרחית זרה,צו הורות פסיקתי מכוח זיקה לזיקה לאזרחית זרה: מדריך משפטי,27,0.0,63.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/common-law-couple-status-private-marriage-israel/,"פס""ד רבני: חזקת בני זוג כנשואים - תוקפם של נישואין","פס""ד רבני: חזקת בני זוג כנשואים - תוקפם של נישואין",27,1.0,54.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/courts-system-israel-guide-hierarchy/,בתי משפט: נוהל חיסיון תיקים,בתי משפט: נוהל חיסיון תיקים,27,1.0,25.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/sms/,דוחות חניה אמצעות מסרון לטלפון נייד sms,דוחות חניה אמצעות מסרון לטלפון נייד sms: מדריך משפטי מעשי,27,1.0,14.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,cluster,informational-guide,https://jus-tice.co.il/%d7%94%d7%a8%d7%9b%d7%91-%d7%9e%d7%9c%d7%90-%d7%91%d7%91%d7%92%d7%a5-%d7%93%d7%9f-%d7%91%d7%a2%d7%aa%d7%99%d7%a8%d7%95%d7%aa-%d7%a0%d7%92%d7%93-%d7%a9%d7%99%d7%a0%d7%95%d7%99-%d7%94%d7%a8%d7%9b/,"הרכב מלא בבג""ץ דן בעתירות נגד שינוי הרכב הוועדה","הרכב מלא בבג""ץ דן בעתירות נגד שינוי הרכב הוועדה",27,0.0,0.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,pillar,template/tool,https://jus-tice.co.il/court-judge/,מערכת המשפט בישראל,מערכת המשפט בישראל | מדריך שירותים והליכים,27,419.0,48327.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,support,local,https://jus-tice.co.il/53556-05-18/,"ביהמ""ש לענייני משפחה ירושלים, השופט פליקס גורודצקי","ביהמ""ש לענייני משפחה ירושלים, השופט פליקס גורודצקי: פס""ד",27,24.0,1704.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,support,informational-guide,https://jus-tice.co.il/decision47098-04-21/,"השופט ארז שני: פס""ד במספר תובענות לזכייה בעיזבונן של","השופט ארז שני: פס""ד במספר תובענות לזכייה בעיזבונן של שתי",27,16.0,1613.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,support,informational-guide,https://jus-tice.co.il/62758-11-22/,השופט אריאל ממן: דחיית בקשה של התובע להתמנות,השופט אריאל ממן: דחיית בקשה של התובע להתמנות לאפוטרופוס של,27,13.0,1157.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,support,informational-guide,https://jus-tice.co.il/decision58589-11-21/,"פסק דין בו אושרה בקשה לאישור פסק חוץ בשוויץ (ת""א","פסק דין בו אושרה בקשה לאישור פסק חוץ בשוויץ (ת""א",27,4.0,785.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,support,hire-lawyer,https://jus-tice.co.il/expert-lawyers-judges-directory-israel/,להיות שופט: הנחיות לעורכי דין המבקשים להתמנות לכהונה,להיות שופט: הנחיות לעורכי דין המבקשים להתמנות לכהונה,27,9.0,623.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,support,local,https://jus-tice.co.il/70703-09-24/,"ביהמ""ש לעניינים מנהליים בביהמ""ש המחוזי תל אביב-יפו","ביהמ""ש לעניינים מנהליים בביהמ""ש המחוזי תל אביב-יפו, ש' יעל",27,11.0,405.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,support,informational-guide,https://jus-tice.co.il/judge-decision-3064/,השופט רמי אמיר: החלטה בצו ביניים להשבת נשק אישי,השופט רמי אמיר: החלטה בצו ביניים להשבת נשק אישי,27,2.0,58.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,support,informational-guide,https://jus-tice.co.il/court-verdict-injunction-stickspay-communications/,דחיית בקשה לסעדים זמניים ומתן סעד חלופי,דחיית בקשה לסעדים זמניים ומתן סעד חלופי: מדריך משפטי מעשי,27,2.0,37.0,REBUILD
legal-system-public,https://jus-tice.co.il/court-judge/,tool,template/tool,https://jus-tice.co.il/court-judge-decision-request-process-civil/,השופט יחזקאל אליהו: החלטה בבקשה לצרף תובענה להליך,השופט יחזקאל אליהו: החלטה בבקשה לצרף תובענה להליך,27,0.0,247.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,tool,template/tool,https://jus-tice.co.il/legal-simulation/,הדמיה משפטית: סימולציית בית משפט חיה עם AI,הדמיה משפטית: סימולציית בית משפט חיה עם AI,27,0.0,0.0,KEEP-IMPROVE
legal-system-public,https://jus-tice.co.il/court-judge/,trust,trust/about,https://jus-tice.co.il/defendant-ownership/,הנאשם השתמש באפליקציות וואטסאפ ואינסטגרם ליצור קשרים,הנאשם השתמש באפליקציות וואטסאפ ואינסטגרם ליצור קשרים,27,0.0,4.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/usa-lawyers/,ארצות הברית עורך דין,"ארצות הברית עורך דין: שירותים, הליך ובחירת ייצוג",29,198.0,18353.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/extradition-guide/,הסכם הסגרה,"הסכם הסגרה: שירותים, הליך ובחירת ייצוג",29,165.0,14089.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/spain-lawyers/,עורך דין בספרד,"עורך דין בספרד: שירותים, הליך ובחירת ייצוג",29,120.0,12262.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/international-litigation/,דירוג עורכי דין ליטיגציה,"דירוג עורכי דין ליטיגציה: שירותים, הליך ובחירת ייצוג",29,11.0,10386.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/choose-usa-attorney/,הפצה בארצות הברית,"הפצה בארצות הברית: שירותים, הליך ובחירת ייצוג",29,62.0,10263.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/germany-lawyers/,עורך דין גרמניה,"עורך דין גרמניה: שירותים, הליך ובחירת ייצוג",29,143.0,9588.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/cyprus-lawyer/,עורך דין בקפריסין,"עורך דין בקפריסין: שירותים, הליך ובחירת ייצוג",29,130.0,9273.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/france-lawyers/,אזרחות צרפתית עורך דין,"אזרחות צרפתית עורך דין: שירותים, הליך ובחירת ייצוג",29,40.0,7898.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/greece-lawyers/,עורך דין יוון,"עורך דין יוון: שירותים, הליך ובחירת ייצוג",29,208.0,7402.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/bar-exam-worldwide/,מבחני לשכת עורכי הדין 2025,"מבחני לשכת עורכי הדין 2025: שירותים, הליך ובחירת ייצוג",29,59.0,6885.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/us-lawyer-license-requirements/,בדיקת מספר רישיון עורך דין,"בדיקת מספר רישיון עורך דין: שירותים, הליך ובחירת ייצוג",29,152.0,6666.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/united-arab-emirates-lawyers/,עורך דין בדובאי,"עורך דין בדובאי: שירותים, הליך ובחירת ייצוג",29,130.0,6376.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/us-securities-and-exchange-commission/,(SEC) רשות ניירות הערך של ארצות הברית,"(SEC) רשות ניירות הערך של ארצות הברית: שירותים, הליך ובחירת",29,59.0,6264.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/italy-lawyers/,עורך דין באיטליה,"עורך דין באיטליה: שירותים, הליך ובחירת ייצוג",29,133.0,5125.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/americas-best-law-schools/,בית הספר למשפטים,"בית הספר למשפטים: שירותים, הליך ובחירת ייצוג",29,82.0,3879.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/international-notaries/,"עו""ד נוטריון ישראלי בחו""ל","עו""ד נוטריון ישראלי בחו""ל: שירותים, הליך ובחירת ייצוג",29,23.0,2404.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,informational-guide,https://jus-tice.co.il/international-regulation/,רגולציה בינלאומית,רגולציה בינלאומית: מדריך משפטי מעשי,29,4.0,1605.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,hire-lawyer,https://jus-tice.co.il/international-association-of-jewish-lawyers-and-jurists/,האגודה הבינלאומית של עורכי דין ומשפטנים יהודים,האגודה הבינלאומית של עורכי דין ומשפטנים יהודים,29,13.0,209.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,cluster,local,https://jus-tice.co.il/dissolution-partnership-jerusalem-rabbinical-court-apartment-1273597-6/,פירוק שיתוף בין בני זוג- חלוקת דירה לפי הרישום,פירוק שיתוף בין בני זוג- חלוקת דירה לפי הרישום,29,0.0,51.0,REBUILD
international-desks,https://jus-tice.co.il/lawyer-international/,pillar,hire-lawyer,https://jus-tice.co.il/lawyer-international/,עורך דין בינלאומי,עורך דין בינלאומי | משפט חוצה גבולות,29,2.0,287.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,trust,trust/about,https://jus-tice.co.il/about-usa/,ארצות הברית,ארצות הברית | Jus-Tice,29,58.0,56865.0,KEEP-IMPROVE
international-desks,https://jus-tice.co.il/lawyer-international/,trust,trust/about,https://jus-tice.co.il/about-cyprus/,קפריסין יבשת,קפריסין יבשת | Jus-Tice,29,25.0,14239.0,KEEP-IMPROVE
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,informational-guide,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,בניית אתר בחינם,בניית אתר בחינם: מדריך משפטי מעשי,30,39.0,70099.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/medical-institute-for-road-safety/,המכון הרפואי לבטיחות בדרכים,"המכון הרפואי לבטיחות בדרכים: שירותים, הליך ובחירת ייצוג",30,10.0,37662.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,cost/fees,https://jus-tice.co.il/lawyer-fee-outlook/,שכר עורכי דין 2025,שכר עורכי דין 2025: מחירים ושכר טרחה 2026,30,157.0,35049.0,KEEP-IMPROVE
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,informational-guide,https://jus-tice.co.il/legality-of-cannabis/,גידול קנאביס חוקי,גידול קנאביס חוקי: מדריך משפטי מעשי,30,71.0,20867.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/china-business-legal-guide/,עסקים בסין,"עסקים בסין: שירותים, הליך ובחירת ייצוג",30,64.0,19373.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/what-is-a-law-firm/,פירמה עורכי דין,"פירמה עורכי דין: שירותים, הליך ובחירת ייצוג",30,59.0,16756.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,עורך דין עבירות כלכליות וצווארון לבן,"עורך דין עבירות כלכליות וצווארון לבן: שירותים, הליך ובחירת",30,25.0,13865.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,informational-guide,https://jus-tice.co.il/cerebral-palsy/,שיתוק מוחין תוחלת חיים,שיתוק מוחין תוחלת חיים: מדריך משפטי מעשי,30,35.0,11432.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/admission-to-practice-law/,איך להיות עורך דין,"איך להיות עורך דין: שירותים, הליך ובחירת ייצוג",30,42.0,11176.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,template/tool,https://jus-tice.co.il/sample-terms-and-conditions-template/,תקנון אתר,"תקנון אתר: כלי, טופס והסבר משפטי",30,80.0,10780.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/israel-tax-authority/,דיווח וייצוג בפני רשויות המס,"דיווח וייצוג בפני רשויות המס: שירותים, הליך ובחירת ייצוג",30,15.0,10072.0,KEEP-IMPROVE
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/romania-lawyers/,דרכון רומני עורך דין,"דרכון רומני עורך דין: שירותים, הליך ובחירת ייצוג",30,61.0,7833.0,KEEP-IMPROVE
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/uk-lawyer/,עורך דין באנגליה,"עורך דין באנגליה: שירותים, הליך ובחירת ייצוג",30,138.0,7392.0,KEEP-IMPROVE
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/top-lawyers-for-israelis-china/,המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ,המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ,30,35.0,7327.0,REBUILD
miscellaneous,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,cluster,hire-lawyer,https://jus-tice.co.il/poland-lawyers/,עורך דין פולני,"עורך דין פולני: שירותים, הליך ובחירת ייצוג",30,55.0,6767.0,KEEP-IMPROVE
