post_id,old_slug,new_slug,title
3265,"תקנים-מעודכנים-להתאמה-רפואית-לנהיגה-מ","standards-of-medical-fitness-to-drive","תקנים מעודכנים להתאמה רפואית לנהיגה מרבד"
3263,"מה-זה-מרב״ד-מידע-על-המכון-הרפואי-לבטיח","medical-fitness-tests-for-driving-marvad-info","מה זה מרב״ד?- מידע על המכון הרפואי לבטיחות בדרכים"
3254,"המכון-הרפואי-לבטיחות-בדרכים","medical-institute-for-road-safety","המכון הרפואי לבטיחות בדרכים"
3242,"מדיניות-העמדה-לדין-וענישה-של-הורים-וקר","punishment-of-parents-and-relatives-for-negligently-causing-death","מדיניות העמדה לדין וענישה של הורים וקרובי משפחה בגין גרימת מוות ברשלנות של בני משפחתם"
3237,"מדיניות-התביעה-בהעמדה-לדין-וענישה-בעב","punishment-for-offenses-of-causing-death-in-road-accidents","מדיניות התביעה בהעמדה לדין וענישה בעבירות של גרימת מוות בתאונות דרכים"
3222,"עורך-דין-תאונות-דרכים","car-accident-auto-injury-lawyer","עורך דין תאונות דרכים"
3211,"הסכם-ממון-בפרק-ב","prenuptial-agreement-for-second-marriage","הסכם ממון בפרק ב'"
3207,"הסכם-ממון-על-דירה","marital-property-agreement","הסכם ממון על דירה |  מתי הסכם ממון לא תופס"
3202,"זכויות-תושב-חוזר-ותיק-וקביעת-שיעור-המס","returning-resident-rights-determining-tax-rate","זכויות תושב חוזר ותיק וקביעת שיעור המס על מכירת מניות"
3196,"מהם-ידועים-בציבור","common-law-marriage","מהם ידועים בציבור?"
3191,"ידועים-בציבור-ללא-מגורים-משותפים","living-apart-together-legal-rights","ידועים בציבור ללא מגורים משותפים"
3188,"הסכם-חיים-משותפים","cohabitation-agreement","הסכם חיים משותפים"
3164,"מהו-ביטקוין-ואיך-זה-עובד","what-is-bitcoin-and-how-does-it-work","מה זה ביטקוין ואיך זה עובד? מטבעות קריפטוגרפיים"
3157,"הסכם-גירושין","what-is-a-divorce-settlement-agreement","הסכם גירושין"
3147,"חלוקת-רכוש-בין-ידועים-בציבור","cohabitation-property-rights-for-unmarried-couples","חלוקת רכוש בין ידועים בציבור"
3130,"הסכם-גירושין-דוגמא-תבנית-הסכם-גירושין","free-divorce-agreement-template","הסכם גירושין דוגמא | תבנית הסכם גירושין | טופס הסכם גירושין בחינם"
3118,"כמה-עולה-הסכם-גירושין-עלות-הסכם-גירוש","how-much-does-a-divorce-agreement-cost","כמה עולה הסכם גירושין? | עלות הסכם גירושין"
3113,"ביטול-הסכם-גירושין","cancel-a-divorce-settlement-agreement","ביטול הסכם גירושין"
3095,"בקשה-לתעודת-מידע-פלילי","apply-for-police-criminal-information-certificates","טופס בקשה לתעודת מידע פלילי | תעודת יושר | היעדר מרשם פלילי"
3080,"מה-כולל-הסכם-גירושין","what-should-a-divorce-settlement-agreement-include","מה כולל הסכם גירושין?"
3061,"יחסי-עובד-מעביד","employer-worker-relationship","יחסי עובד–מעביד"
3048,"מהי-ירושה","inheritance","מהי ירושה"
3017,"עריכת-צוואה","will-and-testament","צוואה"
3007,"פסקי-דין-מרכזיים-של-בית-המשפט-העליון-לש","2019-2020-major-supreme-court-ruling","פסקי דין מרכזיים של בית המשפט העליון לשנים 2019־2020"
2993,"חוקיות-הקנאביס","legality-of-cannabis","חוקיות הקנאביס | האם קנאביס חוקי?"
2989,"מפת-אתר","sitemap-jus-tice","מפת אתר"
2970,"התנגדות-לצוואה","will-probate-objection","התנגדות לצוואה | הגשת התנגדות לצו קיום צוואה"
2963,"צו-קיום-צוואה","what-is-a-probate-order","הגשת בקשה לצו קיום צוואה | עורך דין צו קיום צוואה"
2955,"צֶדֶק-מה-זה-צדק-משפט-וצדק","what-is-justice","צֶדֶק | מה זה צדק?  הגינות משפט וצדק"
2943,"5-צעדים-חשובים-למקסום-ירושה","maximize-an-inheritance","5 צעדים חשובים למקסום ירושה"
2921,"צו-ירושה","inheritance-order","צו ירושה | מה זה צו ירושה?| מדריך הגשת בקשה לצו ירושה"
2915,"מה-זה-ביטקוין-₿","what-is-bitcoin","מה זה ביטקוין? ( ₿ ) קניית ביטקוין | כריית ביטקוין"
2907,"מהו-קניין-רוחני","what-is-intellectual-property","מה זה קניין רוחני?"
2885,"כמה-עולה-ייצוג-עורך-דין-פלילי-מחירון-מ","how-much-will-a-criminal-defense-lawyer-cost","כמה עולה ייצוג עורך דין פלילי? | מחירון מומלץ 2024"
2876,"להיות-עוד-פלילי-כל-מה-שצריך-לדעת-כדי-לה","everything-you-need-to-know-about-becoming-a-criminal-lawyer","להיות עוד פלילי כל מה שצריך לדעת כדי להיות סנגור פלילי"
2849,"כיצד-להתמודד-עם-עובדים-בעייתיים-מלבד-ס","how-to-deal-with-problematic-employees-aside-from-termination","כיצד להתמודד עם עובדים בעייתיים (מלבד פיטורין)"
2833,"מתווה-חזרת-בתי-הספר-היסודיים-ללמידה-מש","israel-framework-for-reopening-schools-coronavirus-2020","מתווה חזרת בתי הספר היסודיים ללמידה משולבת – פיזית ומרחוק"
2816,"חלוקת-דירת-בני-זוג-והשלכותיה-על-חיוב-הכ","division-of-a-couples-apartment-and-its-implications-for-charging-the-ketubah","חלוקת דירת בני זוג והשלכותיה על חיוב הכתובה"
2791,"איחוד-האמירויות-הערביות-מדריך-מסחרי","united-arab-emirates-market-overview","איחוד האמירויות הערביות – מדריך מסחרי"
2765,"ביטול-צוואה-וקיום-צוואה-קודמת-בה-חלוקה","revocation-of-a-will-and-reviving-previous-will","ביטול צוואה וקיום צוואה קודמת בה חלוקה שווה"
2753,"ניתוח-מאפייני-תחלואה-בקורונה-בקרב-ילד","characteristics-and-outcomes-of-children-with-coronavirus","ניתוח מאפייני תחלואה בקורונה בקרב ילדים"
2698,"נוהל-טיפול-בפניות-לביטול-רישומי-תיקים","cancellation-of-closed-case-records-from-the-criminal-database","נוהל טיפול בפניות לביטול רישומי תיקים סגורים ממאגר המידע הפלילי"
2692,"תופעות-לוואי-קשות-בקרב-מחלימים-מקורונ","research-report-n156-persistent-symptoms","תופעות לוואי קשות בקרב מחלימים מקורונה"
2429,"ביטוח-מפני-אובדן-כושר-עבודה","income-protection-insurance","ביטוח מפני אובדן כושר עבודה | ירידה בהכנסות עקב משבר הקורונה"
2124,"תקנות-התעבורה-תיקון-מסי-4-התש״ף-2020","driver-with-36-valid-points-or-more-will-be-disqualified-from-holding-a-drivers-license","נהג שלחובתו רשומות 36 נקודות תקפות או יותר, ייפסל מלהחזיק ברישיון נהיגה למשך 3 חודשים"
1978,"משבר-הקורונה-זכויות-עצמאי-ופרילנסר","self-employed-and-freelancer","עצמאים ופרילנסרים | זכויות בעקבות משבר הקורונה"
1903,"מדריך-למעסיק-עקב-משבר-הקורונה","coronavirus-employers-guide","מדריך למעסיק חלת ופיטורי עובדים | עורך דין דיני עבודה לייצוג מעסיקים"
1751,"עורך-דין-תעבורה","traffic-lawyer","עורך דין תעבורה"
1518,"ייפוי-כוח-מתמשך","continuous-power-of-attorney-israel","עורך דין ייפוי כוח מתמשך ישראל"
1509,"נוטריון-כל-מה-שרציתם-לדעת","israel-notary-public","נוטריון: מה זה נוטריון | מה המחירים (מחירון)"
1224,"הסכם-ממון","prenup-attorney","עוד הסכם ממון | עורך דין מומלץ הסכם ממון"
1149,"עורך-דין-מקרקעין","real-estate-attorney","עורך דין מקרקעין מומלץ | עורך דין מקרקעין מחיר | ייעוץ חינם"
1142,"עורך-דין-לרכישת-דירה-ועורך-דין-למכירת-ד","lawyer-for-buying-or-selling-a-house","עורך דין קניית דירה | עוד מכירת דירה | מומחה בעסקאות מקרקעין"
1134,"עורך-דין-תמא-38","tma-38-and-urban-renewal-lawyer","עורך דין תמא 38 והתחדשות עירונית"
1130,"עורך-דין-רשלנות-רפואית","medical-malpractice-lawyer-1130","מומחים לענייני רשלנות רפואית"
1125,"גישור-גירושין","divorce-mediation-basics","גישור גירושין – הבסיס | הליך גישור גירושין מומלץ"
1116,"הסכם-עבודה","employment-contract","הסכם עבודה"
1108,"חוק-פיצויים-לנפגעי-תאונות-דרכים","israel-road-accident-compensation-law","תאונת דרכים: מהו חוק הפיצויים לנפגעי תאונות דרכים?"
1100,"איך-לנהל-משרד-עורכי-דין","how-to-run-a-successful-law-firm","איך לנהל משרד עורכי דין?"
948,"משטרת-ישראל-השנתון-הסטטיסטי","israel-crime-statistics","משטרת ישראל השנתון הסטטיסטי"
921,"העסקת-עובד-זר-מומחה","working-permit-for-foreign-workers","העסקת עובד זר מומחה"
888,"מחיקת-רישום-משטרתי","police-records-data-deletion","מחיקת רישום משטרתי | ביטול רישום של תיקים סגורים"
882,"מחיקת-רישום-פלילי","expungement-of-criminal-records","מחיקת רישום פלילי"
877,"מעצר-ימים","detention-days","מעצר ימים"
872,"מעצר-עד-תום-ההליכים","detention-before-charge-or-trial","מעצר עד תום ההליכים"
867,"סחר-בסמים","drug-trafficking","סחר בסמים | עבירת סחר בסמים"
862,"עבירות-סמים","drug-related-crime","עבירות סמים"
845,"החזקת-סמים","drug-possession","החזקת סמים"
839,"מהירות-מופרזת","speeding","מהירות מופרזת"
834,"נהיגה-בשכרות","driving-under-the-influence","נהיגה בשכרות"
829,"נהיגה-תחת-השפעת-סמים","driving-under-the-influence-of-drugs","נהיגה תחת השפעת סמים"
823,"סירוב-לבדיקת-שכרות","dui-refusal-blood-breath-urine-test","סירוב לבדיקת שכרות"
344,"עורך-דין-נזיקין-ופיצויים","tort-lawyer","תביעת נזיקין | עוד נזיקין ופיצויים"
968,"מה-זה-חוזה","what-is-a-contract","מה זה חוזה? | עורך דין חוזים"
5871,"פסקי-דין-מרכזיים-של-בית-המשפט-העליון-לש","2017-2018-major-supreme-court-ruling","פסקי דין מרכזיים של בית המשפט העליון לשנת המשפט 2018-2017"
1067,"איך-מגישים-תביעה-בבית-משפט","filing-a-lawsuit-how-to-sue","איך מגישים תביעה בבית משפט?"
1098,"איך-למצוא-עורך-דין","find-lawyer-how-to-find-good-attorney","איך למצוא עורך דין מומלץ? כיצד לבחור עוד טוב"
