post_id,old_hebrew_slug,new_english_slug,title
6163,"טופס-בקשת-בגיר-לקבל-אישור-משטרה-בקשת-מ","petition-approval","טופס בקשת בגיר לקבל אישור משטרה | בקשת מעסיק לקבל אישור משטרה"
6145,"השופט-גלעד-הס-פסד-בתביעת-הדיבה-של-מני-נ","verdict-house-israel","פסק דין דיבה מני נפתלי אב הבית במעון ראש ממשלת ישראל בנימין נתניהו"
6140,"התנגדות-לקיום-צוואת-המנוחה-מצד-שניים-מ","will-33448-06-19-33412-06-19","התנגדות לקיום צוואת המנוחה מצד שניים מאחיה, כנגד אחיה הנוספים ואחיינה (תע 33448-06-19, תע 33412-06-19)"
6138,"השופט-יצחק-עמית-פסד-בעתירות-בנושא-מעמ","verdict-judge-law-1775-19-2309","השופט יצחק עמית: פסד בעתירות בנושא מעמדן של אלמנות זכאי חוק השבות (בגץ 1775/19, בגץ 2309/19)"
6132,"נפילה-בזמן-רכיבה-על-אופנים-חשמליים-בשל","personal-injury-lawsuit-23601-10-19","נפילה בזמן רכיבה על אופנים חשמליים כביש משובש | תביעת נזקי גוף של אב ובנו הקטין שנפלו בזמן רכיבה על אופנים בשל כביש משובש ברמת גן (תא 23601-10-19)"
6127,"סרבנות-קשר-וניכור-הורי-פסד-של-השופט-אר","parental-alienation-verdict-refusal-judge-lawsuit-claim","סרבנות קשר וניכור הורי: פסד של השופט ארז שני על תביעת אב לחידוש קשר עם בנו הקטין בטענה לפעולות יזומות של האם לניכור הורי"
6123,"שחרור-זדורוב-למעצר-בית-פסק-דין-מלא-בשפ-5743","verdict-arrest-house-complete-israel-5743","שחרור זדורוב למעצר בית פסק דין מלא בשפ 5743 מדינת ישראל נ' רומן זדורוב"
6117,"פסק-דין-הפרת-זכויות-יוצרים-של-מותגים-בפ","verdict-rights","פסק דין הפרת זכויות יוצרים של מותגים בפייסבוק ואינסטגרם חסימה לצמיתות של הפרופילים"
6112,"ה-שופטת-הילה-מלר-שלו-החלטה-לעניין-רישום","judge-decision","ה שופטת הילה מלר שלו: החלטה לעניין רישום קטין למוסד חינוכי לשנת הלימודים תשפב"
3064,"השופט-רמי-אמיר-החלטה-בצו-ביניים-להשבת-נ","judge-decision-3064","השופט רמי אמיר: החלטה בצו ביניים להשבת נשק אישי"
6110,"דחיית-תביעה-רשלנות-רפואית-הריון-שהובי","medical-malpractice-lawsuit-pregnancy-20346-03-17","דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של אם והעובר שנשאה ברחמה (תא 20346-03-17) מספר תיק"
6102,"זיכוי-נאשם-קשירת-קשר-לביצוע-עוון-ת״פ-14763-04-15","acquittal-defendant-israel-14763-04-15","זיכוי נאשם קשירת קשר לביצוע עוון | ת״פ 14763-04-15 מדינת ישראל ני אברהם מאיר טריגר"
6096,"השופטת-מיכל-אגמון-גונן-פסד-בתביעה-ייצ","verdict-judge-lawsuit-pension-claim-44598-12-12","השופטת מיכל אגמון-גונן: פסד בתביעה ייצוגית נגד מיטב דש גמל ופנסיה בטענה לגביית דמי ניהול בניגוד למוסכם (תצ 44598-12-12)"
6066,"עדות-כוזבת-או-סותרת-בחקירה-או-במשפט-מדי","testimony-investigation-law","עדות כוזבת או סותרת בחקירה או במשפט מדיניות פתיחה בחקירה והעמדה לדין"
6060,"מעצר-עד-תום-ההליכים-בעבירות-מין-ואלימו","sex-offenses-arrest-witness-proceedings-family-prosecutor","מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפחה | הנחיות פרקליט המדינה"
6056,"חוק-פיצויים-לנפגעי-תאונות-דרכים-תשלה-1975","road-accidents-law-damages-updated-1975-10-08-2021","חוק פיצויים לנפגעי תאונות דרכים, תשלה-1975 | נוסח עדכני נכון ליום: 10-08-2021"
6044,"השופטת-אורלי-מור-אל-תביעה-לתשלום-פיצוי","car-accident-personal-injury-judge-lawsuit-damages-31066-11-16","השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי גוף שנגרמו בשל תאונת דרכים (תא 31066-11-16)"
6048,"תקנות-הביטוח-הלאומי-קביעת-דרגת-נכות-לנ","regulations-insurance-1956","תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשטז-1956"
6045,"ע״א-9598-05-פלוני-נ׳-חברת-ביטוח-״המגן״-בע״מ-ב","company-insurance-house-expert-medical-9598","ע״א 9598/05 פלוני נ׳ חברת ביטוח ״המגן״ בע״מ | בית המשפט לא יסטה ממסקנותיו של המומחה הרפואי אלא בהתקיים נסיבות מיוחדות"
6039,"טיפול-בהליכים-לפי-חוק-הנוער-טיפול-והשג-2","article-6039","קיום דיונים בהם משתתף עציר או אסיר בהיוועדות חזותית"
6037,"טיפול-בהליכים-לפי-חוק-הנוער-טיפול-והשג","proceedings-law","טיפול בהליכים לפי חוק הנוער טיפול והשגחה"
6031,"השופטת-יעל-ייטב-פסד-בתביעה-אזרחית-נגר","verdict-judge-lawsuit-civil-conviction-38003-03-19","השופטת יעל ייטב: פסד בתביעה אזרחית נגררת להרשעה בפלילים (תא 38003-03-19)"
6027,"דין-וחשבון-כנסת-ישראל-2020","law-account-israel-2020","דין וחשבון כנסת ישראל 2020"
6019,"סדר-העדיפויות-של-משטרת-ישראל","israel-police-procedure","סדר העדיפויות של משטרת ישראל"
6005,"תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מע","updated-2023","תחנות משטרה כתובת טלפון רשימה ארצית מעודכן 2023"
5999,"הלכת-שיתוף-ספציפי-בדירת-מגורים","ruling-apartment-residence","הלכת שיתוף ספציפי בדירת מגורים"
5957,"חיפוש-על-אדם-השוהה-בשדה-בתעופה","article-5957","חיפוש על אדם השוהה בשדה בתעופה"
5955,"הבעל-מבקש-להתגרש-בהסכמה-בהתאם-להוראות","consent-agreement","הבעל מבקש להתגרש בהסכמה בהתאם להוראות הסכם יחסי ממון"
5950,"גירושים-חיוב-גט-וכתובה-במקרה-ששני-הצדד","divorce-get-divorce-ketubah","גירושים חיוב גט וכתובה במקרה ששני הצדדים אינם רוצים זה את זה"
5867,"השופט-אילן-בן-דור-החלטה-בעניין-בקשה-להח","judge-decision-request-13574-08-21","השופט אילן בן-דור: החלטה בעניין בקשה להחזרת ציוד שהוחרם (בעא 13574-08-21)"
5858,"פסק-דין-נאשמים-בגין-קבלת-דבר-במרמה-בנסי","money-laundering-verdict-defendants-offenses-corporation-13268-09-15","פסק דין נאשמים בגין קבלת דבר במרמה בנסיבות מחמירות, הלבנת הון, עבירות מנהלים בתאגיד ועוד (תפ 13268-09-15)"
5855,"השופטת-אביגיל-ון-קרפלד-פסד-בעניין-גיל","verdict-judge-34672-02-21","השופטת אביגיל ון-קרפלד: פסד בעניין גילוי נאות חסר שנעשה בעסקת מכר ברשת האינטרנט (תק 34672-02-21)"
5850,"היתר-נישואין-מינקת-גרושה-1315248-1-ביהד-אשדו","rabbinical-court-1315248-1","היתר נישואין מינקת גרושה – 1315248-1- ביהד אשדוד‎‎"
5824,"פסד-בנושא-הטרדה-מינית-מסוג-באדי-שוט-בב","verdict-39841-11-20","פסד בנושא הטרדה מינית מסוג באדי שוט בבר (עע 39841-11-20)"
5818,"טופס-בקשת-נפגע-עבירה-לקבלת-מידע-על-מהלך","petition-offense-defendant-house","טופס בקשת נפגע עבירה לקבלת מידע על מהלך אשפוזו של נאשם בבית חולים"
5805,"טופס-בקשה-לקבלת-מידע-נפגעי-עבירה-לפי-לח","request-offense-law-rights","טופס בקשה לקבלת מידע נפגעי עבירה לפי לחוק זכויות נפגעי עבירה"
5803,"תקנות-זכויות-נפגעי-עבירה-התשס״ב-2002","regulations-rights-offense-2002","תקנות זכויות נפגעי עבירה, התשס״ב-2002"
5744,"מחקר-פלילי-גופים-סטטוטוריים-העוסקים-ב","criminal-sentencing","מחקר פלילי: גופים סטטוטוריים העוסקים בהבניית שיקול הדעת השיפוטי בענישה"
5685,"השופט-אביגדור-דורות-החלטה-בתיק-חדלות-פ","judge-decision-company-41109-07-21","השופט אביגדור דורות: החלטה בתיק חדלות פירעון של חברת סטודיו C (חדלת 41109-07-21)"
5683,"48-חודשי-מאסר-גזד-עונש-פלילי-לנאשם-באינו","punishment-criminal-defendant-48-43418-01-21","48 חודשי מאסר: גזד עונש פלילי לנאשם באינוס ומעשה סדום בקטינה (תפחע 43418-01-21)"
5681,"השופטת-אסתר-הלמן-עונש-גזר-דין-פלילי-נאש","criminal-law-judge-punishment-defendant-offense-39682-07-20","השופטת אסתר הלמן: עונש גזר דין פלילי נאשם עבירת תקיפת אישה ובת (תפחע 39682-07-20)"
5674,"פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומ","compensation-privacy","פיצוי כספי בגין פגיעה בפרטיות | צפייה ומחיקה של פריטים מהטלפון ללא רשות"
5670,"עת״מ-28963-02-21-צביאלי-נ׳-ועדה-מקומית-לתכנון-תל","verdict-tel-aviv","פסק דין צביאלי נ' עיריית תל אביב מסמך הנחיות כיכר אתרים"
5655,"תביעת-האשה-להשבת-הוצאות-של-מזונות-קטי","lawsuit-alimony","תביעת האשה להשבת הוצאות של מזונות קטינים"
5653,"בקשת-הבעל-לשעבר-לקבוע-כי-הגט-בטל","petition-get-divorce","בקשת הבעל לשעבר לקבוע כי הגט בטל"
5638,"חוק-שירותי-תעופה-פיצוי-וסיוע-בשל-ביטול","law-compensation-cancellation-2012","חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או שינוי בתנאיה), התשע״ב-2012*"
5609,"עונש-מורשע-בעבירות-של-גרם-מוות-ברשלנות","car-accident-lawyer-punishment-offenses-criminal","עונש מורשע בעבירות של גרם מוות ברשלנות בתאונת דרכים | עורך דין תעבורה פלילי"
5606,"החלטה-בבקשת-הסגרה-בגין-עבירות-של-קבלת-ד","petition-offenses-criminal","בקשת הסגרה בגין עבירות של קבלת דבר במרמה | עוד פלילי"
5604,"תיקון-101-לפקודת-התעבורה-סיכון-חיי-אדם-הפ","lawyer-101","תיקון 101 לפקודת התעבורה סיכון חיי אדם הפקרה | עורך דין תעבורה"
5602,"תפקידו-ודרכי-עבודתו-של-עובד-סוציאלי-לע","procedures-law","תפקידו ודרכי עבודתו של עובד סוציאלי לעניין סדרי דין"
5585,"זליגמן-נ-הפניקס-הגנת-זוטי-דברים-בתובע","article-5585","זליגמן נגד הפניקס | הגנת זוטי דברים בתובענות ייצוגיות | פרשנות המאסדר"
5570,"אי-הרשעה-הברחת-טלפונים-מאילת-ללא-מעמ","conviction","אי הרשעה הברחת טלפונים מאילת ללא מעמ"
5555,"עפ-8360-19-דניאל-זיסמן-נגד-מדינת-ישראל-גי","israel-mediation-criminal-8360-19","ע”פ 8360/19 – דניאל זיסמן נגד מדינת ישראל | גישור פלילי"
5550,"המלצות-צוות-הגישור-הפלילי-דוח-מסכם","recommendations-mediation-criminal","המלצות צוות הגישור הפלילי -דוח מסכם"
5470,"אומדן-פיצויים-לנפגע-תאונת-דרכים-מתי-תש","car-accident-damages-pension","אומדן פיצויים לנפגע תאונת דרכים | מתי תשלומים מקופת הפנסיה לא ינוכו מהפיצויים הנפסקים"
5468,"חילוט-רכב-מזראטי-עבירה-של-נהיגה-בזמן-פ","offense-license","חילוט רכב מזראטי | עבירה של נהיגה בזמן פסילה, נהיגה ללא רישיון נהיגה תקף"
5463,"חיוב-אם-במזונות-תביעה-למזונות-והחזר-כס","alimony-lawsuit-31090-06-17","חיוב אם במזונות: תביעה למזונות והחזר כספים (תלהמ 31090-06-17)"
5461,"פיצוי-בגין-מעצר-שווא-צא-24231-06-21","compensation-arrest-24231-06-21","פיצוי בגין מעצר שווא (צא 24231-06-21)"
5459,"פירוק-שיתוף-בנחלה-לפי-הלכת-השיתוף-תלה","dissolution-partnership-homestead-ruling-20848-02-18","פירוק שיתוף בנחלה לפי הלכת השיתוף (תלהמ 20848-02-18)"
5414,"ערעור-על-החלטת-קצין-בנושא-מעצר-סעיף-44-א-ש","appeal-decision-arrest-law-detention-arrested","ערעור על החלטת קצין בנושא מעצר | חוק המעצרים סעיף 44 א שחרור עצור בערובה על ידי בית המשפט"
5399,"דיון-נוסף-פסד-הבוגדת-דנגץ-8537-18-פלוני-נ-בי","rabbinical-court-jerusalem-verdict-8537-18-24","דיון נוסף פסד הבוגדת: דנגץ 8537/18 פלוני נ. בית הדין הרבני הגדול בירושלים (24.06.2021)"
5392,"פלילי-החזקת-כלב-מסוכן-שתקף-ללא-רשיון-הר","criminal-conviction","פלילי החזקת כלב מסוכן שתקף ללא רשיון הרשעה"
5385,"עונש-מאסר-פגע-וברח-גרימת-מוות-ברשלנות","punishment","עונש  מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות ורשלנות ברכב, הפקרה אחרי פגיעה ועוד"
3417,"עונש-החזקת-קנאביס-ייצור-הכנה-והפקה-של","punishment-3417","עונש החזקת קנאביס, ייצור, הכנה והפקה של סם ועוד"
5383,"ערעור-על-החלטת-וועדת-הערעור-לפי-חוק-הנכ","appeal-decision-law","ערעור על החלטת וועדת הערעור לפי חוק הנכים | התחזות פוסט טראומה"
5381,"דחיית-בקשה-לתיקון-כתב-תביעה-שכנגד-לפי-ת","request-lawsuit-regulation-procedure-law-civil","דחיית בקשה לתיקון כתב תביעה שכנגד לפי תקנה 46 הרפורמה בסדר הדין האזרחי"
5367,"תביעה-של-מלצרית-הטרדה-מינית-300000-שח-פיצוי","lawsuit-compensation-300-000","תביעה של מלצרית הטרדה מינית 300,000 שח פיצוי"
5351,"השופט-יהורם-שקד-תביעות-בין-בני-זוג-לשעב","lawsuits-alimony-custody","תביעות בין בני זוג לשעבר על מזונות ומשמורת על בת קטינה משותפת"
5335,"ניר-חפץ-נגד-אמיר-אוחנה-תביעת-לשון-הרע-ה","defamation-lawsuit-privacy","ניר חפץ נגד אמיר אוחנה תביעת לשון הרע, הגנת פרטיות הסרת חסינות"
5310,"חוק-זכות-יוצרים-התשס״ח-2007-המקורי-עם-הסבר","law-right-2007","חוק זכות יוצרים, התשס״ח-2007 המקורי עם הסברי הצעת החוק בכנסת"
4995,"חוק-הכשרות-המשפטית-והאפוטרופסות-תשכב","law-1962","חוק הכשרות המשפטית והאפוטרופסות, תשכב-1962 עם הסברים"
4196,"חוק-החוזים-תרופות-בשל-הפרת-חוזה-תשלא-1970","law-contract-1970","חוק החוזים (תרופות בשל הפרת חוזה), תשלא-1970 | עם דברי הסבר"
3570,"פסק-דין-בתביעה-לחיוב-יועץ-השקעות-בגין-נ","verdict-lawsuit-consultant-damage","פסק דין בתביעה לחיוב יועץ השקעות בגין נזק"
3410,"השופטת-יעל-ייטב-גידול-הון-בלתי-מוסבר-מס","income-tax-judge","השופטת יעל ייטב: גידול הון בלתי מוסבר מס הכנסה"
3406,"השופט-בדימוס-משה-מכליס-שחרור-מוקדם-של-א","judge","השופט בדימוס משה מכליס: שחרור מוקדם של אסיר שהורשע בגין ביצוע מעשה מגונה בקטינה"
3393,"תביעה-לחייב-גרושה-להשתתף-בחובות","lawsuit-obligations","תביעה לחייב גרושה להשתתף בחובות"
3364,"פיצוי-גבוהה-תאונת-דרכים-4112031-שח","car-accident-compensation-4-112-031","פיצוי גבוהה תאונת דרכים 4,112,031 שח"
3363,"הסכם-רילוקיישין-תביעת-עבודה-נגד-אינטל","agreement-lawsuit","הסכם רילוקיישין תביעת עבודה נגד אינטל"
3353,"ביטול-הרשעה-עבירות-הונאה","cancellation-conviction-offenses-fraud","ביטול הרשעה עבירות הונאה"
3347,"עונש-פלילי-תקיפת-בת-זוג-ועבירות-איומים","punishment-criminal-offenses","עונש פלילי תקיפת בת זוג ועבירות איומים"
3328,"דין-וחשבון-ביקורת-בדיקות-שכרות-לנהגים","law-account","דין וחשבון ביקורת בדיקות שכרות לנהגים"
3271,"תביעה-של-שוכרים-נגד-המשכירה-ותביעה-שכנ","lawsuit-53375-11-18","תביעה של שוכרים נגד המשכירה ותביעה שכנגד (תא 53375-11-18)"
3250,"בניית-אתרים","article-3250","בניית אתרים"
3231,"האם-כל-הסכם-בין-בני-זוג-הוא-הסכם-ממון","prenuptial-agreement-agreement","האם כל הסכם בין בני זוג הוא הסכם ממון?"
3218,"עונש-פלילי-על-הפצת-תכנים-מיניים-בטלגרם","sentencing-punishment-criminal-19991-07-20","עונש פלילי על הפצת תכנים מיניים בטלגרם (גזר דין) תפ 19991-07-20"
3069,"לא-מחוסן-האם-מעסיק-יכול-למנוע-את-התייצב","article-3069","לא מחוסן: האם מעסיק יכול למנוע את התייצבותו לעבודה של עובד המסרב להציג אחת לשבוע בדיקת קורונה שלילית"
2913,"פקודת-הנזיקין-נוסח-חדש","torts-new","פקודת הנזיקין [נוסח חדש]"
2874,"מעמדן-של-התחייבויות-למזונות-שבהסכם-וה","alimony-agreement","מעמדן של התחייבויות למזונות שבהסכם והעילות לביטולן או שינויין מכוח שינוי נסיבות"
2825,"הסכם-פינוי-בינוי-מומלץ-לדוגמא-הסכם-מדף","agreement-evacuation-construction-recommended-apartments","הסכם פינוי בינוי מומלץ לדוגמא | הסכם מדף פינוי בינוי בין היזם לבעלי דירות להורדה"
2811,"כתב-האישום-נגד-בנימין-נתניהו-תיקים-1000-2000-4000","1000-2000-4000","כתב האישום נגד בנימין נתניהו | תיקים 1000 2000 4000"
2769,"תקנות-סדר-הדין-האזרחי-התשעח-2018","regulations-procedure-law-civil-2018","תקנות סדר הדין האזרחי, התשעח-2018"
2738,"טופס-הודעה-על-התפטרות-מעבודה","article-2738","טופס הודעה על התפטרות מעבודה"
2737,"תקנות-פיצויי-פיטורים-חובת-מסירת-הודעו","regulations-compensation-1988","תקנות פיצויי פיטורים (חובת מסירת הודעות למעביד), תשמט-1988"
2727,"תביעות-עובדים-מול-המל״ל-בחברות-משפחתי","lawsuits-companies","תביעות עובדים מול המל״ל בחברות משפחתיות"
2651,"קורונה-שבכ-פרטיות-שימוש-כפוי-ביישומון","privacy","קורונה שבכ פרטיות: שימוש כפוי ביישומון לאיתור מגעים או בטכנולוגיית מעקב אחרת"
2649,"נתניהו-מליקובסקי-עיקרי-נימוקי-היועמש","investigation-criminal","נתניהו-מליקובסקי: עיקרי נימוקי היועמש שלא לפתוח בחקירה פלילית בפרשת המניות"
2646,"הלכת-אלקצאצי-משך-ההמתנה-מביטול-הליך-פש","ruling-cancellation-process-witness-new","הלכת אלקצאצי: משך ההמתנה מביטול הליך פשיטת רגל ועד פתיחת הליך חדש"
2640,"תביעה-המוגשת-על-ידי-חברה-בעמ-על-חיוב-בע","lawsuit-company-law-companies-353","תביעה המוגשת על ידי חברה בעמ – על חיוב בערובה מכוח סעיף 353א לחוק החברות"
2619,"פסד-אמיר-ברמלי-רוביקון-הכרעת-דין-בפרש","verdict-law-340-52446-06-16","פסד אמיר ברמלי-רוביקון | הכרעת דין בפרשת הונאת משקיעים בהיקף משוער של כ-340 מיליון שח (תפ 52446-06-16)"
2599,"עא-7023-19-פלוני-נ-פלוני","7023-19","עא 7023/19 פלוני נ. פלוני"
2477,"שיעורי-הרשעה-וזיכוי-בהליכים-פליליים","conviction-acquittal-proceedings-criminal","שיעורי הרשעה וזיכוי בהליכים פליליים"
2465,"זכות-היסוד-להיפגש-עם-עורך-דין","lawyer-right-1437-02","(בג״צ 1437/02) זכות היסוד להיפגש עם עורך דין"
2380,"גיוס-עובדים","article-2380","מדריכי גיוס עובדים"
2297,"פיצוי-תאונת-אופנוע","company-insurance-5801-07-17","תא 5801-07-17 פלוני נגד הפול חברה לביטוח בעמ"
2288,"מתווה-הקניונים","article-2288","קורונה: מתווה הקניונים"
2245,"פסד-סלקום-מכרה-מידע-ונתוני-איכון-על-לק","verdict-compensation-20","פסד: סלקום מכרה מידע ונתוני איכון על לקוחותיה ותשלם פיצוי של כ 20 מיליון שקל"
2235,"הנחיות-להתמודדות-עם-נגיף-הקורונה-19-covid","19-covid","הנחיות להתמודדות עם נגיף הקורונה 19-COVID"
2183,"אזור-מוגבל-הרובעים-בעיר-ירושלם","jerusalem","קורונה: הרובעים בעיר ירושלים המוכרזים כאזור מוגבל"
2177,"אסטרטגיית-יציאה-קורונה-חזרה-לעבודה","article-2177","אסטרטגיית יציאה – קורונה: מתווה לחזרה מדורגת לעבודה"
2160,"קורונה-הנחיות-המשטרה-לפסח","article-2160","קורונה: הנחיות המשטרה לפסח"
2149,"מסכה-תוצרת-בית-לבישת-מסכות-פה-אף-במרחב","house","מסכה תוצרת בית נגד קורונה: לבישת מסכות פה-אף  בכדי להקטין את סיכון ההדבקה"
2127,"טופס-הצהרה-לפי-סעיף-3א1-לתקנות-שעת-חירום","regulations","טופס הצהרת עובד על מדידת חום והיעדר התסמינים – תקנות חירום נגיף הקורונה"
2015,"קורונה-אושרו-תקנות-חירום-להגבלת-הפעיל","regulations-2015","קורונה: אושרו תקנות חירום להגבלת הפעילות"
1951,"חשבונות-של-לקוחות-שהשיקים-שלהם-חזרו-לא","regulations-1951","קורונה: תקנות שעת חירום – לקוחות שהשיקים שלהם חזרו חשבונם לא יוקפא"
1884,"נגיף-הקורונה-בגצ-קובע-צו-ביניים-כנגד-ת","regulations-1884","נגיף הקורונה: בגצ קובע צו ביניים כנגד תקנות שעת חירום מעקב שבכ ומשטרה על טלפונים"
1879,"תקנות-שעת-חירום-נגיף-הקורונה-החדש-הגב","regulations-1879","נגיף הקורונה: תקנות שעת חירום הגבלת פעילות"
2119,"קורונה-הגבלת-מספר-העובדים-במקום-עבודה","regulations-new-2020","תקנות שעת חירום (הגבלת מספר העובדים במקום עבודה לשם צמצום התפשטות נגיף הקורונה החדש) (תיקון), התש״ף–2020"
2113,"הנחיות-הקורונה-בפגישה-עם-שוטר-יש-להסב","police-officer","הנחיות הקורונה: בפגישה עם שוטר – יש להסביר לשוטר לאן אתה הולך"
2103,"בדיקות-קורונה-מתן-תשובות-המעבדות-מתעכ","article-2103","בדיקות קורונה: מתן תשובות המעבדות מתעכבת עקב בעיית מחשוב"
2091,"מענק-הסתגלות-מיוחד-לבני-67-ומעלה-תקנות-נ","regulations-new-67-2020","תקנות שעת חירום (נגיף הקורונה החדש) (מענק הסתגלות מיוחד לבני 67 ומעלה), התש״ף-2020"
2086,"הוראות-מיוחדות-לעניין-ביטוח-אבטלה-תקנ","regulations-new-insurance","תקנות שעת חירום (נגיף הקורונה החדש) (הוראות מיוחדות לעניין ביטוח אבטלה)"
2036,"בגץ-2144-20-25-03-מחייב-בחירת-יור-קבוע-לכנסת","2144-20-25-03","בגץ 2144/20 25.03 מחייב בחירת יור קבוע לכנסת"
2031,"הנחיות-חירום-להגבלת-פעילות-באנגלית","article-2031","הנחיות חירום להגבלת פעילות באנגלית"
2026,"תיקון-25-03-תקנות-שעת-חירום-הגבלת-פעילות-נג","new-25-03","תיקון 25/03 נגיף הקורונה החדש – הגבלת פעילות"
2022,"בנק-ישראל-מפרסם-את-דוחותיו-הכספיים-לשנ","bank-israel-2019","בנק ישראל מפרסם את דוחותיו הכספיים לשנת 2019"
2002,"25-03-תקנות-נגיף-הקורונה-החדש-הגבלת-פעילות","regulations-new-25-03-2020","25/03 תקנות שעת חירום (נגיף הקורונה החדש – הגבלת פעילות), התש״ף-2020"
1991,"הסעות-של-עובדים-חיוניים-עדכון-24-03-2020","24-03-2020","הנחיות להסעות של עובדים חיוניים עדכון 24/03/2020"
1980,"בגץ-2144-20-יור-הכנסת-בפועל-יולי-אדלשטי","article-1980","בגץ מורה ליור הכנסת לכנס את מליאת הכנסת בהקדם האפשרי"
1974,"קורונה-סקירה-יומית-23-3-2020-מערך-הסייבר-הלאו","review-cyber-23-3-2020","קורונה – סקירה יומית – 23.3.2020 מערך הסייבר הלאומי"
1966,"קורונה-פעילות-בית-הדין-לעבודה","courts-law","קורונה: סוגי עניינים שיידונו בבתי הדין לעבודה"
1963,"תקנות-שעת-חירום-שיקים-ללא-כיסוי-התש״ף-2020","regulations-2020","תקנות שעת חירום (שיקים ללא כיסוי), התש״ף-2020"
1809,"תקנות-שירות-הביטחון-הכללי-איסוף-מידע-מ","regulations-2020-1809","תקנות חירום קורונה 2020: היתר לשבכ לאסוף מידע מטלפונים"
1943,"תקנות-קורונה-הגבלת-מספר-העובדים-במקום","regulations-new","תקנות שעת חירום הגבלת מספר העובדים במקום עבודה לשם צמצום התפשטות נגיף הקורונה החדש"
1926,"צו-בריאות-העם-נגיף-הקורונה-החדש","new-house-2020","צו בריאות העם (נגיף הקורונה החדש) (בידוד בית והוראות שונות) (הוראת שעה), התש״ף-2020"
1910,"כרטיסי-טיסה-חברת-תעופה-פשטה-את-הרגל-סוכ","company","חברת תעופה פשטה את הרגל סוכנות הנסיעות אחראית להחזר כספי?"
1858,"היועמש-אישר-תחליף-גנרי-לקלטרה-תרופה-אנ","article-1858","היועמש אישר תחליף גנרי לקלטרה תרופה אנטי ויראלית לטיפול אפשרי בנגיף הקורונה"
1852,"תגובת-היועמש-שימוש-שבכ-באמצעים-טכנול","article-1852","תגובת היועמש: שימוש שבכ באמצעים טכנולוגיים במסגרת המאבק בהתפשטות נגיף הקורונה"
1827,"נגיף-הקורונה-העסקת-עובדים-בשעות-נוספו","article-1827","נגיף הקורונה: הודעה על מתן היתר כללי להעסקת עובדים בשעות נוספות"
1821,"הודעה-על-קביעת-מקום-לבידוד-18-03-2020","18-03-2020","הודעה על קביעת מקום לבידוד 18/03/2020"
1819,"בע״ם-919-15-הלכת-המזונות-החדשה","ruling-alimony-new-919-15","בע״ם 919/15 | הלכת המזונות החדשה"
1804,"הוראות-חירום-נגיף-הקורונה-מניעת-כניסת","criminal-law-lawyer-arrest-courts","הוראות חירום נגיף הקורונה: מניעת כניסת מבקרים ועורך דין פלילי למקומות מעצר ובתי סוהר"
1802,"חוק-שירות-הביטחון-הכללי-התשס״ב-2002","law-2002","חוק שירות הביטחון הכללי, התשס״ב – 2002"
1783,"הקלות-מס-וירוס-קורונה-הארכת-תוקף-אישו","tax-validity-certifications","הקלות מס – וירוס קורונה: הארכת תוקף אישורי ניכוי מס במקור"
1770,"בתי-משפט-נוהל-חיסיון-תיקים","courts","בתי משפט: נוהל חיסיון תיקים"
1767,"תביעות-רכושיות-הדדיות-של-בני-זוג-לשעבר","lawsuits","תביעות רכושיות הדדיות של בני זוג לשעבר"
1749,"קורונה-הארכת-תקופת-תוקף-רישיון-רכב-16-03-2020","validity-license-16-03-2020","קורונה: הארכת תקופת תוקף רישיון רכב 16/03/2020"
1728,"משמורת-מזונות-ההלכה-החדשה-במזונות-919-15","custody-alimony-ruling-new-919-15","משמורת מזונות | ההלכה החדשה במזונות 919/15"
1714,"תביעה-למזונות-אישה-וקטינות","spousal-support-lawsuit-custody-property","תביעה למזונות אישה וקטינות, תביעה למשמורת קטינות ותביעה רכושית"
1709,"ביטול-צוואה-מאוחרת-בשל-השפעה-בלתי-הוגנ","cancellation-will-18595-01-17","ביטול צוואה מאוחרת בשל השפעה בלתי הוגנת | תע 18595-01-17"
1706,"חינוך-הילדים-במוסד-של-איזה-זרם-דתי-יתחנ","article-1706","חינוך הילדים: במוסד של איזה זרם דתי יתחנכו הקטינים?"
1700,"אימוץ-ילד-מאוקראינה-תביעת-נזיקין-בגין","lawsuit-torts","אימוץ ילד מאוקראינה: תביעת נזיקין בגין אימוץ בין-מדינתי שכשל"
1695,"הליכי-גירושין-מבחן-הזיקות-טענה-כי-בימ","proceedings-divorce-claim-israel","הליכי גירושין: מבחן מירב הזיקות- טענה כי בימש בישראל אינו הפורום הנאות"
1681,"תשלום-מס-שכר-בגין-שכרם-של-עובדי-העירייה","tax","תשלום מס שכר בגין שכרם של עובדי העירייה"
1664,"צו-הורות-מכוח-זיקה-לזיקה-לאזרחית-זרה","civil","צו הורות פסיקתי מכוח זיקה לזיקה לאזרחית זרה"
