"original_path","archive_path","file_name","file_type","file_size","modified_time","reason_for_archive","checksum_sha256","copied_successfully","notes"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\entity-schema-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","entity-schema-review.md",".md","2946","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\expert-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","expert-audit.md",".md","14310","2026-05-09 11:07:32","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\faceted-navigation-indexing-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","faceted-navigation-indexing-review.md",".md","1966","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-dispute-resolution-cannibalization-note.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-dispute-resolution-cannibalization-note.md",".md","1333","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-dispute-resolution-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-dispute-resolution-source-audit.csv",".csv","2380","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-divorce-controlled-upload-qa-package-2026-05-12.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-divorce-controlled-upload-qa-package-2026-05-12.csv",".csv","6237","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-divorce-controlled-upload-qa-package-2026-05-12.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-divorce-controlled-upload-qa-package-2026-05-12.md",".md","5489","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-divorce-current-url-upload-readiness-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-divorce-current-url-upload-readiness-2026-05-11.csv",".csv","17807","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-divorce-current-url-upload-readiness-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-divorce-current-url-upload-readiness-2026-05-11.md",".md","10402","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-divorce-disclaimer-cta-policy-2026-05-12.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-divorce-disclaimer-cta-policy-2026-05-12.csv",".csv","4696","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\family-divorce-disclaimer-cta-policy-2026-05-12.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-divorce-disclaimer-cta-policy-2026-05-12.md",".md","8297","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\404-plugin-deactivation-checklist.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","404-plugin-deactivation-checklist.md",".md","3179","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\accessibility-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","accessibility-review.md",".md","6638","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\ai-content-audit-workflow.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","ai-content-audit-workflow.md",".md","4716","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\analytics-monitoring-plan.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","analytics-monitoring-plan.md",".md","1967","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\article-briefs-5000-word.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","article-briefs-5000-word.csv",".csv","9321","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\blockers.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","blockers.md",".md","992","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\branch-review-claude-aovsk.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","branch-review-claude-aovsk.md",".md","2138","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\breadcrumbs-fix-report.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","breadcrumbs-fix-report.md",".md","1217","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\button-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","button-audit.csv",".csv","497","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cannibalization-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cannibalization-map.csv",".csv","132835","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\category-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","category-audit.csv",".csv","569","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\category-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","category-map.csv",".csv","24263","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\changelog.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","changelog.md",".md","286060","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-custody-owner-approval-packet.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-custody-owner-approval-packet.csv",".csv","6999","2026-05-11 16:11:30","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-custody-owner-approval-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-custody-owner-approval-packet.md",".md","11265","2026-05-11 16:11:30","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-custody-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-custody-source-audit.csv",".csv","6021","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-support-conflict-review.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-conflict-review.csv",".csv","7185","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-support-content-decision-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-content-decision-packet.md",".md","7945","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-support-owner-approval-packet.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-owner-approval-packet.csv",".csv","5738","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-support-owner-approval-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-owner-approval-packet.md",".md","9292","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\child-support-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-source-audit.csv",".csv","6762","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\city-practice-strategy.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","city-practice-strategy.md",".md","1520","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\claude-opus-review-response.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","claude-opus-review-response.md",".md","5211","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cluster-by-cluster-publishing-strategy-2026-05-12.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cluster-by-cluster-publishing-strategy-2026-05-12.md",".md","5285","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cluster-pillar-review.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cluster-pillar-review.csv",".csv","6972","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cms-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cms-audit.md",".md","1361","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\competitor-element-analysis.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitor-element-analysis.md",".md","5241","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\competitor-research.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitor-research.md",".md","10681","2026-05-09 11:07:32","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\consensual-divorce-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","consensual-divorce-source-audit.csv",".csv","4400","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-architecture-decisions.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-architecture-decisions.md",".md","37435","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-audit-access-plan.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-audit-access-plan.md",".md","9071","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-decision-batches.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-decision-batches.md",".md","98953","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-decision-evidence-overlay.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-decision-evidence-overlay.csv",".csv","20243","2026-05-11 17:53:54","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-inventory.csv",".csv","7344","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-master-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-master-inventory.csv",".csv","1924486","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-quality-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-quality-audit.csv",".csv","671921","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\content-restructure-execution-plan.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-restructure-execution-plan.md",".md","12122","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-content-upload-readiness-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-content-upload-readiness-2026-05-11.csv",".csv","20668","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-content-upload-readiness-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-content-upload-readiness-2026-05-11.md",".md","11191","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-no-url-change-outline-queue-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-no-url-change-outline-queue-2026-05-11.csv",".csv","5331","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-no-url-change-outline-queue-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-no-url-change-outline-queue-2026-05-11.md",".md","10930","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-no-url-internal-link-map-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-no-url-internal-link-map-2026-05-11.csv",".csv","8339","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-no-url-internal-link-map-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-no-url-internal-link-map-2026-05-11.md",".md","4757","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-owner-approval-packet.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-owner-approval-packet.csv",".csv","5072","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-owner-approval-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-owner-approval-packet.md",".md","9727","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-owner-upload-review-package-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-owner-upload-review-package-2026-05-11.csv",".csv","3244","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-owner-upload-review-package-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-owner-upload-review-package-2026-05-11.md",".md","8948","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-primary-live-url-check-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-primary-live-url-check-2026-05-11.csv",".csv","2954","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-primary-redirect-check-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-primary-redirect-check-2026-05-11.csv",".csv","1567","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-primary-selection-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-primary-selection-2026-05-11.csv",".csv","2946","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-primary-selection-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-primary-selection-2026-05-11.md",".md","4699","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-source-legal-checklist-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-source-legal-checklist-2026-05-11.csv",".csv","4059","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-source-legal-checklist-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-source-legal-checklist-2026-05-11.md",".md","9732","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-support-decision-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-support-decision-packet.md",".md","12735","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-law-support-review.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-law-support-review.csv",".csv","6251","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-lawyer-cannibalization-note.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-lawyer-cannibalization-note.md",".md","1900","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\criminal-lawyer-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","criminal-lawyer-source-audit.csv",".csv","3146","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\current-site-state.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","current-site-state.md",".md","6187","2026-05-09 11:07:32","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\current-status.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","current-status.md",".md","290430","2026-05-12 12:06:38","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\customer-facing-qa.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","customer-facing-qa.md",".md","19316","2026-05-11 15:09:34","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-internal-link-plan-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-internal-link-plan-2026-05-11.csv",".csv","7007","2026-05-11 17:53:54","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-internal-link-plan-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-internal-link-plan-2026-05-11.md",".md","3568","2026-05-11 17:53:54","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-owner-approval-packet.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-owner-approval-packet.csv",".csv","17758","2026-05-11 17:53:54","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-owner-approval-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-owner-approval-packet.md",".md","20154","2026-05-11 18:02:24","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-page-decision-matrix-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-page-decision-matrix-2026-05-11.csv",".csv","5255","2026-05-11 17:53:54","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-page-decision-matrix-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-page-decision-matrix-2026-05-11.md",".md","7774","2026-05-11 17:53:54","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-rewrite-outline-queue-2026-05-11.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-rewrite-outline-queue-2026-05-11.csv",".csv","4416","2026-05-11 18:02:24","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\justice-theme\project-control\cyber-privacy-rewrite-outline-queue-2026-05-11.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cyber-privacy-rewrite-outline-queue-2026-05-11.md",".md","6143","2026-05-11 18:02:24","Duplicate project-control inside justice-theme","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
