id,title,status,priority,owner,category,files_changed,acceptance_criteria,verification_status,next_step,notes
T241,Normalize public template links to HTTPS,COMPLETED,HIGH,Codex,technical-seo,"inc/template-tags.php + public template files + functions.php + deployment-marker.txt + project-control/live-related-content-qa-2026-05-11-after-public-link-https.csv + project-control docs",Public card/template/schema links now render first-party URLs as HTTPS without changing stored URLs or redirects,LIVE VERIFIED after uPress pull: marker 2026-05-11-public-link-https-normalization-v1 and all sampled related-content QA rows VERIFIED,"Monitor future templates and continue internal-link/related-content QA across legal clusters","No content body CMS metadata URL slug redirect sitemap inclusion canonical taxonomy CRM lawyer review plugin state wp-admin setting or database row changed"
T249,Refresh public content inventory and audit maps,COMPLETED,CRITICAL,Codex,content-audit,"tools/content-audit/wp-rest-export.ps1 + tools/content-audit/build-audit-v1.ps1 + project-control/exports/*.csv + project-control/content-master-inventory.csv + project-control/content-quality-audit.csv + project-control/url-migration-map.csv + project-control/redirect-map.csv + project-control/cannibalization-map.csv + project-control/category-map.csv + project-control/topic-clusters.csv + project-control/internal-link-map.csv + project-control docs",Public REST inventory and heuristic audit maps refreshed before any content URL redirect or sitemap change,"VERIFIED: 1220 public content rows 1707 internal links 11 cannibalization groups 1160 redirect-plan rows; menu REST export BLOCKED by 401; no live writes",Manually review cluster and URL maps with GSC before approving controlled rewrite or migration batches,"No public content body URL slug redirect sitemap canonical taxonomy lawyer CRM review plugin state wp-admin setting or database row changed"
T250,Create content architecture decision review batches,COMPLETED,CRITICAL,Codex,content-audit,"tools/content-audit/build-decision-review-batches.ps1 + project-control/slug-conflict-review.csv + project-control/editorial-slug-mapping-review.csv + project-control/cluster-pillar-review.csv + project-control/content-decision-batches.md + project-control docs",Raw inventory maps are converted into review-only decision batches for slug conflicts editorial slug backlog and strategic pillar candidates,"VERIFIED: 15 slug conflict groups 481 editorial slug mapping rows and 11 cluster pillar review rows generated; no live writes",Run GSC/SERP evidence pass for criminal-lawyer divorce-lawyer child-support medical-malpractice-lawyer and real-estate-lawyer before approving any URL/content migration,"No public content body URL slug redirect sitemap canonical taxonomy lawyer CRM review plugin state wp-admin setting or database row changed"
T251,Overlay GSC evidence on first content decision batch,IN_PROGRESS,CRITICAL,Codex,content-audit,"project-control/content-decision-evidence-overlay.csv + project-control/gsc-serp-first-evidence-pass.md + project-control/content-decision-batches.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv",First priority slug and pillar decisions are connected to existing GSC/SERP evidence before any URL content or redirect execution,"VERIFIED: existing GSC_BROWSER_VERIFIED rows mapped to criminal divorce malpractice real-estate mediation traffic personal-injury and inheritance targets; NOT VERIFIED: fresh GSC plus child-support and employment direct query passes",Run targeted GSC browser filters for child-support employment custody inheritance and accident variants then update proposed migration maps only after owner review,"Review-only planning; no public content body URL slug redirect sitemap canonical taxonomy menu lawyer CRM review plugin state wp-admin setting or database row changed"
T252,Create child-support content decision packet,IN_PROGRESS,CRITICAL,Codex,content-audit,"project-control/child-support-content-decision-packet.md + project-control/child-support-conflict-review.csv + project-control/content-decision-batches.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv",Largest child-support conflict group is separated into primary support merge and GSC-required lanes before any content or URL execution,"VERIFIED: /child-support/ is exact clean guide candidate; old case-law doctrine calculator and jurisdiction pages mapped as support or merge-review; NOT VERIFIED: direct GSC traffic for child-support variants",Run GSC filters for מזונות ילדים חישוב מזונות מחשבון מזונות בעמ 919/15 מזונות משותפת הפחתת מזונות שינוי מזונות then update packet with query/page metrics,"Review-only planning; no public content body URL slug redirect sitemap canonical taxonomy menu lawyer CRM review plugin state wp-admin setting or database row changed"

T255,Run second targeted GSC browser evidence pass,COMPLETED,CRITICAL,Codex,content-audit,"project-control/gsc-targeted-query-pass-2-2026-05-11.csv + project-control/gsc-targeted-query-pass-2-2026-05-11.md + project-control/visual-evidence/gsc-targeted-pass2-custody-sole-mother-2026-05-11.png + project-control/visual-evidence/gsc-targeted-pass2-drunk-driving-wrong-page-2026-05-11.png + GSC maps and project-control docs",Second query batch from targeted GSC queue is checked in browser and mapped before any URL or content execution,"VERIFIED: child-support long-tail variants returned no visible rows; sole-mother custody maps to old Hebrew case-law URL with 107 impressions and position 9.6; drug offenses is low sample; drunk-driving maps to wrong will-revocation page",Run third pass for criminal and traffic variants,"Read-only GSC evidence and repo documentation only; no public content body URL slug redirect sitemap canonical taxonomy menu lawyer CRM review plugin state wp-admin setting or database row changed"

T256,Run third targeted GSC browser evidence pass,COMPLETED,CRITICAL,Codex,content-audit,"project-control/gsc-targeted-query-pass-3-2026-05-11.csv + project-control/gsc-targeted-query-pass-3-2026-05-11.md + project-control/visual-evidence/gsc-targeted-pass3-indictment-netanyahu-url-2026-05-11.png + project-control/visual-evidence/gsc-targeted-pass3-drunk-driving-lawyer-wrong-page-2026-05-11.png + GSC maps and project-control docs",Third query batch from targeted GSC queue is checked in browser and mapped before any URL or content execution,"VERIFIED: suspect rights detention case closure drug-offense lawyer and license-suspension variants returned no visible rows; indictment maps to specific Netanyahu page and homepage; drunk-driving lawyer maps to wrong will-revocation page",Build criminal and traffic support decision packets before content or URL execution,"Read-only GSC evidence and repo documentation only; no public content body URL slug redirect sitemap canonical taxonomy menu lawyer CRM review plugin state wp-admin setting or database row changed"
T276,Run cyber privacy support GSC evidence pass,COMPLETED,CRITICAL,Codex,gsc-seo,"project-control/gsc-cyber-privacy-support-pass-2026-05-11.md + project-control/gsc-cyber-privacy-support-pass-2026-05-11.csv + project-control/gsc-keyword-page-map.csv + project-control/gsc-cannibalization-review.csv + project-control/gsc-content-priorities.csv + project-control/content-decision-evidence-overlay.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/cyber-privacy-owner-approval-packet.csv + project-control/current-status.md + project-control/next-actions.md + project-control/gsc-remaining-gap-queue-2026-05-11.md + project-control/visual-qa-report.md + project-control/changelog.md + project-control/task-board.csv","Remaining cyber/privacy support and boundary queries are checked in GSC before any public content URL redirect sitemap canonical title/H1 meta related-card lawyer or CMS execution","VERIFIED: privacy invasion has 38 impressions and privacy protection has 7 impressions on an old Hebrew privacy URL; shaming has 1 wrong-page impression on a prenup URL; cyberattack online defamation and data deletion have no visible rows; screenshot capture BLOCKED","Run SERP/source/legal review for privacy and online reputation terms or move to homepage line-by-line SEO/design alignment from verified homepage evidence","Review-only evidence capture; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T277,Convert owner full-review report into launch-readiness tasks,COMPLETED,CRITICAL,Codex,launch-readiness,"project-control/full-review-report-action-intake-2026-05-11.md + project-control/full-review-report-action-intake-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/final-integrated-launch-checklist.md + project-control/changelog.md + project-control/task-board.csv","Owner full-review report is converted into P0/P1/P2 roadmap tasks without changing the public site","VERIFIED: P0 demo-lawyer trust gate plus mock-data Hebrew UI menu policy EEAT branding taxonomy URL canonical hreflang 404 lead visual legacy-CPT and competitor-parity tasks are captured; existing overlaps are marked partial/blocked/not verified instead of duplicated blindly","Run live lawyer-directory/profile QA and close P0 demo-data exposure before public marketing, then continue GSC/content architecture sequence","Review-only intake; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T278,Guard public lawyer REST output,COMPLETED,CRITICAL,Codex,lawyer-trust-safety,"functions.php + inc/lawyer-rest-guards.php + tools/check-live-lawyer-rest-public-guard.ps1 + project-control/lawyer-rest-public-guard-2026-05-11.md + project-control/lawyer-rest-public-guard-2026-05-11.csv + project-control/live-lawyer-rest-public-guard-2026-05-11-before-pull.csv + project-control docs","Anonymous justice_lawyer REST collections and direct item reads are gated so seed/unapproved profiles and sensitive custom meta are not exposed publicly","CODE FIXED and PHP lint passed for all 130 PHP files; LIVE BASELINE showed REST X-WP-Total 10 with placeholder phone and sensitive meta hits before deployment","Pull latest in uPress then run tools/check-live-lawyer-rest-public-guard.ps1 and verify marker 2026-05-11-lawyer-rest-public-guard-v1","No CMS record lawyer record URL redirect taxonomy sitemap content menu CRM review wp-admin setting or database row changed"
T279,Plan cleanup for published seed lawyer profiles,COMPLETED,CRITICAL,Codex,lawyer-trust-safety,"project-control/lawyer-seed-profile-cleanup-plan-2026-05-11.md + project-control/lawyer-seed-profile-cleanup-plan-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Live public REST lawyer records are mapped into an owner-approved cleanup plan before any CMS/database action","VERIFIED: 10 published justice_lawyer records IDs 19130-19139 are exposed by public REST before guard deployment and all carry placeholder/seed-style signals","After backup and owner approval, draft/private unverified seed profiles or replace with real verified profile data, then rerun REST/profile QA","Review-only planning; no CMS record lawyer record URL redirect taxonomy sitemap content menu CRM review wp-admin setting or database row changed"
T280,Create traffic criminal wrong-page decision packet,COMPLETED,CRITICAL,Codex,content-audit,"project-control/traffic-criminal-wrong-page-decision-packet-2026-05-11.md + project-control/traffic-criminal-wrong-page-decision-packet-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/content-decision-batches.md + project-control/task-board.csv","GSC wrong-page and criminal support signals are converted into owner-review decisions before any public URL content or internal-link execution","VERIFIED: drunk-driving lawyer maps to the will-revocation page; indictment maps to a specific Netanyahu page and homepage; criminal support topics mostly have no visible rows in the targeted pass","Audit the current drunk-driving support page and wrong-page source before drafting no-URL-change expansion","Review-only planning; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T281,Audit drunk-driving support source pages,COMPLETED,CRITICAL,Codex,content-audit,"project-control/traffic-drunk-driving-source-audit-2026-05-11.md + project-control/traffic-drunk-driving-source-audit-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/content-decision-batches.md + project-control/traffic-law-support-decision-packet.md + project-control/entity-schema-review.md + project-control/task-board.csv","Current drunk-driving support pillar and wrong-page will URL are audited before any public content URL schema or internal-link execution","VERIFIED: /driving-under-the-influence/ and /traffic-lawyer/ are live self-canonical indexable pages; will page has no visible drunk-driving terms; sitewide SiteNavigationElement schema includes traffic URLs on the will page using http","Draft no-URL-change drunk-driving expansion outline and open schema/navigation-source audit","Review-only planning; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card schema lawyer CRM review wp-admin setting or database row changed"
T282,Run post-pull lawyer REST public guard QA,COMPLETED,CRITICAL,Codex,lawyer-trust-safety,"project-control/live-lawyer-rest-public-guard-2026-05-11.csv + project-control/lawyer-rest-public-guard-2026-05-11.md + project-control/visual-qa-report.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Live public REST exposure of seed lawyer records is checked after uPress pull","VERIFIED LIVE: REST collection X-WP-Total 0 with no placeholder phone or sensitive meta hits; direct seed REST ID 19139 returns 404; REVIEW: old profile route lands on homepage 200 instead of generic noindex 404","Review old lawyer profile routing/permalink behavior and complete owner-approved CMS cleanup plan for seed records","Live QA only; no CMS record lawyer record URL redirect taxonomy sitemap content menu CRM review wp-admin setting or database row changed"
T283,Map traffic law content upload readiness batch,COMPLETED,CRITICAL,Codex,content-audit,"project-control/traffic-law-content-upload-readiness-2026-05-11.md + project-control/traffic-law-content-upload-readiness-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/content-decision-batches.md + project-control/traffic-law-support-decision-packet.md + project-control/sitemap-strategy.md + project-control/task-board.csv","Traffic-law cluster is mapped as a larger upload-readiness batch before public content URL category sitemap or internal-link execution","VERIFIED: 38 traffic-adjacent URLs reviewed; traffic pillar and support lanes mapped; personal-injury accident pages and false-positive license/trafficking pages separated out","Prepare no-URL-change outlines for traffic-lawyer drunk-driving breathalyzer/testing and license-suspension/points groups","Review-only planning; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy category internal-link related-card schema lawyer CRM review wp-admin setting or database row changed"
T284,Map criminal law content upload readiness batch,COMPLETED,CRITICAL,Codex,content-audit,"project-control/criminal-law-content-upload-readiness-2026-05-11.md + project-control/criminal-law-content-upload-readiness-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/content-decision-batches.md + project-control/criminal-law-support-decision-packet.md + project-control/sitemap-strategy.md + project-control/task-board.csv","Criminal-law cluster is mapped as a larger upload-readiness batch before public content URL category sitemap or internal-link execution","VERIFIED: 220 raw criminal-adjacent candidates extracted and 50 higher-value URLs reviewed; current primary candidate future pillar target old GSC-visible URL support lanes and boundary/exclude lanes mapped","Prepare owner-review primary selection for /criminal-defense-attorney/ vs /criminal-lawyer/ and no-URL-change outlines for police investigation indictment detention and drug offenses","Review-only planning; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy category internal-link related-card schema lawyer CRM review wp-admin setting or database row changed"
T285,Review criminal law primary selection,COMPLETED,CRITICAL,Codex,content-audit,"project-control/criminal-law-primary-selection-2026-05-11.md + project-control/criminal-law-primary-selection-2026-05-11.csv + project-control/criminal-law-primary-live-url-check-2026-05-11.csv + project-control/criminal-law-primary-redirect-check-2026-05-11.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/content-decision-batches.md + project-control/criminal-law-support-decision-packet.md + project-control/sitemap-strategy.md + project-control/visual-qa-report.md + project-control/task-board.csv","Current criminal-law primary candidate is selected for no-URL-change planning before any future /criminal-lawyer migration","VERIFIED LIVE: /criminal-defense-attorney/ is 200 self-canonical and aligned; /criminal-lawyer/ old Hebrew broad URL and legacy deep URL redirect to homepage","Prepare no-URL-change outline packet for criminal primary police investigation indictment detention and drug offenses","Review-only planning and live URL checks; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy category internal-link related-card schema lawyer CRM review wp-admin setting or database row changed"
T286,Wire privacy-safe monetization analytics events,COMPLETED,CRITICAL,Codex,business-analytics,"assets/js/analytics-events.js + inc/enqueue.php + project-control/goal-execution-loop-2026-05-18.md + project-control/analytics-monitoring-plan.md + project-control/ga4-event-plan.csv + project-control/current-status.md","Business-growth loop needs measurable lawyer signup lead phone WhatsApp document request and content engagement events before paid growth decisions","VERIFIED: JS syntax check passed and inc/enqueue.php PHP lint passed; events are wired to gtag/dataLayer without PII","Deploy/pull latest then verify events in GA4 DebugView or Realtime and configure key events","No live GA4 admin setting CMS record public content payment provider pricing invoice redirect sitemap taxonomy review rating or database row changed"
T287,Preserve lawyer paid-plan intent through registration,COMPLETED,HIGH,Codex,lawyer-monetization,"page-lawyer-registration.php + inc/lawyer-onboarding.php + assets/js/analytics-events.js + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Lawyers who click a commercial plan should arrive at registration with that plan selected and the successful signup analytics redirect should preserve plan_interest","VERIFIED: JS syntax passed; PHP lint passed for inc/enqueue.php inc/lawyer-onboarding.php and page-lawyer-registration.php","Deploy/pull latest then verify /lawyer-registration/?plan_interest=pro preselects Pro and ?registration=sent&plan_interest=pro is tracked","No live payment provider pricing invoice CMS lawyer record public profile or database row changed"
T288,Add lawyer dashboard monthly value snapshot,COMPLETED,HIGH,Codex,lawyer-retention,"page-lawyer-dashboard.php + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Lawyers need recurring visible value to justify staying subscribed and upgrading; dashboard should show measurable profile views leads and content work before full GA4/GSC reporting is verified","VERIFIED: php -l page-lawyer-dashboard.php passed; JS syntax passed; git diff --check had line-ending warnings only","Deploy/pull latest then verify logged-in dashboard display and later add GA4/GSC metrics after analytics receipt is verified","No live payment provider GA4 admin setting GSC API CMS lawyer record public profile pricing invoice or database row changed"
T289,Track lawyer plan-selection intent,COMPLETED,HIGH,Codex,lawyer-monetization,"assets/js/analytics-events.js + project-control/ga4-event-plan.csv + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Plan-card clicks are high-intent commercial signals and should be measurable before lawyer signup or payment activation","VERIFIED: JS syntax passed; dashboard and registration PHP lint passed; git diff --check had line-ending warnings only","Deploy/pull latest then verify lawyer_plan_click in GA4 DebugView or GTM preview on /lawyer-plans/","No live payment provider pricing invoice GA4 admin setting CMS lawyer record public profile or database row changed"
T290,Show lawyer registration sales priority in onboarding admin,COMPLETED,HIGH,Codex,lawyer-monetization,"inc/lawyer-onboarding.php + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Owner follow-up should prioritize high-value plan intent so lead_partner and full_service registrations are called first","VERIFIED: PHP lint passed for inc/lawyer-onboarding.php and page-lawyer-dashboard.php; JS syntax passed; git diff --check had line-ending warnings only","Deploy/pull latest then visually verify Lawyer Onboarding admin plan labels and priority badges","No live payment provider pricing invoice CMS publication public profile approval GA4 admin setting or database row changed"
T291,Define full lawyer monthly value report,COMPLETED,HIGH,Codex,lawyer-retention,"project-control/lawyer-monthly-value-report-spec-2026-05-18.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Recurring lawyer retention depends on a clear report that proves visibility leads content value search movement and next actions without fake claims","VERIFIED: documentation-only artifact created; no code execution required","Use spec to add CRM lead-quality/follow-up fields and future GA4/GSC report mapping","No public CMS data payment logic live report GA4 admin setting GSC API setting lawyer profile publication or database row changed"
T292,Add display-only CRM lead quality and follow-up badges,COMPLETED,HIGH,Codex,crm-intake,"inc/lead-crm.php + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Owner CRM should surface lead quality and follow-up urgency from existing intake data before full lead-disposition fields are implemented","VERIFIED: PHP lint passed for inc/lead-crm.php and inc/lawyer-onboarding.php; JS syntax passed; git diff --check had line-ending warnings only","Deploy/pull latest then verify Justice CRM table shows Quality and Follow-up badges for legal leads","No lead record database mutation payment logic public content GA4 admin setting GSC API setting or email automation changed"
T293,Add owner-only lead disposition fields,COMPLETED,HIGH,Codex,crm-intake,"inc/lead-crm.php + project-control/lawyer-monthly-value-report-spec-2026-05-18.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md","Monthly lawyer value reporting needs owner-entered lead quality follow-up outcome first contact time and customer-success notes before automation","VERIFIED: PHP lint passed for inc/lead-crm.php and inc/lawyer-onboarding.php; JS syntax passed; git diff --check had line-ending warnings only","Deploy/pull latest then verify justice_lead edit screen shows Jus-Tice Lead Disposition meta box and CRM badges respect saved values","No public site content payment logic live automation GA4 admin setting GSC API setting email report or existing lead record changed by code"
T294,Add journey testing goals and CRM response SLA,COMPLETED,HIGH,Codex,crm-intake,"inc/lead-crm.php + tools/check-live-journeys.mjs + project-control/strategic-goals.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md + project-control/task-board.csv","Execution goals explicitly include hands-on user lawyer and Googlebot journey checks, owner CRM shows whether leads are fresh due overdue or contacted, and teams have a repeatable read-only journey checker","VERIFIED: PHP lint passed; live journey checker passed homepage /lawyers/ sample article lawyer registration plan-intent registration sitemap and robots checks; git diff --check passed with line-ending warnings only","Deploy/pull latest after commit/push, then verify Justice CRM Response SLA column and repeat browser/mobile journey checks","No public CMS content lead record email payment redirect sitemap setting or database row changed"
T295,Add live deployment verification checker,COMPLETED,HIGH,Codex,deployment,"tools/check-live-deployment.mjs + project-control/upress-git-pull-workflow.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md + project-control/task-board.csv","Teams need a repeatable read-only proof that uPress has pulled the pushed growth analytics code before GA4 CRM SLA and journey checks are treated as live","VERIFIED LIVE AFTER OWNER MANUAL PULL: syntax passed; live analytics asset returns 200; homepage serves analytics through Autoptimize; deployment marker is present","Verify GA4/GTM event receipt and run browser/mobile journey checks","No public CMS content lead record email payment redirect sitemap wp-admin setting or database row changed"
T296,Define lawyer time-to-first-value activation plan,COMPLETED,HIGH,Codex,lawyer-retention,"project-control/lawyer-time-to-first-value-plan-2026-05-18.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md + project-control/task-board.csv","Lawyer registration is reframed as activation toward first measurable value, with owner-visible at-risk and retention signals","VERIFIED: git diff --check passed with line-ending warnings only; live deployment checker still blocks until uPress pull","After uPress pull, add owner-only activation status fields to lawyer onboarding/admin views","No public CMS content lead record email payment redirect sitemap wp-admin setting or database row changed"
T297,Add owner-only lawyer activation fields,COMPLETED,HIGH,Codex,lawyer-retention,"inc/lawyer-onboarding.php + project-control/lawyer-time-to-first-value-plan-2026-05-18.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md + project-control/task-board.csv","Owner can mark registered lawyers as profile ready first value reached retention review or at risk, and record first-value time/customer-success note before billing automation","VERIFIED: PHP lint passed; live deployment checker passed; live journey checker passed; git diff check passed with line-ending warnings only","Deploy/pull latest, verify activation meta box in wp-admin, then add non-sensitive first-value milestone to lawyer dashboard","No public CMS content public profile approval lead record email automation payment redirect sitemap setting or existing database row changed"
T298,Add dynamic HTML sitemap crawl hub,COMPLETED,HIGH,Codex,seo-crawlability,"inc/html-sitemap.php + functions.php + template-parts/layout/site-footer.php + tools/check-live-html-sitemap.mjs + project-control/html-sitemap-crawl-hub-plan-2026-05-18.md + project-control/goal-execution-loop-2026-05-18.md + project-control/current-status.md + project-control/strategic-goals.md + project-control/task-board.csv","Site has a dynamic human-readable sitemap linked from the footer with crawlable links to articles categories practice areas core pages and approved public lawyer profiles","VERIFIED: PHP lint passed for sitemap functions footer; node syntax passed for checker; git diff check passed with line-ending warnings only","Commit push pull Git in uPress then run node tools/check-live-html-sitemap.mjs and visually inspect /site-map/","No CMS database content term slug redirect XML sitemap robots lawyer lead payment GA4 or GSC setting changed"
T299,Remove public mock phone and verify uPress pull,COMPLETED,CRITICAL,Codex,conversion-trust,"inc/lead-ui.php + inc/schema.php + template-parts/layout/site-header.php + template-parts/layout/site-footer.php + template-parts/sections/cta-section.php + functions.php + tools/check-live-owner-phone.mjs + project-control docs","Owner phone 0525101555 replaces public mock phone values in header footer CTA WhatsApp and structured data even if legacy Customizer values are saved","LIVE VERIFIED: Codex clicked uPress Pull; owner-phone checker sitemap checker and live journey checker passed after deployment","Resume traffic/content audit: family-law wrong-page bug contact/about 404s outdated content classification homepage priority order and GSC diagnostics","No CMS database content term slug redirect sitemap setting taxonomy lawyer lead payment GA4 or GSC setting changed"
T300,Fix sitewide breadcrumb schema validation,COMPLETED,CRITICAL,Codex,technical-seo,"inc/breadcrumbs.php + inc/schema.php + inc/template-tags.php + functions.php + tools/check-live-breadcrumb-schema.mjs + reports/breadcrumb-schema-audit-2026-05-18.csv + project-control docs","GSC-invalid /site-map/ BreadcrumbList now has a non-empty current-page name and item URL; schema generator is hardened against empty breadcrumb names on virtual routes","LIVE VERIFIED: Codex clicked uPress Pull; /site-map/ JSON-LD fixed; full breadcrumb scan checked 1299 live URLs with 0 review rows; journey checker passed","Resume traffic/content audit and rerun GSC URL Inspection validation for /site-map/","No CMS database content term slug redirect sitemap setting taxonomy lawyer lead payment GA4 or GSC setting changed"
T301,Run live traffic priority audit,COMPLETED,CRITICAL,Codex,traffic-recovery,"tools/check-live-traffic-priority.mjs + reports/traffic-priority-audit-2026-05-18.csv + project-control/traffic-priority-audit-2026-05-18.md + project-control docs","Priority commercial crawl and trust paths were checked live before content or URL changes","VERIFIED LIVE: homepage sitemap family lawyer filter criminal and traffic paths pass; family-law wrong-intent; medical-malpractice contact and about are 404/noindex; articles hub is 2.9MB with 4793 links","Fix family-law route ownership/title/H1 first; then decide medical-malpractice path handling; add accurate contact/about; reduce articles hub output","Read-only live audit and repo tooling/docs only; no CMS database content term slug redirect sitemap setting taxonomy lawyer lead payment GA4 or GSC setting changed"
T302,Fix family-law route intent,COMPLETED,CRITICAL,Codex,traffic-recovery,"practice-family-law-route.php + inc/practice-landing.php + template-parts/content/practice-landing-page.php + functions.php + reports/traffic-priority-audit-2026-05-18.csv + project-control docs","/family-law/ now serves the controlled family-law practice hub instead of the old court-judgment content item","LIVE VERIFIED: Codex clicked uPress Pull; traffic priority audit now marks /family-law/ PASS; sitemap owner-phone and journey checks passed","Next fix medical-malpractice-lawyer 404 then contact/about 404s then articles hub size","Render-only theme fix; no CMS database content term slug redirect sitemap setting taxonomy lawyer lead payment GA4 or GSC setting changed"
T303,Audit corona legacy content,COMPLETED,HIGH,Codex,content-quality,"project-control/corona-legacy-content-audit-2026-05-18.md + project-control/corona-legacy-content-audit-2026-05-18.csv + project-control/current-status.md + project-control/goal-execution-loop-2026-05-18.md + project-control/task-board.csv","Corona/COVID-era content is triaged into refresh archive or evidence-review lanes before public cleanup","VERIFIED: repo scan found 48 corona-adjacent candidates; Googlebot-style header checks returned 200 for three representative live URLs; git diff check passed","Pull GSC clicks impressions and backlink evidence for all 48 candidates before owner-approved CMS edits","Repo-only planning and read-only live checks; no CMS database content URL redirect noindex canonical taxonomy sitemap lawyer lead payment GA4 or GSC setting changed"
T304,Fix medical malpractice support links,COMPLETED,CRITICAL,Codex,traffic-recovery,"inc/practice-landing.php + template-parts/sections/topic-clusters.php + inc/pillar-pages.php + inc/related-content.php + tools/check-live-traffic-priority.mjs + functions.php + marker checkers + project-control docs","The medical-malpractice money route and topic cluster no longer link to clean support slugs that currently return 404","LIVE VERIFIED: Codex clicked uPress Pull; traffic-priority sitemap owner-phone and targeted Googlebot medical-malpractice checks passed; marker 2026-05-18-medmal-support-links-v1 live","Review GSC and route history before recovering or redirecting birth-malpractice pregnancy-malpractice or diagnosis-malpractice","Theme-owned crawl-path correction only; no CMS database content URL redirect noindex canonical taxonomy sitemap lawyer lead payment GA4 or GSC setting changed"
T305,Review medical malpractice clean support slugs,COMPLETED,HIGH,Codex,traffic-recovery,"project-control/medical-malpractice-clean-slug-route-review-2026-05-18.md + project-control/medical-malpractice-clean-slug-route-review-2026-05-18.csv + project-control/current-status.md + project-control/goal-execution-loop-2026-05-18.md + project-control/task-board.csv","Birth pregnancy and diagnosis malpractice clean slugs are mapped to live evidence before any route recovery redirect or CMS edit","VERIFIED: clean slugs are 404; live alternatives for birth injury birth representation birth recommended and diagnosis article return 200; git diff check passed","Pull GSC page-level clicks impressions and legal/source review before deciding precise redirects or controlled routes","Repo-only route review and read-only live checks; no CMS database content URL redirect noindex canonical taxonomy sitemap lawyer lead payment GA4 or GSC setting changed"
T306,Run live journey health snapshot,COMPLETED,HIGH,Codex,journey-qa,"project-control/live-journey-health-snapshot-2026-05-18-1741.md + project-control/live-journey-health-snapshot-2026-05-18-1741.csv + project-control/current-status.md + project-control/goal-execution-loop-2026-05-18.md + project-control/task-board.csv","Current public user lawyer Googlebot reachability commercial-route and breadcrumb-schema journeys are verified after recent fixes","VERIFIED LIVE: user journey lawyer registration Googlebot sitemap/robots reachability traffic-priority and 1299-URL breadcrumb schema scan all passed","Move to GSC page-level evidence for medical-malpractice and corona cleanup before public CMS edits","Read-only live audit and repo documentation only; no CMS database content URL redirect noindex canonical taxonomy sitemap lawyer lead payment GA4 or GSC setting changed"
T307,Document lawyer commercial system visible status,COMPLETED,HIGH,Codex,lawyer-monetization,"project-control/lawyer-commercial-system-visibility-status-2026-05-18.md + project-control/lawyer-commercial-system-visibility-status-2026-05-18.csv + project-control/current-status.md + project-control/task-board.csv","Owner needs cycle updates that separate visible live pages from admin/gated infrastructure and unfinished payment/account/value automation","VERIFIED LIVE: lawyer registration plan-intent registration lawyer plans lawyer dashboard lawyer directory and live journey checker returned 200/pass","Make lawyer plans and registration visibly stronger, then create an owner-verifiable linked lawyer account/private-zone journey before payment activation","Repo-only status/planning and read-only live checks; no CMS database lawyer profile lead record user account payment GA4 GSC URL redirect noindex sitemap or uPress deployment changed"
