query,date,clicks,impressions,ctr,position
"עו""ד בלוקצ'יין",2026-04-22,0,1,0,58
"עו""ד בלוקצ'יין",2026-04-23,0,1,0,59
"עו""ד בלוקצ'יין",2026-04-24,0,1,0,58
"עו""ד בלוקצ'יין",2026-04-25,0,1,0,59
"עו""ד בלוקצ'יין",2026-04-26,0,1,0,58
"עו""ד בלוקצ'יין",2026-04-27,0,1,0,28
"עו""ד בלוקצ'יין",2026-04-29,0,2,0,56.5
"עו""ד בלוקצ'יין",2026-04-30,0,2,0,59
"עו""ד בלוקצ'יין",2026-05-01,0,1,0,56
"עו""ד בלוקצ'יין",2026-05-03,0,1,0,61
"עו""ד בלוקצ'יין",2026-05-04,0,1,0,55
"עו""ד בלוקצ'יין",2026-05-06,0,1,0,54
"עו""ד בלוקצ'יין",2026-05-07,0,1,0,58
"עו""ד בלוקצ'יין",2026-05-08,0,1,0,51
"עו""ד בלוקצ'יין",2026-05-09,0,2,0,52.5
"עו""ד בלוקצ'יין",2026-05-11,0,1,0,52
"עו""ד בפורטוגל",2026-04-16,0,1,0,52
"עו""ד דרום אפריקה",2026-04-15,0,3,0,2
"עו""ד דרום אפריקה",2026-04-16,0,1,0,9
"עו""ד דרום אפריקה",2026-04-17,0,2,0,5.5
"עו""ד דרום אפריקה",2026-04-18,0,1,0,9
"עו""ד דרום אפריקה",2026-04-19,0,1,0,2
"עו""ד דרום אפריקה",2026-04-20,0,1,0,9
"עו""ד דרום אפריקה",2026-04-21,0,1,0,10
"עו""ד דרום אפריקה",2026-04-22,0,1,0,10
"עו""ד דרום אפריקה",2026-04-23,0,1,0,11
"עו""ד דרום אפריקה",2026-04-25,0,1,0,11
"עו""ד דרום אפריקה",2026-04-26,0,1,0,11
"עו""ד דרום אפריקה",2026-04-28,0,1,0,10
"עו""ד דרום אפריקה",2026-04-29,0,2,0,9
"עו""ד דרום אפריקה",2026-04-30,0,1,0,9
"עו""ד דרום אפריקה",2026-05-01,0,1,0,12
"עו""ד דרום אפריקה",2026-05-02,0,2,0,11.5
"עו""ד דרום אפריקה",2026-05-03,0,1,0,12
"עו""ד דרום אפריקה",2026-05-04,0,2,0,15
"עו""ד דרום אפריקה",2026-05-06,0,1,0,12
"עו""ד דרום אפריקה",2026-05-09,0,1,0,11
"עו""ד יוהנסבורג",2026-04-15,0,1,0,1
"עו""ד יוהנסבורג",2026-04-16,0,1,0,1
"עו""ד יוהנסבורג",2026-04-17,0,1,0,6
"עו""ד יוהנסבורג",2026-04-18,0,2,0,6.5
"עו""ד יוהנסבורג",2026-04-19,0,1,0,6
"עו""ד יוהנסבורג",2026-04-20,0,2,0,4
"עו""ד יוהנסבורג",2026-04-21,0,1,0,5
"עו""ד יוהנסבורג",2026-04-22,0,1,0,7
"עו""ד יוהנסבורג",2026-04-23,0,3,0,1
"עו""ד יוהנסבורג",2026-04-24,0,2,0,4
"עו""ד יוהנסבורג",2026-04-25,0,2,0,7.5
"עו""ד יוהנסבורג",2026-04-26,0,2,0,3.5
"עו""ד יוהנסבורג",2026-04-27,0,1,0,6
"עו""ד יוהנסבורג",2026-04-28,0,2,0,3
"עו""ד יוהנסבורג",2026-04-29,0,3,0,4.333333333333334
"עו""ד יוהנסבורג",2026-04-30,0,1,0,3
"עו""ד יוהנסבורג",2026-05-01,0,1,0,3
"עו""ד יוהנסבורג",2026-05-02,0,1,0,4
"עו""ד יוהנסבורג",2026-05-03,0,2,0,5.5
"עו""ד יוהנסבורג",2026-05-04,0,1,0,8
"עו""ד יוהנסבורג",2026-05-05,0,1,0,7
"עו""ד יוהנסבורג",2026-05-06,0,1,0,8
"עו""ד יוהנסבורג",2026-05-07,0,1,0,8
"עו""ד יוהנסבורג",2026-05-08,0,1,0,1
"עו""ד יוהנסבורג",2026-05-09,0,1,0,7
"עו""ד ניתוחים פלסטיים",2026-04-15,0,1,0,28
"עו""ד ניתוחים פלסטיים",2026-04-16,0,1,0,28
"עו""ד ניתוחים פלסטיים",2026-04-17,0,1,0,26
"עו""ד ניתוחים פלסטיים",2026-04-18,0,2,0,26
"עו""ד ניתוחים פלסטיים",2026-04-20,0,1,0,26
"עו""ד ניתוחים פלסטיים",2026-04-21,0,1,0,24
"עו""ד ניתוחים פלסטיים",2026-04-22,0,2,0,25.5
"עו""ד ניתוחים פלסטיים",2026-04-23,0,1,0,24
"עו""ד ניתוחים פלסטיים",2026-04-25,0,1,0,24
"עו""ד ניתוחים פלסטיים",2026-04-26,0,1,0,24
"עו""ד קייפטאון",2026-04-15,0,3,0,11
"עו""ד קייפטאון",2026-04-16,0,1,0,14
"עו""ד קייפטאון",2026-04-17,0,2,0,17.5
"עו""ד קייפטאון",2026-04-18,0,1,0,18
"עו""ד קייפטאון",2026-04-19,0,1,0,21
"עו""ד קייפטאון",2026-04-20,0,1,0,14
"עו""ד קייפטאון",2026-04-21,0,1,0,14
"עו""ד קייפטאון",2026-04-22,0,1,0,17
"עו""ד קייפטאון",2026-04-23,0,2,0,18
"עו""ד קייפטאון",2026-04-24,0,1,0,17
"עו""ד קייפטאון",2026-04-25,0,1,0,18
"עו""ד קייפטאון",2026-04-26,0,1,0,19
"עו""ד קייפטאון",2026-04-27,0,1,0,19
"עו""ד קייפטאון",2026-04-28,0,1,0,18
"עו""ד קייפטאון",2026-04-29,0,1,0,21
"עו""ד קייפטאון",2026-04-30,0,1,0,20
"עו""ד קייפטאון",2026-05-01,0,1,0,13
"עו""ד קייפטאון",2026-05-02,0,2,0,20.5
"עו""ד קייפטאון",2026-05-03,0,1,0,14
"עו""ד קייפטאון",2026-05-04,0,1,0,17
"עו""ד קייפטאון",2026-05-05,0,1,0,18
"עו""ד קייפטאון",2026-05-06,0,1,0,18
"עו""ד קייפטאון",2026-05-07,0,2,0,17.5
"עו""ד קייפטאון",2026-05-08,0,1,0,18
"עו""ד קייפטאון",2026-05-09,0,1,0,16
"עו""ד רשלנות רפואית פלסטיקה",2026-04-15,0,1,0,21
"עו""ד רשלנות רפואית פלסטיקה",2026-04-22,0,1,0,29
"עו""ד רשלנות רפואית פלסטיקה",2026-04-25,0,1,0,29
"עו""ד רשלנות רפואית פלסטיקה",2026-04-26,0,1,0,30
עו&quot;ד,2026-04-25,0,1,0,22
עו&quot;ד,2026-04-27,0,3,0,53.333333333333336
עופר מליקובסקי,2026-04-18,0,2,0,42
עורך דין,2026-04-18,0,2,0,35.5
עורך דין,2026-04-19,0,2,0,24.5
עורך דין,2026-04-20,0,2,0,22.5
עורך דין,2026-04-21,0,1,0,18
עורך דין,2026-04-30,0,1,0,8
עורך דין,2026-05-07,0,1,0,14
עורך דין אזרחי מומלץ,2026-04-15,0,2,0,28
עורך דין אזרחי מומלץ,2026-04-16,0,1,0,26
עורך דין אזרחי מומלץ,2026-04-26,0,1,0,25
עורך דין אזרחי מומלץ,2026-04-27,0,5,0,25
עורך דין אזרחי מומלץ,2026-04-28,0,2,0,19
עורך דין אזרחי מומלץ,2026-04-29,0,3,0,19
עורך דין אזרחי מומלץ,2026-04-30,0,2,0,24.5
עורך דין אזרחי מומלץ,2026-05-01,0,3,0,19.333333333333332
עורך דין אזרחי מומלץ,2026-05-02,0,2,0,17
עורך דין אזרחי מומלץ,2026-05-03,0,2,0,23.5
עורך דין אזרחי מומלץ,2026-05-04,0,4,0,22.25
עורך דין אזרחי מומלץ,2026-05-06,0,2,0,19.5
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-04-15,0,1,0,10
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-04-18,0,1,0,10
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-04-21,0,1,0,11
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-04-22,0,1,0,11
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-04-25,0,1,0,11
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-05-02,0,1,0,10
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-05-04,0,1,0,9
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-05-05,0,1,0,9
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-05-08,0,1,0,9
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-05-09,0,1,0,12
"עורך דין בג""ץ גני ילדים מול משרד החינוך",2026-05-11,0,1,0,15
עורך דין בחינם,2026-04-29,0,1,0,24
עורך דין בחינם מהמדינה,2026-05-02,0,1,0,30
עורך דין בישראל,2026-04-29,0,1,0,18
עורך דין דרום אפריקה,2026-04-15,0,1,0,16
עורך דין דרום אפריקה,2026-04-17,0,1,0,14
עורך דין דרום אפריקה,2026-04-18,0,2,0,11.5
עורך דין דרום אפריקה,2026-04-19,0,1,0,16
עורך דין דרום אפריקה,2026-04-30,0,1,0,13
עורך דין דרום אפריקה,2026-05-01,0,1,0,26
עורך דין דרום אפריקה,2026-05-03,0,3,0,20
עורך דין דרום אפריקה,2026-05-04,0,2,0,19
עורך דין דרום אפריקה,2026-05-07,0,1,0,19
עורך דין דרום אפריקה,2026-05-09,0,1,0,16
עורך דין הוצאה לפועל גביית חובות,2026-05-04,0,1,0,12
עורך דין זול,2026-04-16,0,1,0,39
עורך דין יוהנסבורג,2026-04-15,0,1,0,9
עורך דין יוהנסבורג,2026-04-16,0,1,0,7
עורך דין יוהנסבורג,2026-04-17,0,5,0,8.4
עורך דין יוהנסבורג,2026-04-18,0,4,0,5.25
עורך דין יוהנסבורג,2026-04-19,0,2,0,2
עורך דין יוהנסבורג,2026-04-20,0,1,0,1
עורך דין יוהנסבורג,2026-04-21,0,1,0,7
עורך דין יוהנסבורג,2026-04-22,0,2,0,6.5
עורך דין יוהנסבורג,2026-04-23,0,1,0,6
עורך דין יוהנסבורג,2026-04-24,0,2,0,5
עורך דין יוהנסבורג,2026-04-25,0,1,0,2
עורך דין יוהנסבורג,2026-04-26,0,1,0,1
עורך דין יוהנסבורג,2026-04-27,0,1,0,7
עורך דין יוהנסבורג,2026-04-28,0,1,0,8
עורך דין יוהנסבורג,2026-04-29,0,1,0,11
עורך דין יוהנסבורג,2026-04-30,0,2,0,8
עורך דין יוהנסבורג,2026-05-01,0,3,0,9.333333333333334
עורך דין יוהנסבורג,2026-05-02,0,2,0,4.5
עורך דין יוהנסבורג,2026-05-03,0,1,0,7
עורך דין יוהנסבורג,2026-05-04,0,1,0,8
עורך דין יוהנסבורג,2026-05-05,0,1,0,8
עורך דין יוהנסבורג,2026-05-06,0,1,0,2
עורך דין יוהנסבורג,2026-05-07,0,2,0,6
עורך דין יוהנסבורג,2026-05-08,0,1,0,6
עורך דין יוהנסבורג,2026-05-09,0,2,0,8
עורך דין לכל דין,2026-04-26,0,3,0,9
עורך דין לכל דין,2026-05-04,0,1,0,19
"עורך דין לתביעות בג""ץ גני ילדים",2026-05-05,0,1,0,25
עורך דין מומלץ,2026-04-15,0,2,0,30
עורך דין מומלץ,2026-04-16,0,2,0,45
עורך דין מומלץ,2026-04-21,0,2,0,37.5
עורך דין מומלץ,2026-04-22,0,2,0,26
עורך דין מומלץ,2026-04-23,0,3,0,44.666666666666664
עורך דין מומלץ,2026-04-26,0,1,0,13
עורך דין מומלץ,2026-04-27,0,2,0,20.5
עורך דין מומלץ,2026-04-28,0,1,0,29
עורך דין מומלץ,2026-04-29,0,9,0,1.1111111111111112
עורך דין מומלץ,2026-04-30,0,5,0,31.6
עורך דין מומלץ,2026-05-01,0,2,0,24
עורך דין מומלץ,2026-05-02,0,1,0,39
עורך דין מומלץ,2026-05-03,0,1,0,42
עורך דין מומלץ,2026-05-04,0,1,0,14
עורך דין מומלץ,2026-05-05,0,1,0,26
עורך דין מומלץ,2026-05-06,0,2,0,22
עורך דין ממוצא אתיופי,2026-04-28,0,1,0,90
עורך דין מקרקעין ייעוץ חינם,2026-04-15,0,2,0,5
עורך דין מקרקעין ייעוץ חינם,2026-04-16,0,3,0,9
עורך דין מקרקעין ייעוץ חינם,2026-04-17,0,2,0,9
עורך דין מקרקעין ייעוץ חינם,2026-04-18,0,5,0,7.4
עורך דין מקרקעין ייעוץ חינם,2026-04-19,0,2,0,9
עורך דין מקרקעין ייעוץ חינם,2026-04-20,0,6,0,9.666666666666666
עורך דין מקרקעין ייעוץ חינם,2026-04-21,0,2,0,9
עורך דין מקרקעין ייעוץ חינם,2026-04-22,0,1,0,9
עורך דין מקרקעין ייעוץ חינם,2026-04-23,0,2,0,9.5
עורך דין מקרקעין ייעוץ חינם,2026-04-25,0,1,0,8
עורך דין מקרקעין ייעוץ חינם,2026-04-26,0,5,0,6
עורך דין מקרקעין ייעוץ חינם,2026-04-27,0,2,0,9.5
עורך דין מקרקעין ייעוץ חינם,2026-04-28,0,4,0,11.75
עורך דין מקרקעין ייעוץ חינם,2026-04-29,0,2,0,10.5
עורך דין מקרקעין ייעוץ חינם,2026-04-30,0,5,0,11.2
עורך דין מקרקעין ייעוץ חינם,2026-05-02,0,1,0,10
עורך דין מקרקעין ייעוץ חינם,2026-05-03,0,6,0,10.833333333333334
עורך דין מקרקעין ייעוץ חינם,2026-05-04,0,1,0,11
עורך דין מקרקעין ייעוץ חינם,2026-05-05,0,2,0,11.5
עורך דין מקרקעין ייעוץ חינם,2026-05-06,0,2,0,12.5
עורך דין ניתוחים פלסטיים,2026-04-15,0,2,0,27.5
עורך דין ניתוחים פלסטיים,2026-04-17,0,1,0,24
עורך דין ניתוחים פלסטיים,2026-04-18,0,2,0,22.5
עורך דין ניתוחים פלסטיים,2026-04-20,0,1,0,24
עורך דין ניתוחים פלסטיים,2026-04-21,0,1,0,23
עורך דין ניתוחים פלסטיים,2026-04-22,0,2,0,25
עורך דין ניתוחים פלסטיים,2026-04-23,0,1,0,25
עורך דין ניתוחים פלסטיים,2026-04-25,0,1,0,24
עורך דין ניתוחים פלסטיים,2026-04-26,0,1,0,26
עורך דין סלקום,2026-04-20,0,2,0,59.5
עורך דין פלילי מומלץ בתל אביב,2026-04-18,0,1,0,38
עורך דין פלילי מומלץ בתל אביב,2026-04-19,0,1,0,36
עורך דין פלילי מומלץ בתל אביב,2026-04-21,0,1,0,35
עורך דין פלילי מומלץ בתל אביב,2026-04-23,0,2,0,36.5
עורך דין פלילי מומלץ בתל אביב,2026-04-25,0,1,0,37
עורך דין פלילי מומלץ בתל אביב,2026-04-26,0,1,0,37
עורך דין פלילי מומלץ בתל אביב,2026-04-28,0,1,0,33
עורך דין פלילי מומלץ בתל אביב,2026-04-29,0,3,0,37.666666666666664
עורך דין פלילי מומלץ בתל אביב,2026-04-30,0,1,0,35
עורך דין פלילי מומלץ בתל אביב,2026-05-02,0,1,0,35
עורך דין פלילי מומלץ בתל אביב,2026-05-03,0,1,0,37
עורך דין פלילי מפורסם,2026-05-08,0,1,0,58
עורך דין פלילי תל אביב,2026-04-15,0,1,0,79
עורך דין פלילי תל אביב,2026-04-20,0,2,0,75
עורך דין פלילי תל אביב,2026-04-22,0,2,0,78.5
עורך דין פלילי תל אביב,2026-04-27,0,2,0,79.5
עורך דין פלסטיקה,2026-04-15,0,2,0,29.5
עורך דין פלסטיקה,2026-04-17,0,1,0,27
עורך דין פלסטיקה,2026-04-18,0,1,0,25
עורך דין פלסטיקה,2026-04-19,0,1,0,26
עורך דין פלסטיקה,2026-04-21,0,1,0,25
עורך דין פלסטיקה,2026-04-22,0,2,0,25
עורך דין פלסטיקה,2026-04-24,0,1,0,23
עורך דין פלסטיקה,2026-04-25,0,1,0,22
עורך דין פלסטיקה,2026-04-26,0,1,0,26
עורך דין קייפטאון,2026-04-28,0,1,0,23
עורך דין קייפטאון,2026-04-29,0,1,0,12
עורך דין קייפטאון,2026-04-30,0,1,0,16
עורך דין קייפטאון,2026-05-01,0,1,0,16
עורך דין קייפטאון,2026-05-02,0,1,0,16
עורך דין קייפטאון,2026-05-03,0,1,0,18
עורך דין קייפטאון,2026-05-04,0,1,0,16
עורך דין קייפטאון,2026-05-05,0,1,0,28
עורך דין קייפטאון,2026-05-06,0,1,0,24
עורך דין קייפטאון,2026-05-07,0,1,0,19
עורך דין קייפטאון,2026-05-08,0,1,0,19
עורך דין קייפטאון,2026-05-09,0,1,0,19
עורך דין תביעות ייצוגיות,2026-05-04,0,1,0,74
עורך דין תביעות ייצוגיות,2026-05-08,0,1,0,85
עורך דין תביעות ייצוגיות,2026-05-10,0,1,0,74
עורך דין תובענות ייצוגיות,2026-05-08,0,1,0,84
עורך דין תובענות ייצוגיות,2026-05-09,0,1,0,77
עורך דין תובענות ייצוגיות,2026-05-10,0,1,0,77
עורכות דין,2026-04-29,0,1,0,62
עורכות דין,2026-05-06,0,2,0,50.5
עורכי,2026-04-29,0,1,0,27
עורכי דין,2026-04-15,0,1,0,13
עורכי דין,2026-04-16,0,2,0,13.5
עורכי דין,2026-04-17,0,5,0,13.4
עורכי דין,2026-04-18,0,5,0,18.6
עורכי דין,2026-04-19,0,1,0,13
עורכי דין,2026-04-20,0,2,0,14
עורכי דין,2026-04-21,0,1,0,24
עורכי דין,2026-05-02,0,2,0,60
עורכי דין,2026-05-05,0,3,0,27.333333333333332
עורכי דין,2026-05-06,0,2,0,13.5
עורכי דין,2026-05-07,0,1,0,13
עורכי דין,2026-05-08,0,1,0,41
עורכי דין במרכז,2026-04-29,0,1,0,28
עורכי דין בתל אביב,2026-04-19,0,1,0,85
עורכי דין לפי התמחות,2026-04-29,0,1,0,39
עורכי דין לפי התמחות,2026-05-01,0,1,0,16
עורכי דין לפי התמחות,2026-05-02,0,1,0,12
עורכי דין מומלצים,2026-04-16,0,1,0,20
עורכי דין מומלצים,2026-04-22,0,1,0,3
עורכי דין מומלצים,2026-04-23,0,1,0,35
עורכי דין מומלצים,2026-04-24,0,1,0,28
עורכי דין מומלצים,2026-04-28,0,1,0,25
עורכי דין מומלצים,2026-04-29,0,3,0,3.6666666666666665
עורכי דין מומלצים,2026-04-30,0,3,0,29
עורכי דין מומלצים,2026-05-05,0,1,0,20
עורכי דין מומלצים,2026-05-06,0,1,0,26
עורכי דין מומלצים,2026-05-07,0,2,0,22.5
עורכי דין מומלצים בגדרה,2026-04-21,0,1,0,73
עורכי דין מומלצים בתל אביב,2026-04-21,0,1,0,81
עורכי דין פליליים הטובים ביותר,2026-04-17,0,1,0,51
עורכי דין פליליים הטובים ביותר,2026-04-29,0,1,0,70
עורכי דין פליליים הכי טובים בארץ,2026-05-08,0,1,0,45
עורכי דין פליליים תל אביב,2026-04-20,0,1,0,67
עורכי דין קניין רוחני,2026-05-08,0,1,0,99
עורכת דין,2026-04-15,0,1,0,45
עורכת דין,2026-04-16,0,1,0,48
עורכת דין,2026-04-17,0,1,0,46
עורכת דין,2026-04-18,0,1,0,49
עורכת דין,2026-04-19,0,2,0,76.5
עורכת דין,2026-04-20,0,3,0,44.333333333333336
עורכת דין,2026-04-21,0,3,0,43
עורכת דין,2026-04-22,0,1,0,50
עורכת דין,2026-04-23,0,3,0,47.333333333333336
עורכת דין,2026-04-24,0,1,0,54
עורכת דין,2026-04-25,0,2,0,33
עורכת דין,2026-04-26,0,2,0,43.5
עורכת דין,2026-04-27,0,2,0,48
עורכת דין,2026-04-28,0,1,0,45
עורכת דין,2026-04-29,0,1,0,40
עורכת דין,2026-04-30,0,2,0,42.5
עורכת דין,2026-05-01,0,1,0,32
עורכת דין,2026-05-03,0,2,0,39.5
עזרה בניסוח כתב תביעה למזונות אישה וילדים,2026-04-25,0,1,0,63
עזרה בניסוח כתב תביעה למזונות אישה וילדים,2026-04-27,0,1,0,63
עזרה בניסוח כתב תביעה למזונות אישה וילדים,2026-04-28,0,1,0,62
עזרה בניסוח כתב תביעה למזונות אישה וילדים,2026-04-29,0,1,0,96
עידו דרויאן גמליאל,2026-04-15,0,1,0,29
עמדת סגל רשות ניירות ערך,2026-04-24,0,1,0,70
פגישת ייעוץ משפטי,2026-04-17,0,1,0,28
פגישת ייעוץ משפטי,2026-04-19,0,1,0,28
פגישת ייעוץ משפטי,2026-04-20,0,1,0,29
פגישת ייעוץ משפטי,2026-04-26,0,1,0,28
פגישת ייעוץ משפטי,2026-04-27,0,1,0,25
פגישת ייעוץ משפטי,2026-04-29,0,1,0,27
פגישת ייעוץ משפטי,2026-05-01,0,1,0,33
פגישת ייעוץ משפטי,2026-05-03,0,1,0,30
פגישת ייעוץ משפטי,2026-05-04,0,1,0,31
פגישת ייעוץ משפטי,2026-05-06,0,1,0,26
פגסוס פירוש,2026-04-17,0,1,0,38
פורום דיני עבודה,2026-04-25,0,1,0,60
פורום דיני עבודה,2026-04-29,0,1,0,59
פורום משפטי,2026-05-05,0,1,0,24
פורטוגל נכסים,2026-05-02,0,1,0,77
פורטוגל נכסים,2026-05-05,0,1,0,51
פירוק שותפות קורונה,2026-04-17,0,1,0,41
פלת,2026-05-10,0,1,0,88
פלתד,2026-04-26,0,1,0,30
פנס לנסיעה אחורנית,2026-05-02,0,1,0,65
פסקי דין נזיקין,2026-04-16,0,1,0,72
פקודת המשטרה,2026-04-18,0,1,0,38
פרודנטל,2026-04-21,0,1,0,50
צבי פרנקל,2026-04-29,0,1,0,38
צבי פרנקל,2026-05-02,0,1,0,59
צו הורות,2026-04-16,0,2,0,24.5
צו הורות,2026-04-23,0,4,0,29.5
צו הורות,2026-04-29,0,1,0,43
צו הורות,2026-04-30,0,4,0,37.25
צו הורות,2026-05-07,0,2,0,31
צו הורות פסיקתי,2026-04-16,0,1,0,45
צו הורות פסיקתי,2026-04-19,0,2,0,40.5
צו הורות פסיקתי,2026-04-21,0,1,0,45
צו הורות פסיקתי,2026-04-23,0,2,0,40
צו הורות פסיקתי,2026-04-26,0,2,0,36
צו הורות פסיקתי,2026-04-29,0,1,0,34
צו הורות פסיקתי,2026-04-30,0,2,0,37.5
צו הורות פסיקתי,2026-05-03,0,2,0,37
צו הורות פסיקתי,2026-05-05,0,1,0,36
צו הורות פסיקתי,2026-05-07,0,2,0,40
צו החלת המשפט,2026-04-17,0,1,0,28
צו סגירה לעסק ללא רישיון,2026-05-02,0,1,0,24
צו סגירה לעסקים,2026-05-02,0,1,0,21
צוואה לקונית,2026-04-17,0,1,0,29
צוואה לקונית,2026-05-08,0,1,0,10
צפלוהמטומה,2026-04-15,0,1,0,33
קביעות בשירות המדינה,2026-05-09,0,1,0,54
קו הפרדה מרוסק,2026-05-02,0,1,0,48
קו הפרדה רצוף כפול בצבע לבן,2026-04-23,0,1,0,70
קובי שליסל,2026-05-08,0,2,0,20.5
קיפוח זכות השימוש ברכב וידאו או סטילס,2026-05-04,0,3,0,65.33333333333333
קיצור של בית משפט,2026-04-22,0,1,0,68
קלטרה,2026-05-11,0,2,0,23.5
קנס אור אדום 4000 ש ח,2026-04-29,0,1,0,74
קנס אור אדום 4000 ש ח,2026-05-01,0,1,0,73
קנס אור אדום 4000 ש ח,2026-05-04,0,1,0,73
קנס אור אדום 4000 ש ח,2026-05-07,0,1,0,69
קנס אור אדום 4000 ש ח,2026-05-09,0,1,0,71
קנס אור אדום 4000 ש ח,2026-05-10,0,1,0,73
רועי פוליאק,2026-04-29,0,1,0,89
רופאים בעלי רישיון ותחומי מומחיותם,2026-04-18,0,1,0,18
רופאים המורשים לעסוק ברפואה,2026-04-29,0,1,0,45
רוקחים בעלי רישיון,2026-04-16,0,2,0,7.5
רוקחים בעלי רישיון,2026-04-29,0,2,0,8.5
רותם ישראל מוצא,2026-04-29,0,1,0,78
רישיון 03,2026-04-30,0,1,0,4
רישיון 03,2026-05-04,0,1,0,10
רישיון נהיגה 2020,2026-05-03,0,1,0,66
רישיונות רופאים משרד הבריאות,2026-04-24,0,2,0,19.5
רכב שניתנה עליו הודעת אי שימוש ברכב הורדה מהכביש,2026-04-28,0,1,0,43
רכב שניתנה עליו הודעת אי שימוש ברכב הורדה מהכביש,2026-05-03,0,1,0,51
רכב שניתנה עליו הודעת אי שימוש ברכב הורדה מהכביש,2026-05-04,0,1,0,48
רכב שניתנה עליו הודעת אי שימוש ברכב הורדה מהכביש,2026-05-05,0,2,0,49
רכב שניתנה עליו הודעת אי שימוש ברכב הורדה מהכביש,2026-05-09,0,1,0,47
רעות קסלר,2026-04-24,0,1,0,3
רעות קסלר,2026-04-27,0,1,0,4
רעות קסלר,2026-04-28,0,1,0,3
רעות קסלר,2026-04-29,0,4,0,3.25
רפי ברום,2026-04-29,0,1,0,37
רפי מזרחי תביעות,2026-04-23,0,1,0,26
רשות לניירות ערך,2026-04-19,0,1,0,40
רשות ניירות ערך,2026-04-18,0,1,0,55
רשות ניירות ערך,2026-04-26,0,1,0,55
רשות ניירות ערך,2026-04-29,0,1,0,51
רשות ניירות ערך,2026-05-02,0,1,0,66
רשות ניירות ערך טלפון,2026-04-17,0,1,0,10
רשות ניירות ערך טלפון,2026-04-29,0,1,0,16
רשות ניירות ערך מחלקת תאגידים,2026-04-16,0,1,0,2
רשות ניירות ערך מחלקת תאגידים,2026-04-30,0,1,0,11
רשות ניירות ערך מחלקת תאגידים,2026-05-03,0,1,0,8
רשות ניירות ערך מחלקת תאגידים,2026-05-06,0,1,0,2
רשות ניירות ערך מחלקת תאגידים,2026-05-07,0,1,0,11
רשות ניירות ערך מחלקת תאגידים,2026-05-11,0,1,0,2
רשות ניירות ערך פניות הציבור,2026-04-25,0,1,0,30
רשות ניע,2026-04-20,0,1,0,50
רשימת עבירות תנועה,2026-04-20,0,1,0,97
רשלנות רפואית בטיפול,2026-04-15,0,1,0,74
רשלנות רפואית בטיפול,2026-04-16,0,1,0,80
רשלנות רפואית בטיפול,2026-04-17,0,1,0,78
רשלנות רפואית בטיפול,2026-04-18,0,1,0,81
רשלנות רפואית בטיפול,2026-04-19,0,1,0,83
רשלנות רפואית בטיפול,2026-04-20,0,1,0,78
רשלנות רפואית בטיפול,2026-04-21,0,1,0,61
רשלנות רפואית בטיפול,2026-04-22,0,1,0,46
רשלנות רפואית בטיפול,2026-04-23,0,1,0,37
רשלנות רפואית בניתוח פלסטי,2026-04-15,0,1,0,58
רשלנות רפואית בניתוח פלסטי,2026-04-19,0,1,0,21
רשלנות רפואית בניתוח פלסטי,2026-04-22,0,1,0,32
רשלנות רפואית הגדרה,2026-04-19,0,2,0,24
רשלנות רפואית הגדרה,2026-04-20,0,1,0,36
רשלנות רפואית כירורגיה,2026-04-23,0,1,0,20
רשלנות רפואית כירורגיה,2026-04-24,0,1,0,22
רשלנות רפואית פלסטיקה,2026-04-19,0,3,0,68
רשלנות רפואית פלסטיקה,2026-04-26,0,1,0,71
שבועת השוטר,2026-05-06,0,1,0,4
שגיא שיף,2026-04-25,0,1,0,33
שי עקביא ווזנר,2026-04-20,0,1,0,46
שירות לאומי בפרקליטות,2026-04-16,0,1,0,55
שירותי עורכי דין,2026-05-01,0,2,0,36
שירותים משפטיים ורגולטוריים,2026-05-01,0,1,0,50
שכר ממוצע באוקראינה,2026-05-03,0,1,0,84
שלילת רישיון רופא,2026-04-16,0,2,0,2
שלילת רשיון הרופא של ד״ר גיל יוסף שחר,2026-04-18,0,1,0,45
שלילת רשיון הרופא של ד״ר גיל יוסף שחר,2026-04-19,0,2,0,33
שלם וסע צריפין,2026-04-17,0,1,0,51
שרה קנדלר,2026-04-20,0,1,0,49
תביעה ביטוח חובה,2026-04-29,0,1,0,74
תביעה ביטוח חובה,2026-05-02,0,1,0,100
תביעה ייצוגית סירוב לבטל מנוי,2026-04-28,0,1,0,86
תביעה ייצוגית סירוב לבטל מנוי,2026-04-30,0,1,0,90
תביעה למזונות,2026-04-16,0,1,0,69
תביעה למזונות,2026-04-17,0,1,0,59
תביעה למזונות,2026-04-18,0,1,0,60
תביעה למזונות,2026-04-19,0,1,0,60
תביעה למזונות,2026-04-20,0,5,0,63
תביעה למזונות,2026-04-21,0,1,0,62
תביעה למזונות,2026-04-22,0,1,0,62
