row_id,lane,source_id,cluster,priority,current_url,secondary_url,target_url_or_hub,role_or_topic,decision_status,readiness_status,traffic_risk,gsc_clicks,gsc_impressions,content_quality_score,source_legal_status,internal_link_status,url_action_status,next_step,blocked_actions,notes
MEDD-205,URL_MIGRATION_MAP,8498,medical-malpractice,P0,http://jus-tice.co.il/psakdin/20-%D7%98%D7%99%D7%A4%D7%99%D7%9D-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,20-טיפים-למניעת-רשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,20 טיפים למניעת רשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-206,URL_MIGRATION_MAP,8456,medical-malpractice,P0,http://jus-tice.co.il/%D7%AA%D7%90-79092-12-20-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,תא-79092-12-20-רשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,פס”ד דחיית תביעה להטבת נזקי גוף שיסודה בטענה לרשלנות רפואית (ת”א 79092-12-20),TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-207,URL_MIGRATION_MAP,8451,medical-malpractice,P1,http://jus-tice.co.il/%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%A7%D7%A8%D7%A4%D7%9C/,מדינת-ישראל-נ-קרפל,,רופא מרדים שנאשם בעבירה של ניסיון לרצח (תפ”ח 60221-07-21),NEEDS_EDITORIAL_SLUG_MAPPING,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-208,URL_MIGRATION_MAP,8402,medical-malpractice,P0,http://jus-tice.co.il/%D7%9E%D7%A1%D7%9E%D7%9B%D7%99%D7%9D-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D-%D7%9C%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,מסמכים-חשובים-לתביעת-רשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,מסמכים חשובים לתביעת רשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-209,URL_MIGRATION_MAP,8400,medical-malpractice,P0,http://jus-tice.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9E%D7%94%D7%9C%D7%9A-%D7%94%D7%A8%D7%99%D7%95%D7%9F-%D7%95%D7%9C%D7%99%D7%93%D7%94-%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%93%D7%91%D7%A8%D7%99%D7%9D-%D7%A9%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%93%D7%A2%D7%AA/,רשלנות-רפואית-במהלך-הריון-ולידה-רשימת-דברים-שכדאי-לדעת,https://jus-tice.co.il/medical-malpractice-lawyer/,רשלנות רפואית במהלך הריון ולידה רשימת דברים שכדאי לדעת,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-210,URL_MIGRATION_MAP,8396,medical-malpractice,P0,http://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%99%D7%9D-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A7%D7%A1%D7%9D-%D7%90%D7%AA-%D7%94%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,טיפים-כיצד-למקסם-את-הפיצויים-בתביעת-רשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,טיפים כיצד למקסם את הפיצויים בתביעת רשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-211,URL_MIGRATION_MAP,8367,medical-malpractice,P0,http://jus-tice.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%94%D7%99%D7%AA-%D7%97%D7%95%D7%9C%D7%99%D7%9D/,רשלנות-רפואית-בהית-חולים,https://jus-tice.co.il/medical-malpractice-lawyer/,רשלנות רפואית בבית חולים,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-212,URL_MIGRATION_MAP,8349,medical-malpractice,P0,http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,חוק-רשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,חוק רשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-213,URL_MIGRATION_MAP,8346,medical-malpractice,P0,http://jus-tice.co.il/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA-%D7%9C%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,מקרי-רשלנות-רפואית-בישראל-דוגמאות-לרשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,מקרי רשלנות רפואית בישראל | דוגמאות לרשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-214,URL_MIGRATION_MAP,8321,medical-malpractice,P0,http://jus-tice.co.il/%D7%9E%D7%94-%D7%9C%D7%A2%D7%A9%D7%95%D7%AA-%D7%93%D7%91%D7%A8-%D7%A8%D7%90%D7%A9%D7%95%D7%9F-%D7%90%D7%9D-%D7%A0%D7%A4%D7%92%D7%A2%D7%AA-%D7%9E%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,מה-לעשות-דבר-ראשון-אם-נפגעת-מרשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,מה לעשות דבר ראשון אם נפגעת מרשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-215,URL_MIGRATION_MAP,8318,medical-malpractice,P1,http://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%A8%D7%95%D7%A4%D7%90-%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%95%D7%97%D7%95%D7%91%D7%95%D7%AA%D7%99%D7%95-%D7%94%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99%D7%95%D7%AA/,מהו-רופא-מה-תפקידו-וחובותיו-המקצועיות,,מהו רופא מה תפקידו וחובותיו המקצועיות,NEEDS_EDITORIAL_SLUG_MAPPING,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-216,URL_MIGRATION_MAP,8295,medical-malpractice,P0,http://jus-tice.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%95%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%9D-%D7%A9%D7%9C-%D7%A2%D7%93%D7%99%D7%9D-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%9B%D7%99%D7%A6%D7%93-%D7%A2%D7%93%D7%95%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%99%D7%9B%D7%95%D7%9C%D7%94-%D7%9C%D7%A2%D7%96%D7%95%D7%A8-%D7%9C%D7%A7%D7%95%D7%A8%D7%91%D7%A0%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%9C%D7%97%D7%A4%D7%A9-%D7%A6%D7%93%D7%A7/,רשלנות-רפואית-ותפקידם-של-עדים-מומחים-כיצד-עדות-מומחים-יכולה-לעזור-לקורבנות-רשלנות-לחפש-צדק,https://jus-tice.co.il/medical-malpractice-lawyer/,רשלנות רפואית ותפקידם של עדים מומחים: כיצד עדות מומחים יכולה לעזור לקורבנות רשלנות לחפש צדק,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-217,URL_MIGRATION_MAP,8292,medical-malpractice,P0,http://jus-tice.co.il/%D7%94%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA-%D7%94%D7%A0%D7%A1%D7%AA%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%9B%D7%99%D7%A6%D7%93-%D7%9E%D7%98%D7%95%D7%A4%D7%9C%D7%99%D7%9D-%D7%95%D7%9E%D7%A9%D7%A4%D7%97%D7%95%D7%AA-%D7%9E%D7%95%D7%A9%D7%A4%D7%A2%D7%99%D7%9D-%D7%9E%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A9%D7%9C-%D7%AA%D7%A2%D7%A9%D7%99%D7%99%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA/,העלויות-הנסתרות-של-רשלנות-רפואית-כיצד-מטופלים-ומשפחות-מושפעים-מרשלנות-של-תעשיית-הבריאות,https://jus-tice.co.il/medical-malpractice-lawyer/,העלויות הנסתרות של רשלנות רפואית: כיצד מטופלים ומשפחות מושפעים מרשלנות של תעשיית הבריאות,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-218,URL_MIGRATION_MAP,8273,medical-malpractice,P1,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99/,עורך-דין-רשלנות-בניתוח-פלסטי-המלצות-עוד-רשלנות-ניתוח-פלסטי,,עורך דין רשלנות בניתוח פלסטי | המלצות עו”ד רשלנות ניתוח פלסטי,NEEDS_EDITORIAL_SLUG_MAPPING,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-219,URL_MIGRATION_MAP,8271,medical-malpractice,P0,http://jus-tice.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%90%D7%91%D7%97%D7%95%D7%9F-%D7%A9%D7%92%D7%95%D7%99/,רשלנות-רפואית-אבחון-שגוי,https://jus-tice.co.il/medical-malpractice-lawyer/,רשלנות רפואית אבחון שגוי,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-220,URL_MIGRATION_MAP,8269,medical-malpractice,P0,http://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,סוגי-רשלנות-רפואית,https://jus-tice.co.il/medical-malpractice-lawyer/,סוגי רשלנות רפואית,TARGET_SLUG_CONFLICT_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED;duplicate_target_slug
MEDD-221,URL_MIGRATION_MAP,8142,medical-malpractice,P1,http://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99%D7%9D-%D7%A9%D7%95%D7%A0%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A8%D7%95%D7%A4%D7%90%D7%99%D7%9D/,סוגים-שונים-של-רופאים,,מהם הסוגים השונים של רופאים?,NEEDS_EDITORIAL_SLUG_MAPPING,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-222,URL_MIGRATION_MAP,8128,medical-malpractice,P1,http://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,רשימת-מומחים-רפואיים-לבית-משפט-מתעדכן,,רשימת מומחים רפואיים לבית משפט מתעדכן | חוות דעת רפואית משפטית 2023,NEEDS_EDITORIAL_SLUG_MAPPING,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-223,URL_MIGRATION_MAP,7964,medical-malpractice,P1,http://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%97%D7%99%D7%94-%D7%96%D7%A0%D7%93%D7%91%D7%A8%D7%92-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D/,השופטת-חיה-זנדברג-פסד-בתביעה-לפיצויים,https://jus-tice.co.il/birth-malpractice/,השופטת חיה זנדברג: פס”ד בתביעה לפיצויים בגין נזקי גוף בטענה לרשלנות לאחר לידה (ת”א 58449-02-18),PROPOSED_ENGLISH_SLUG_NEEDS_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-224,URL_MIGRATION_MAP,7674,medical-malpractice,P1,http://jus-tice.co.il/decision39696-06-16/,decision39696-06-16,https://jus-tice.co.il/decision39696-06-16/,"פיצוי של 4,330,162 ₪ בגין רשלנות רפואית בטיפול ביילוד (היפוגליקמיה) ובהדרכת האם להנקתו ולהזנתו (ת”א 39696-06-16)",KEEP_CURRENT_CLEAN_SLUG,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
MEDD-225,URL_MIGRATION_MAP,7671,medical-malpractice,P1,http://jus-tice.co.il/decision33954-04-20/,decision33954-04-20,https://jus-tice.co.il/decision33954-04-20/,"פס”ד תביעת רשלנות שהוגשה כנגד עורכי דין על סך של 1,796,494 ₪ (ת”א 33954-04-20)",KEEP_CURRENT_CLEAN_SLUG,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,UNKNOWN,UNKNOWN,,NEEDS_SOURCE_AUDIT_BEFORE_CONTENT_REWRITE,YES_AFTER_APPROVAL,redirect=YES_AFTER_APPROVAL; canonical=YES_AFTER_APPROVAL; sitemap=YES_AFTER_APPROVAL,"Keep as planning row only until GSC, owner approval, and redirect plan are complete",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,PUBLIC_REST_URL_MAP_V1;NO_URL_CHANGE_EXECUTED
