query,clicks_12m,impressions_12m,ctr_12m,position_12m,ranking_page_count,top_page,top_page_clicks,competing_pages,cannibalization_flag,branded_flag,money_keyword_flag
פגיעה בפרטיות פיצוי ללא הוכחת נזק,0,253,0.00%,71.9,1,https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%9B%D7%A1%D7%A4%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A6%D7%A4%D7%99%D7%99%D7%94-%D7%95%D7%9E%D7%97%D7%99%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A4%D7%A8%D7%99%D7%98%D7%99%D7%9D-%D7%9E%D7%94%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%9C%D7%9C%D7%90-%D7%A8%D7%A9%D7%95%D7%AA/,0,,FALSE,FALSE,FALSE
פגיעה בפרטיות פסקי דין,0,1,0.00%,38.0,1,https://jus-tice.co.il/69430-06-20/,0,,FALSE,FALSE,FALSE
פגיעה בשם טוב,0,2,0.00%,76.0,2,https://jus-tice.co.il/%D7%98%D7%A2%D7%A0%D7%95%D7%AA-%D7%9E%D7%A7%D7%93%D7%9E%D7%99%D7%95%D7%AA-%D7%91%D7%A7%D7%95%D7%91%D7%9C%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%AA-%D7%91%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%9C%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2/,0,https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%91%D7%A7%D7%91%D7%95%D7%A6%D7%AA/,TRUE,FALSE,FALSE
פגיעה בתינוק בזמן לידת מלקחיים,0,19,0.00%,51.8,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,0,https://jus-tice.co.il/birth-injury/,TRUE,FALSE,FALSE
פגיעה מינית בילדים וקטינים,0,110,0.00%,54.1,3,https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A9%D7%9C-%D7%90%D7%99%D7%A9%D7%94-%D7%9C%D7%A7%D7%91%D7%9C-%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%9E%D7%91%D7%9F-%D7%96%D7%95%D7%92%D7%94-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%91%D7%A9%D7%9C-%D7%AA%D7%99%D7%A2%D7%95%D7%93-%D7%90%D7%99%D7%A0%D7%98%D7%99%D7%9E%D7%99-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%9E%D7%A6%D7%9C%D7%9E%D7%95%D7%AA-%D7%A9%D7%94%D7%AA%D7%A7%D7%99%D7%9F-%D7%91%D7%93%D7%99%D7%A8%D7%AA%D7%94-%D7%AA%D7%9C%D7%94%D7%9E-47127-07-21/ | https://jus-tice.co.il/articles/%D7%AA%D7%A7%D7%A6%D7%99%D7%A8-%D7%94%D7%93%D7%95%D7%97-%D7%A2%D7%9C-%D7%99%D7%99%D7%A9%D7%95%D7%9D-%D7%94%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E/,TRUE,FALSE,FALSE
פגיעה עצבית ביד אחוזי נכות,0,1,0.00%,64.0,1,https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956/,0,,FALSE,FALSE,FALSE
פגיעה שורשית אחוזי נכות,0,2,0.00%,62.0,1,https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956/,0,,FALSE,FALSE,FALSE
פגיעה+בלידה,0,17,0.00%,29.1,1,https://jus-tice.co.il/birth-injury/,0,,FALSE,FALSE,FALSE
פגיעות סייבר,0,26,0.00%,33.8,1,https://jus-tice.co.il/what-is-cyberattack/,0,,FALSE,FALSE,FALSE
פגישה בשגרירות פורטוגל,0,13,0.00%,75.3,1,https://jus-tice.co.il/portugal-relocation/,0,,FALSE,FALSE,FALSE
פגישת ייעוץ משפטי,0,17,0.00%,34.6,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/lawyer-referral-service/,TRUE,FALSE,FALSE
פגישת ייעוץ עורך דין מחיר,0,81,0.00%,18.9,3,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,https://jus-tice.co.il/how-much-does-a-lawyer-cost/ | https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,TRUE,FALSE,TRUE
"פגישת מהו""ת תקנות",0,1,0.00%,47.0,1,https://jus-tice.co.il/psakdin/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A1%D7%93%D7%A8-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99-%D7%94%D7%AA%D7%A9%D7%A2%D7%97-2018/,0,,FALSE,FALSE,FALSE
פגישת מהות,0,1,0.00%,87.0,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
פגישת מהות ביחידת הסיוע,0,12,0.00%,50.7,1,https://jus-tice.co.il/request-for-family-dispute-settlements/,0,,FALSE,FALSE,FALSE
פגישת מהות בענייני משפחה,0,5,0.00%,53.4,1,https://jus-tice.co.il/request-for-family-dispute-settlements/,0,,FALSE,FALSE,FALSE
פגישת מהות גירושין,0,11,0.00%,78.5,1,https://jus-tice.co.il/divorce-with-consent/,0,,FALSE,FALSE,FALSE
פגישת מהות ראשונה,0,5,0.00%,46.2,1,https://jus-tice.co.il/request-for-family-dispute-settlements/,0,,FALSE,FALSE,FALSE
פגסוס nso,0,16,0.00%,43.8,1,https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%A1%D7%95%D7%A1-nso-%D7%9E%D7%A1%D7%A7%D7%A0%D7%95%D7%AA-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%A8%D7%A8%D7%99-%D7%9E%D7%9E%D7%A6%D7%90%D7%99-%D7%A6%D7%95%D7%95%D7%AA-%D7%94%D7%91%D7%93/,0,,FALSE,FALSE,FALSE
פגסוס מלון באילת,0,1,0.00%,62.0,1,https://jus-tice.co.il/psakdin/%D7%90%D7%99-%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%94%D7%91%D7%A8%D7%97%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%A0%D7%99%D7%9D-%D7%9E%D7%90%D7%99%D7%9C%D7%AA-%D7%9C%D7%9C%D7%90-%D7%9E%D7%A2%D7%9E/,0,,FALSE,FALSE,FALSE
פגסוס משטרה,0,18,0.00%,58.2,1,https://jus-tice.co.il/articles/%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A9%D7%99%D7%9E%D7%95%D7%A9-%D7%91%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%A4%D7%92%D7%A1%D7%95%D7%A1-%D7%9C%D7%9C%D7%90-%D7%A6%D7%95-%D7%A9/,0,,FALSE,FALSE,FALSE
פגסוס סייבר,0,1,0.00%,48.0,1,https://jus-tice.co.il/articles/%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A9%D7%99%D7%9E%D7%95%D7%A9-%D7%91%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%A4%D7%92%D7%A1%D7%95%D7%A1-%D7%9C%D7%9C%D7%90-%D7%A6%D7%95-%D7%A9/,0,,FALSE,FALSE,FALSE
פגסוס פירוש,0,1,0.00%,38.0,1,https://jus-tice.co.il/articles/%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A9%D7%99%D7%9E%D7%95%D7%A9-%D7%91%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%A4%D7%92%D7%A1%D7%95%D7%A1-%D7%9C%D7%9C%D7%90-%D7%A6%D7%95-%D7%A9/,0,,FALSE,FALSE,FALSE
פגע וברח ביקורת,0,2,0.00%,93.0,1,https://jus-tice.co.il/foreign_legal_opinion/,0,,FALSE,FALSE,FALSE
פגע וברח חוות דעת,0,9,0.00%,89.0,1,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%90%D7%A1%D7%A8-%D7%A4%D7%92%D7%A2-%D7%95%D7%91%D7%A8%D7%97-%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,,FALSE,FALSE,FALSE
פגע וברח עונש,0,898,0.00%,62.2,1,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%90%D7%A1%D7%A8-%D7%A4%D7%92%D7%A2-%D7%95%D7%91%D7%A8%D7%97-%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,,FALSE,FALSE,FALSE
פגראטי,0,43,0.00%,30.8,1,https://jus-tice.co.il/investing-in-greece-real-estate/,0,,FALSE,FALSE,FALSE
פגראטי אתונה,0,5,0.00%,41.4,1,https://jus-tice.co.il/investing-in-greece-real-estate/,0,,FALSE,FALSE,FALSE
פגרת בתי המשפט 2017 תאריכים,0,20,0.00%,37.1,1,https://jus-tice.co.il/description-and-structure-of-the-ministry-of-justice/,0,,FALSE,FALSE,FALSE
פדיון הודעה מוקדמת,0,3,0.00%,39.3,1,https://jus-tice.co.il/notice-of-termination/,0,,FALSE,FALSE,FALSE
פואד חיר,0,1,0.00%,57.0,1,https://jus-tice.co.il/%D7%AA%D7%90-16763-09-21%D7%9E%D7%95%D7%98%D7%99%D7%A2%D7%99-%D7%A0-%D7%A1%D7%A4%D7%A6%D7%99%D7%A7-%D7%A8%D7%99%D7%91%D7%A7-%D7%95%D7%90%D7%97/,0,,FALSE,FALSE,FALSE
פוזיטיביזם משפטי,0,143,0.00%,18.6,2,https://jus-tice.co.il/jurisprudence/,0,https://jus-tice.co.il/philosophy-of-law/,TRUE,FALSE,FALSE
פוטנציאל גבוה לצפייה ישירה טלגרם,0,2,0.00%,37.0,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F/,0,https://jus-tice.co.il/drug-offenses-criminal-lawyer/,TRUE,FALSE,FALSE
פוטנציאל השתכרות,0,1,0.00%,92.0,1,https://jus-tice.co.il/decision60567-12-21/,0,,FALSE,FALSE,FALSE
פולוס מירית,0,2,0.00%,57.5,1,https://jus-tice.co.il/court-judge/,0,,FALSE,FALSE,FALSE
פולי ai,0,4,0.00%,66.3,1,https://jus-tice.co.il/ai-lawyer-ranking/,0,,FALSE,FALSE,FALSE
פולין דיקטטורה,0,1,0.00%,48.0,1,https://jus-tice.co.il/poland-lawyers/,0,,FALSE,FALSE,FALSE
פולין השקעות,0,1,0.00%,97.0,1,https://jus-tice.co.il/golden-visa/,0,,FALSE,FALSE,FALSE
פולין נגד מולדובה,0,1,0.00%,43.0,1,https://jus-tice.co.il/golden-visa/,0,,FALSE,FALSE,FALSE
פולין עורך דין,0,330,0.00%,27.4,8,https://jus-tice.co.il/criminal-defense-attorney/,0,https://jus-tice.co.il/find-lawyer/ | https://jus-tice.co.il/legal-clinic/ | https://jus-tice.co.il/malta-lawyers/,TRUE,FALSE,TRUE
פולינוירופתיה נכות ביטוח לאומי,0,5,0.00%,36.2,1,https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956/,0,,FALSE,FALSE,FALSE
פוליסה תקנית דירה,0,336,0.00%,55.4,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת אובדן כושר עבודה,0,4,0.00%,63.8,1,https://jus-tice.co.il/income-protection-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח אובדן כושר עבודה,0,60,0.00%,50.6,1,https://jus-tice.co.il/income-protection-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח דירה,0,402,0.00%,57.0,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח דירה מבנה ותכולה,0,10,0.00%,62.1,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח דירה תקנית,0,25,0.00%,88.2,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח מבנה דירה,0,7,0.00%,71.1,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח סייבר,0,287,0.00%,38.2,1,https://jus-tice.co.il/cyber-insurance/,0,,FALSE,FALSE,FALSE
פוליסת ביטוח תכולת דירה,0,6,0.00%,76.3,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת דירה,0,344,0.00%,62.6,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
פוליסת דירה תקנית,0,8,0.00%,55.6,1,https://jus-tice.co.il/home-insurance/,0,,FALSE,FALSE,FALSE
"פוליסת חיסכון מסלול נדל""ן",0,1,0.00%,82.0,1,https://jus-tice.co.il/articles/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-2025-%D7%9B%D7%9C-%D7%9E%D7%94-%D7%A9%D7%A6%D7%A8%D7%99%D7%9A-%D7%9C%D7%93%D7%A2%D7%AA/,0,,FALSE,FALSE,FALSE
פוליסת סייבר,0,176,0.00%,70.4,1,https://jus-tice.co.il/cyber-insurance/,0,,FALSE,FALSE,FALSE
פולנית עסקית,0,50,0.00%,83.4,1,https://jus-tice.co.il/poland-lawyers/,0,,FALSE,FALSE,FALSE
פונדקאות ביהדות,0,2,0.00%,64.0,1,https://jus-tice.co.il/family-law/page/2,0,,FALSE,FALSE,FALSE
פונוגרפיה באינטרנט,0,2,0.00%,35.0,1,https://jus-tice.co.il/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%95%D7%A8%D7%A0%D7%95%D7%92%D7%A8%D7%A4%D7%99%D7%99%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,0,,FALSE,FALSE,FALSE
פונט עברי ערבי להורדה,0,24,0.00%,81.0,1,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%A0%D7%92%D7%A8%D7%A8%D7%AA-%D7%9C%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D-%D7%AA%D7%90-38003-03-19/,0,,FALSE,FALSE,FALSE
פונקציית sinc,0,4,0.00%,9.0,1,https://jus-tice.co.il/search-engine-optimization/,0,,FALSE,FALSE,FALSE
פוסט טראומה רישיון נהיגה,0,199,0.00%,43.9,1,https://jus-tice.co.il/standards-of-medical-fitness-to-drive/,0,,FALSE,FALSE,FALSE
פוסט פשע,0,7,0.00%,18.9,1,https://jus-tice.co.il/crime/,0,,FALSE,FALSE,FALSE
פוסט קורונה עייפות,0,25,0.00%,86.4,1,https://jus-tice.co.il/research-report-n156-persistent-symptoms/,0,,FALSE,FALSE,FALSE
פוסט. פשע,0,9,0.00%,11.2,1,https://jus-tice.co.il/crime/,0,,FALSE,FALSE,FALSE
פוסטה יפו היום,0,1,0.00%,80.0,1,https://jus-tice.co.il/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,0,,FALSE,FALSE,FALSE
פוסטה מבזקים פלילי,0,1,0.00%,48.0,1,https://jus-tice.co.il/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,0,,FALSE,FALSE,FALSE
פוסטה עפולה פלילי,0,1,0.00%,56.0,1,https://jus-tice.co.il/israel-crime-statistics/,0,,FALSE,FALSE,FALSE
פוסטה פלילי תל אביב,0,1,0.00%,50.0,1,https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A8%D7%90%D7%A9%D7%95%D7%A0%D7%99-%D7%9C%D7%A2%D7%A6%D7%95%D7%A8-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D/,0,,FALSE,FALSE,FALSE
פוסטה פשע חדשות היום,0,1,0.00%,40.0,1,https://jus-tice.co.il/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,0,,FALSE,FALSE,FALSE
פוקוס חקירות,0,32,0.00%,39.5,1,https://jus-tice.co.il/fbi-cyber-division/,0,,FALSE,FALSE,FALSE
פוקטוגל,0,18,0.00%,58.4,3,https://jus-tice.co.il/portugal-economy/,0,https://jus-tice.co.il/portugal/ | https://jus-tice.co.il/portuguese-people/,TRUE,FALSE,FALSE
פוקס ג'ינסים,0,2,0.00%,93.5,1,https://jus-tice.co.il/about-usa/,0,,FALSE,FALSE,FALSE
פוקס נאמן,0,13,0.00%,16.2,1,https://jus-tice.co.il/herzog-fox-neeman/,0,,FALSE,FALSE,FALSE
פוקס נאמן עורכי דין,0,4,0.00%,12.0,1,https://jus-tice.co.il/herzog-fox-neeman/,0,,FALSE,FALSE,TRUE
פוקס צ'ק פוסט,0,1,0.00%,43.0,1,https://jus-tice.co.il/chambers-and-partners/,0,,FALSE,FALSE,FALSE
פוראקס,0,116,0.00%,39.7,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,,FALSE,FALSE,FALSE
פורום אזרחות גרמנית,0,10,0.00%,38.2,1,https://jus-tice.co.il/german-passport/,0,,FALSE,FALSE,FALSE
פורום בחינות לשכת עורכי הדין,0,27,0.00%,33.6,2,https://jus-tice.co.il/american-bar-association/,0,https://jus-tice.co.il/bar-exam-worldwide/,TRUE,FALSE,FALSE
"פורום ביטוח בריאות לרילוקיישן שהייה ארוכה בחו""ל",0,14,0.00%,25.9,2,https://jus-tice.co.il/australia-lawyers/,0,https://jus-tice.co.il/portugal-relocation/,TRUE,FALSE,FALSE
פורום ביטוח בריאות לרילוקיישן שהייה ארוכה בחול,0,11,0.00%,18.3,2,https://jus-tice.co.il/australia-lawyers/,0,https://jus-tice.co.il/portugal-relocation/,TRUE,FALSE,FALSE
פורום בלתי נאות,0,3,0.00%,15.7,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום בניית אתרים,0,42,0.00%,62.1,2,https://jus-tice.co.il/%D7%91%D7%A0%D7%99%D7%99%D7%AA-%D7%90%D7%AA%D7%A8%D7%99%D7%9D/,0,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,TRUE,FALSE,FALSE
פורום בעיות זיכרון בקרב מבוגרים,0,6,0.00%,25.8,1,https://jus-tice.co.il/research-report-n156-persistent-symptoms/,0,,FALSE,FALSE,FALSE
פורום בתי המשפט,0,1,0.00%,99.0,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום בתי משפט,0,32,0.00%,75.6,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום גירושים,0,38,0.00%,51.3,2,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום גירושין ודיני משפחה,0,73,0.00%,64.2,3,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/,0,https://jus-tice.co.il/family-law/ | https://jus-tice.co.il/online-family-law-services/,TRUE,FALSE,FALSE
פורום גירושין ומשפחה,0,7,0.00%,81.6,2,https://jus-tice.co.il/online-family-law-services/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום גישור גירושין,0,157,0.00%,58.0,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום דין וצדק,0,6,0.00%,31.3,1,https://jus-tice.co.il/what-is-justice/,0,,FALSE,FALSE,FALSE
פורום דיני ביטוח,0,2,0.00%,56.5,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום דיני בנקאות,0,9,0.00%,49.4,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום דיני מיסים,0,3,0.00%,34.0,1,https://jus-tice.co.il/top-global-tax-cpa-firms/,0,,FALSE,FALSE,FALSE
