query,total_clicks,total_impressions,avg_position,page_count,best_page,best_page_clicks,best_page_impressions,second_page,second_page_clicks,third_page,risk_level
קורונה תקנות,0,81,66.8,3,https://jus-tice.co.il/labor_law/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%92%D7%91%D7%9C%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-%D7%94%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D-%D7%91%D7%9E%D7%A7%D7%95%D7%9D/,0,9,https://jus-tice.co.il/psakdin/%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%91%D7%92%D7%A6-%D7%A7%D7%95%D7%91%D7%A2-%D7%A6%D7%95-%D7%91%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%9B%D7%A0%D7%92%D7%93-%D7%AA/,0,https://jus-tice.co.il/psakdin/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A9%D7%A2%D7%AA-%D7%97%D7%99%D7%A8%D7%95%D7%9D-%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%97%D7%93%D7%A9-%D7%94%D7%92%D7%91/,LOW
רילוקיישן לאנטיגואה וברבודה,0,81,3.2,2,https://jus-tice.co.il/antigua-and-barbuda-lawyers/,0,68,https://jus-tice.co.il/portuguese-people/,0,,LOW
רילוקיישן לסנט לוסיה,0,81,24.5,4,https://jus-tice.co.il/golden-visa/,0,69,https://jus-tice.co.il/international-litigation/,0,https://jus-tice.co.il/low-value-invest-abroad/,LOW
רצח בנסיבות מחמירות,0,81,58.3,2,https://jus-tice.co.il/%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%9F-70-%D7%9E%D7%94%D7%A8%D7%A6%D7%9C%D7%99%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%A8%D7%A6%D7%97-%D7%91%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%9E%D7%97%D7%9E%D7%99%D7%A8%D7%95%D7%AA/,0,63,https://jus-tice.co.il/murder-in-united-states-law/,0,,LOW
שערוך דמי מזונות,0,81,76.2,3,https://jus-tice.co.il/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%94%D7%90%D7%9D-%D7%9C%D7%A4%D7%99-%D7%A6%D7%A8%D7%99%D7%9B%D7%94-%D7%91%D7%A4%D7%95%D7%A2%D7%9C-%D7%90%D7%95-%D7%A2%D7%A8%D7%9A-%D7%A9%D7%95%D7%9C%D7%99/,0,1,https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,0,https://jus-tice.co.il/articles/%D7%97%D7%95%D7%91%D7%AA-%D7%94%D7%90%D7%91-%D7%91%D7%9E%D7%93%D7%95%D7%A8-%D7%99%D7%9C%D7%93%D7%99%D7%95-%D7%91%D7%93%D7%99%D7%A8%D7%94-%D7%A9%D7%91%D7%91%D7%A2%D7%9C%D7%95%D7%AA-%D7%94%D7%90%D7%9D/,LOW
תהליך משכנתא בקפריסין,0,81,60.1,7,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,4,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%95%D7%9C-%D7%99%D7%95%D7%95%D7%9F/,0,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,LOW
תקנות לשעת חירום 2020,0,81,69.0,3,https://jus-tice.co.il/labor_law/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%92%D7%91%D7%9C%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-%D7%94%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D-%D7%91%D7%9E%D7%A7%D7%95%D7%9D/,0,25,https://jus-tice.co.il/psakdin/%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%91%D7%92%D7%A6-%D7%A7%D7%95%D7%91%D7%A2-%D7%A6%D7%95-%D7%91%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%9B%D7%A0%D7%92%D7%93-%D7%AA/,0,https://jus-tice.co.il/psakdin/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A9%D7%A2%D7%AA-%D7%97%D7%99%D7%A8%D7%95%D7%9D-%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%97%D7%93%D7%A9-%D7%94%D7%92%D7%91/,LOW
הסכם פירוק שיתוף בין בני זוג דוגמא,1,80,15.6,3,https://jus-tice.co.il/free-divorce-agreement-template/,1,43,https://jus-tice.co.il/articles/%D7%A4%D7%99%D7%A8%D7%95%D7%A7-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99/,0,https://jus-tice.co.il/prenuptial-agreement-sample/,LOW
איתור עורך דין לשכת עורכי הדין,0,80,26.0,3,https://jus-tice.co.il/,0,19,https://jus-tice.co.il/american-bar-association/,0,https://jus-tice.co.il/articles/%D7%90%D7%99%D7%AA%D7%95%D7%A8-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A6%D7%99%D7%90%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%A1%D7%9E%D7%9A-%D7%A7%D7%A8/,LOW
אלימות במשפחה עילה לגירושין,0,80,86.0,2,https://jus-tice.co.il/%D7%A2%D7%AA%D7%99%D7%A8%D7%94-%D7%A9%D7%9C-%D7%90%D7%99%D7%A9%D7%94-%D7%A0%D7%92%D7%93-%D7%91%D7%A2%D7%9C%D7%94-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A6%D7%95-%D7%9C%D7%A4%D7%99-%D7%94%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%94%D7%98-58854-11-22/,0,58,https://jus-tice.co.il/1170551-5-%D7%91%D7%99%D7%94%D7%93-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%99%D7%A4%D7%95/,0,,LOW
בגידה ויתרונותיה,0,80,47.8,3,https://jus-tice.co.il/divorce-mediation-cons-pros/,0,37,https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/,0,https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/,LOW
גרימת חבלה ברשלנות,0,80,39.2,3,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,0,1,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%90%D7%A1%D7%A8-%D7%A4%D7%92%D7%A2-%D7%95%D7%91%D7%A8%D7%97-%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,https://jus-tice.co.il/punishment-of-parents-and-relatives-for-negligently-causing-death/,LOW
דוגמא להסכם גירושין בפורמט pdf להורדה,0,80,29.7,3,https://jus-tice.co.il/free-divorce-agreement-template/,0,40,https://jus-tice.co.il/online-family-law-services/,0,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,LOW
הוכחת בעלות על דירה,0,80,54.4,3,https://jus-tice.co.il/buying-property-in-greece/,0,18,https://jus-tice.co.il/land-appreciation-tax/,0,https://jus-tice.co.il/spouse-property-registration-guide/,LOW
הכנת הסכם גירושין,0,80,56.0,6,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,5,https://jus-tice.co.il/divorce-costs-2025/,0,https://jus-tice.co.il/free-divorce-agreement-template/,LOW
המרב ד,0,80,19.3,2,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,68,https://jus-tice.co.il/standards-of-medical-fitness-to-drive/,0,,LOW
הסכמי גירושים,0,80,45.5,4,https://jus-tice.co.il/free-divorce-agreement-template/,0,42,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,0,https://jus-tice.co.il/what-is-a-divorce-settlement-agreement/,LOW
טופס יישוב סכסוך,0,80,30.0,2,https://jus-tice.co.il/form-6-request-urgent-relief-dispute-settlement/,0,31,https://jus-tice.co.il/request-for-family-dispute-settlements/,0,,LOW
ייעוץ משפטי עבודה,0,80,51.6,3,https://jus-tice.co.il/,0,24,https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%A1%D7%95%D7%A8%D7%A1%D7%99%D7%A0%D7%92-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99-jus-tice-%D7%9E%D7%A9%D7%A8%D7%95%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,0,https://jus-tice.co.il/labor-lawyer/,LOW
ייצוג משפטי בבית משפט,0,80,62.2,6,https://jus-tice.co.il/,0,38,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,0,https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94/,LOW
יצירת צוואה אונליין,0,80,70.8,4,https://jus-tice.co.il/%D7%A6%D7%95-%D7%9E%D7%A0%D7%99%D7%A2%D7%94-%D7%96%D7%9E%D7%A0%D7%99-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%93%D7%99%D7%A1%D7%A4%D7%95%D7%96%D7%99%D7%A6%D7%99%D7%94-%D7%91%D7%9E%D7%A0%D7%99%D7%95%D7%AA/,0,2,https://jus-tice.co.il/international-inheritance-wills-lawyer/,0,https://jus-tice.co.il/online-family-law-services/,LOW
כמה גרם נחשב סחר,0,80,78.1,2,https://jus-tice.co.il/drug-trafficking/,0,1,https://jus-tice.co.il/legality-of-cannabis/,0,,LOW
כמה עולה אישור נוטריון,0,80,42.4,3,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,24,https://jus-tice.co.il/israel-notary-public/,0,https://jus-tice.co.il/mexico-lawyers/,LOW
לשכת מקרקעין תל אביב כתובת,0,80,40.4,4,https://jus-tice.co.il/department-of-justice/,0,6,https://jus-tice.co.il/land-registration/,0,https://jus-tice.co.il/real-estate-attorney/,LOW
משמורת משותפת טובת הילד,0,80,42.7,3,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%94%D7%A8%D7%97%D7%91%D7%AA-%D7%94%D7%A1%D7%93%D7%A8%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9C%D7%90%D7%91-1244887-2/,0,1,https://jus-tice.co.il/joint-custody-shared-parenting/,0,https://jus-tice.co.il/what-is-child-custody/,LOW
משרדי עורכי דין מובילים,0,80,17.0,2,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%95%D7%A9%D7%99%D7%98%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%95%D7%92/,0,56,https://jus-tice.co.il/ai-lawyer-ranking/,0,,LOW
עבודה בסלובקיה עם תושבות,0,80,35.4,2,https://jus-tice.co.il/immigration-lawyer/,0,22,https://jus-tice.co.il/portugal-golden-visa/,0,,LOW
עו ד מובילים דיני משפחה,0,80,63.5,9,https://jus-tice.co.il/,0,15,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%95%D7%A9%D7%99%D7%98%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%95%D7%92/,0,https://jus-tice.co.il/family-law/,LOW
"עו""ד עודד ישראלי",0,80,77.2,3,https://jus-tice.co.il/famous-criminal-defense-lawyer/,0,12,https://jus-tice.co.il/india-lawyers/,0,https://jus-tice.co.il/portugal-lawyers/,LOW
עונש מקסימלי על המתה בקלות דעת,0,80,67.1,3,https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,59,https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/,0,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%90%D7%A1%D7%A8-%D7%A4%D7%92%D7%A2-%D7%95%D7%91%D7%A8%D7%97-%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,LOW
עורך דין אינוס,0,80,62.9,4,https://jus-tice.co.il/%D7%94%D7%A8%D7%A9%D7%A2%D7%AA-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%91%D7%AA%D7%95-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%99%D7%9C%D7%93%D7%99%D7%95/,0,11,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,https://jus-tice.co.il/39514-09-19/,LOW
עורך דין דיני משפחה בחולון,0,80,61.7,3,https://jus-tice.co.il/,0,21,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,https://jus-tice.co.il/family-law/,LOW
עורך דין ויזה לארה ב,0,80,42.5,3,https://jus-tice.co.il/choose-usa-attorney/,0,32,https://jus-tice.co.il/immigration-lawyer/,0,https://jus-tice.co.il/usa-lawyers/,LOW
עורך דין למיסוי מקרקעין בעסקאות מורכבות,0,80,53.5,2,https://jus-tice.co.il/real-estate-attorney/,0,29,https://jus-tice.co.il/real-estate-lawyer-guide/,0,,LOW
עורך דין לשינוי תפקיד מנהלים,0,80,58.5,6,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,1,https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%91%D7%90%D7%99/,LOW
עורכי דין מומלצים רשלנות רפואית,0,80,62.1,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,31,https://jus-tice.co.il/medical-malpractice-in-the-united-states/,0,https://jus-tice.co.il/medical-malpractice-lawyer/,LOW
עלות עו ד ברכישת דירה,0,80,70.7,5,https://jus-tice.co.il/how-much-does-a-lawyer-cost/,0,22,https://jus-tice.co.il/lawyer-fee-outlook/,0,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,LOW
עמלת עורך דין רכישת דירה,0,80,73.3,4,https://jus-tice.co.il/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%9E%D7%A0%D7%94%D7%98%D7%9F-%D7%9E%D7%94-%D7%97%D7%95%D7%91%D7%94-%D7%9C%D7%91%D7%93%D7%95%D7%A7-%D7%9C%D7%A4%D7%A0%D7%99-%D7%91%D7%99%D7%A6%D7%95%D7%A2-%D7%A2%D7%A1%D7%A7%D7%94/,0,22,https://jus-tice.co.il/how-much-does-a-lawyer-cost/,0,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,LOW
פיצוי כספי על ביטול טיסה,0,80,64.2,3,https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99-%D7%AA%D7%A2%D7%95%D7%A4%D7%94-%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%95%D7%A1%D7%99%D7%95%D7%A2-%D7%91%D7%A9%D7%9C-%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%98%D7%99%D7%A1%D7%94-%D7%90%D7%95-%D7%A9%D7%99%D7%A0%D7%95%D7%99-%D7%91%D7%AA%D7%A0%D7%90%D7%99%D7%94-%D7%94%D7%AA%D7%A9%D7%A2%D7%91-2012/,0,49,https://jus-tice.co.il/%D7%AA%D7%A7-25449-12-20-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%95%D7%90%D7%97-%D7%A0-%D7%99%D7%95%D7%A0%D7%99%D7%99%D7%98%D7%93-%D7%90%D7%99%D7%A8%D7%9C%D7%99%D7%99%D7%A0%D7%A1-%D7%90%D7%99%D7%A0%D7%A7/,0,https://jus-tice.co.il/compensation-flight-delayed/,LOW
פנקס זכויות,0,80,26.5,4,https://jus-tice.co.il/israeli-lawyer-explains-real-estate/,0,1,https://jus-tice.co.il/land-appreciation-tax/,0,https://jus-tice.co.il/land-registration/,LOW
קניית מטבע וירטואלי,0,80,83.4,3,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,8,https://jus-tice.co.il/what-is-bitcoin/,0,https://jus-tice.co.il/wp-content/uploads/2022/06/%D7%9E%D7%98%D7%91%D7%A2%D7%95%D7%AA-%D7%93%D7%99%D7%92%D7%99%D7%98%D7%9C%D7%99%D7%99%D7%9D-9.pdf,LOW
קריפטו ראשון לציון,0,80,60.5,3,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,57,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work/,0,https://jus-tice.co.il/wp-content/uploads/2022/06/%D7%9E%D7%98%D7%91%D7%A2%D7%95%D7%AA-%D7%93%D7%99%D7%92%D7%99%D7%98%D7%9C%D7%99%D7%99%D7%9D-9.pdf,LOW
רילוקיישן למונגוליה,0,80,38.5,2,https://jus-tice.co.il/immigration-lawyer/,0,75,https://jus-tice.co.il/international-notaries/,0,,LOW
"רשלנות רפואית בטיפול ע""י רופאה מתמחה",0,80,68.3,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,75,https://jus-tice.co.il/decision55016-06-17a/,0,,LOW
שגרירות גרמניה הארכת תוקף דרכון,0,80,52.3,2,https://jus-tice.co.il/german-passport/,0,67,https://jus-tice.co.il/romanian-passport/,0,,LOW
"שוק נדל""ן אמריקאי",0,80,54.3,2,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,24,https://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,0,,LOW
שכר טרחה רשלנות רפואית,0,80,27.8,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,3,https://jus-tice.co.il/articles/%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,0,https://jus-tice.co.il/medical-malpractice-in-the-united-states/,LOW
תביעה לפיצויים בגין פגיעה בפרטיות,0,80,72.4,2,https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%9B%D7%A1%D7%A4%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A6%D7%A4%D7%99%D7%99%D7%94-%D7%95%D7%9E%D7%97%D7%99%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A4%D7%A8%D7%99%D7%98%D7%99%D7%9D-%D7%9E%D7%94%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%9C%D7%9C%D7%90-%D7%A8%D7%A9%D7%95%D7%AA/,0,61,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A9%D7%9C-%D7%90%D7%99%D7%A9%D7%94-%D7%9C%D7%A7%D7%91%D7%9C-%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%9E%D7%91%D7%9F-%D7%96%D7%95%D7%92%D7%94-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%91%D7%A9%D7%9C-%D7%AA%D7%99%D7%A2%D7%95%D7%93-%D7%90%D7%99%D7%A0%D7%98%D7%99%D7%9E%D7%99-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%9E%D7%A6%D7%9C%D7%9E%D7%95%D7%AA-%D7%A9%D7%94%D7%AA%D7%A7%D7%99%D7%9F-%D7%91%D7%93%D7%99%D7%A8%D7%AA%D7%94-%D7%AA%D7%9C%D7%94%D7%9E-47127-07-21/,0,,LOW
